cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,"P1. Retain existing bridge, but replace the navigation spans and deteriorated components","P2. Retain existing bridge, but replace the navigation spans and deteriorated components and incorporate bridge widening","P3. Construct a new standard bridge next to the current bridge, leaving a section of the existing bridge as a heritage and recreation site","P4. Construct a new bridge that is a major entry statements for Fremantle, leaving a section of the existing bridge as a heritage recreation site",P5. Construct a new standard bridge and retain the existing bridge as a pedestrian/cyclist facility,P6. Construct a new two lane standard bridge and retain the existing bridge as a 2 lane bridge with improved pedestrian/cyclist facilities
8a424f77-f5d9-43eb-b80f-ec97ee66340b,2025-09-09 19:43:03.351963+00:00,openai,gpt-4o-mini,0,3831,222,nat,5,3,6,2,4,1
6ff75f97-94c3-4c56-85f1-b459c8ac6439,2025-09-09 19:43:09.188192+00:00,openai,gpt-4o-mini,0,3831,222,nat,2,3,1,4,5,6
f436f8ed-7c65-49cf-9446-fd8c7dbb53d9,2025-09-09 19:50:31.914699+00:00,openai,gpt-4o-mini,0,3834,221,pop,6,4,5,2,1,3
1d2d3369-d167-4f59-84c3-8fbe1bedbb49,2025-09-09 19:50:39.122306+00:00,openai,gpt-4o-mini,0,3831,221,pop,1,3,5,4,6,2
62841323-3aa2-453c-b727-24c7667364f2,2025-09-09 19:50:46.208957+00:00,openai,gpt-4o-mini,0,3834,221,pop,6,2,3,5,1,4
466bb592-9d97-4373-bc48-6051da7ef5b9,2025-09-09 19:50:52.268277+00:00,openai,gpt-4o-mini,0,3834,221,pop,1,3,6,5,4,2
53529f67-6647-4e91-82a9-9d1c7e6a5ce3,2025-09-09 19:51:02.158384+00:00,openai,gpt-4o-mini,0,3834,223,pop,5,3,1,2,4,6
48ed1304-809a-48bc-9c5c-31f39ceafab7,2025-09-09 19:57:56.336269+00:00,openai,gpt-4o-mini,0,3822,221,soc,4,6,5,2,1,3
f88e960c-1aa6-4acb-8be6-562ec7228193,2025-09-09 19:58:02.859595+00:00,openai,gpt-4o-mini,0,3819,221,soc,1,3,5,4,6,2
a27ce2de-304f-4746-945e-aa6476c0c27e,2025-09-09 19:58:09.109342+00:00,openai,gpt-4o-mini,0,3822,221,soc,6,2,3,5,1,4
2be6634e-2091-48e0-82f2-a79b4bcfb4c1,2025-09-09 19:58:15.085964+00:00,openai,gpt-4o-mini,0,3822,221,soc,5,3,2,6,1,4
80807b0f-341f-4552-8543-fb4e6b4a711f,2025-09-09 19:58:21.175545+00:00,openai,gpt-4o-mini,0,3822,221,soc,5,3,1,2,4,6
229b60d3-41fa-4ba3-867c-4c6e98124ca7,2025-09-09 20:04:18.882508+00:00,openai,gpt-4o-mini,0,3858,221,coa,4,6,2,1,3,5
ef975b5a-7fb0-41eb-9797-90b8745971d5,2025-09-09 20:04:25.230063+00:00,openai,gpt-4o-mini,0,3855,222,coa,5,3,1,4,6,2
b33107cc-5157-4270-8d98-ee3cbd846326,2025-09-09 20:04:31.788391+00:00,openai,gpt-4o-mini,0,3858,221,coa,6,2,3,5,1,4
9c34569f-fa2c-4444-b435-b291eed3ddc9,2025-09-09 20:04:40.389618+00:00,openai,gpt-4o-mini,0,3858,221,coa,5,4,2,6,1,3
071b6774-5718-4b18-aff4-a0179f905016,2025-09-09 20:04:47.489781+00:00,openai,gpt-4o-mini,0,3858,221,coa,2,5,1,4,6,3
439cf7ca-ad56-4d01-8170-9c5d0aa17464,2025-09-09 20:11:21.960458+00:00,openai,gpt-4o-mini,0,3846,221,ctr,6,4,5,2,1,3
922a13a8-71de-4f8f-812e-3e6d6077570d,2025-09-09 20:11:27.930964+00:00,openai,gpt-4o-mini,0,3843,221,ctr,3,5,2,4,1,6
236dfaff-0a71-4d2c-89bb-2baaedb4cc45,2025-09-09 20:11:34.401042+00:00,openai,gpt-4o-mini,0,3846,221,ctr,6,2,3,5,1,4
5c8a1585-3dcc-44be-871d-b8d933e61af4,2025-09-09 20:11:40.598274+00:00,openai,gpt-4o-mini,0,3846,221,ctr,5,4,2,6,1,3
a9e6b65d-7550-42fa-992d-c9d724e69332,2025-09-09 20:11:47.365187+00:00,openai,gpt-4o-mini,0,3846,221,ctr,2,3,1,6,5,4
84672d1b-7aea-4264-bf2c-06a59771e8e8,2025-09-09 20:17:55.531058+00:00,openai,gpt-4o-mini,0,3861,221,dis,4,6,5,2,1,3
9326ed75-d9e1-4a7f-ba09-43a07b4ce20c,2025-09-09 20:18:05.019450+00:00,openai,gpt-4o-mini,0,3858,221,dis,5,3,1,4,6,2
54c0b585-9071-45aa-afa7-cc7346eef74c,2025-09-09 20:18:13.044924+00:00,openai,gpt-4o-mini,0,3861,221,dis,6,2,3,5,1,4
da96afcd-f0d7-41bf-84cb-88d184a0e929,2025-09-09 20:18:20.619172+00:00,openai,gpt-4o-mini,0,3861,221,dis,5,3,2,6,1,4
14cdf9b1-b991-479e-abdc-af7b9b7bbf9e,2025-09-09 20:18:27.163916+00:00,openai,gpt-4o-mini,0,3861,221,dis,5,3,1,2,4,6
c58d4ddb-00bc-4cba-94df-9a9b446c7a0b,2025-09-09 20:24:06.329181+00:00,openai,gpt-4o-mini,0,3849,221,eld,6,4,5,2,1,3
c3f3e012-351b-48f7-8891-3e9c424489f1,2025-09-09 20:24:15.542098+00:00,openai,gpt-4o-mini,0,3846,221,eld,1,3,5,4,6,2
46a5479e-8528-4312-9a38-f72c0e8c576b,2025-09-09 20:24:21.890002+00:00,openai,gpt-4o-mini,0,3849,221,eld,6,2,3,5,1,4
da033314-6fa3-43ba-b59e-9b0d84dfba69,2025-09-09 20:24:27.395089+00:00,openai,gpt-4o-mini,0,3849,221,eld,5,3,2,6,4,1
c91313bb-fedf-4c18-85cd-4444b76695a5,2025-09-09 20:24:33.284723+00:00,openai,gpt-4o-mini,0,3849,223,eld,5,3,1,2,4,6
869faa89-c1b3-43ad-bc9a-589137852e53,2025-09-09 20:32:35.363503+00:00,openai,gpt-4o-mini,0,3849,221,far,4,6,5,2,1,3
37e7bc92-116b-4434-92f3-c8cf538faf4c,2025-09-09 20:32:43.752210+00:00,openai,gpt-4o-mini,0,3846,222,far,1,5,6,4,3,2
f545c46a-5500-448c-acfc-e5f0cf07d98b,2025-09-09 20:32:51.194566+00:00,openai,gpt-4o-mini,0,3849,221,far,6,2,3,5,1,4
947edb3b-bec0-45de-84ad-2a4ab4583355,2025-09-09 20:32:59.527569+00:00,openai,gpt-4o-mini,0,3849,221,far,5,3,1,6,2,4
f578275e-01d4-453b-b2ed-5655cb9768fd,2025-09-09 20:33:07.368774+00:00,openai,gpt-4o-mini,0,3849,221,far,5,6,1,2,4,3
e74009f9-22bf-4716-86e9-b2ff2071192a,2025-09-09 20:40:22.460424+00:00,openai,gpt-4o-mini,0,3849,224,fis,4,6,5,2,1,3
68dbe925-a44f-471a-a4f2-2caa29e25379,2025-09-09 20:40:28.863348+00:00,openai,gpt-4o-mini,0,3846,223,fis,1,3,5,4,6,2
54b526ed-5730-4c19-a593-78deb2ca1348,2025-09-09 20:40:35.673893+00:00,openai,gpt-4o-mini,0,3849,221,fis,6,2,3,5,1,4
0fccf420-d9bf-4927-90a2-e2d5a339dfa3,2025-09-09 20:40:42.886145+00:00,openai,gpt-4o-mini,0,3849,221,fis,5,3,2,6,1,4
139c8b95-2764-4aa6-81b5-35a3e5e77612,2025-09-09 20:40:49.032671+00:00,openai,gpt-4o-mini,0,3849,221,fis,5,6,1,2,4,3
c973e3ca-030a-4f74-b849-9d3a5181938e,2025-09-09 20:48:15.594624+00:00,openai,gpt-4o-mini,0,3858,221,lan,4,6,5,2,1,3
9b6db7a0-c221-43ce-82e2-a567bd2e660a,2025-09-09 20:48:22.876138+00:00,openai,gpt-4o-mini,0,3855,221,lan,3,5,1,4,6,2
ad6a9638-ef11-4535-a925-8061be0333f2,2025-09-09 20:48:28.505337+00:00,openai,gpt-4o-mini,0,3858,221,lan,6,2,3,5,1,4
62d34c94-0c0c-42bc-9818-1d7a507026b8,2025-09-09 20:48:34.300353+00:00,openai,gpt-4o-mini,0,3858,221,lan,5,3,2,6,1,4
c1b45489-f7f7-4d5b-a221-3aa0d58c3626,2025-09-09 20:48:39.665192+00:00,openai,gpt-4o-mini,0,3858,221,lan,5,6,1,2,4,3
1fc8b1db-1f51-41e8-aef1-ad8359fbae8f,2025-09-09 20:54:38.774940+00:00,openai,gpt-4o-mini,0,3864,221,par,4,6,5,2,1,3
40dba54d-79e4-42d1-9098-ef82a529a01f,2025-09-09 20:54:45.473904+00:00,openai,gpt-4o-mini,0,3861,222,par,5,3,1,4,6,2
f9d220b3-3193-40d3-9393-10a1db8b8f75,2025-09-09 20:54:51.623728+00:00,openai,gpt-4o-mini,0,3864,221,par,6,2,3,5,1,4
358dc165-a9ba-42c4-a0f3-15fae974ab75,2025-09-09 20:54:57.785269+00:00,openai,gpt-4o-mini,0,3864,221,par,5,3,2,6,4,1
8b3af76d-999c-49be-86d3-b1d238102547,2025-09-09 20:55:03.785076+00:00,openai,gpt-4o-mini,0,3864,221,par,5,6,1,2,4,3
2937aa70-7f75-45c0-9f38-5318fa89ff27,2025-09-09 21:01:12.478328+00:00,openai,gpt-4o-mini,0,3852,221,sub,6,4,5,2,1,3
8af1ac73-0392-400a-b93e-29d9d8c53157,2025-09-09 21:01:19.404376+00:00,openai,gpt-4o-mini,0,3849,221,sub,3,5,1,4,6,2
0619ac22-3d81-4412-9230-8953747d254e,2025-09-09 21:01:27.485531+00:00,openai,gpt-4o-mini,0,3852,221,sub,5,6,2,4,1,3
47d25199-8062-43c2-b480-a443492377e9,2025-09-09 21:01:34.233342+00:00,openai,gpt-4o-mini,0,3852,221,sub,6,5,3,4,2,1
c4e52cd4-dc68-49dc-aa0b-ee9049c860c6,2025-09-09 21:01:41.081099+00:00,openai,gpt-4o-mini,0,3852,221,sub,5,2,1,4,6,3
3ffcf253-9716-4a2c-87e0-01bbb191f461,2025-09-09 21:07:30.588257+00:00,openai,gpt-4o-mini,0,3858,221,vil,4,6,5,2,1,3
e4597b10-9b8a-4f44-9078-88127f3fcf05,2025-09-09 21:07:36.424699+00:00,openai,gpt-4o-mini,0,3855,223,vil,1,3,5,4,6,2
42e31693-7a48-4800-8e20-4e6582951241,2025-09-09 21:07:42.165265+00:00,openai,gpt-4o-mini,0,3858,221,vil,6,2,3,5,1,4
6d12dae1-1c8a-489d-a433-d5f73b3ed8fb,2025-09-09 21:07:47.586542+00:00,openai,gpt-4o-mini,0,3858,221,vil,5,3,2,6,1,4
095888b3-e681-46a2-9454-91fe8be61d9e,2025-09-09 21:07:54.521522+00:00,openai,gpt-4o-mini,0,3858,221,vil,5,6,1,2,4,3
304bd099-63c3-419a-9183-b395dbe94629,2025-09-09 21:13:27.582984+00:00,openai,gpt-4o-mini,0,3852,221,csk,6,5,2,1,4,3
35bdcf12-6420-4fbc-9794-52ce7695a9d5,2025-09-09 21:13:33.257716+00:00,openai,gpt-4o-mini,0,3849,221,csk,1,3,5,4,6,2
ddbdaf42-dd70-4184-8ca2-3549f779eee3,2025-09-09 21:13:38.896592+00:00,openai,gpt-4o-mini,0,3852,221,csk,6,2,5,3,1,4
07770a39-345a-4c30-ae58-a4fc12882260,2025-09-09 21:13:47.056346+00:00,openai,gpt-4o-mini,0,3852,221,csk,4,3,6,2,5,1
a1d55853-0dd0-4961-bea7-58df3b0e266c,2025-09-09 21:13:53.122377+00:00,openai,gpt-4o-mini,0,3852,221,csk,4,5,2,1,6,3
