cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,C1. Laying bitumen on the Bloomfield Track would be beneficial for the environment,C2. I don't know if improving the Bloomfield Track would lead to a rapid acceleration of development in the area to the detriment of the environment.,C3. In deciding on what to do with the Bloomfield Track I don't know whether it's more important to meet the needs of the community or the environment.,"C4. Whilst impacts on locals in the Bloomfield area are a concern, it is the broader community that should carry more weight when deciding what to do with the Bloomfield Track.",C5. I don't know what the people of Bloomfield think about the Bloomfield Track.,"C6. The road is just the 'thin edge of the wedge'. This may not happen for a long time, but it will happen.",C7. Erosion from the Bloomfield Track is permanently damaging the coral reefs that fringe the beaches below,"C8. When it comes to the Bloomfield track, people living in Cairns are in no position to judge what the interests of the local residents of Bloomfield are.",C9. If the Bloomfield Track is sealed (bitumenized) there will not be a rapid increase in environmentally damaging development in the Daintree area in the future It may even benefit the environment there.,C10. No development should be permitted in World Heritage areas such as the Daintree.,C11. I would be worse off if more of the Daintree rainforest is protected.,C12. The Bloomfield Track issue is important for Queensland.,"C13. I'm not sure if the future of the Bloomfield Track should be determined by locals, outsiders or both.",C14. The fate of the Bloomfield Track is of no concern to me.,C15. Economic development associated with the Bloomfield Track will provide more opportunities for future generations in North Queensland.,C16. The future of the Bloomfield Track should be determined by everyone and not just by those who live in the Bloomfield area.,"C17. I don't know how, but I think that there must be some way in which everybody benefits from protecting the rainforest near the Bloomfield Track.",C18. The Bloomfield Track is important because it allows quick access to remote areas of the North.,C19. Conservation in the Daintree area is worthwhile at whatever cost.,C20. Using cars on the Bloomfield Track is bad for the rainforest.,C21. Any decision about the Bloomfield Track will greatly affect people like me.,C22. I have no idea what the people in the Bloomfield area think about the Bloomfield Track.,C23. Erosion from the Bloomfield Track does not cause siltation or damage to the fringing inshore reefs between Cape Tribulation and Cooktown,C24. If we don't take steps to protect the Daintree Rainforest future generations will miss out on the opportunity to experience the area as we do now.,C25. We don't need to worry too much about environmental damage in the Daintree region because future generations will be better able to deal with these problems than we are.,C26. There is no reason to believe that the Daintree Rainforest is under threat.,"C27. If future generations could have their say about the Bloomfield track, they would be less concerned about the environmental impacts than many people make out.",C28. The protection of plants and animals in the Daintree is OK so long as it doesn't affect me.,C29. Let's fix the problems in the Daintree just for now. The future will take care of itself.,C30. The more that it is possible for the average North Queensland resident can access the Bloomfield Track the better,C31. I don't like how development is creeping further and further North into the Daintree and beyond because of its effect on the environment.,C32. The coral reefs along the foreshore below the Bloomfield Track are not badly affected by the road.,C33. Native animals in the Daintree need protection because they have a right to life which cannot be traded against economic considerations.,C34. The Wujal Wujal Community is better off now that the Bloomfield Track has been built.,C35. The most important use of the Bloomfield Track is for tourism.,C36. I'm concerned that I will be made worse off by any decision about the Bloomfield Track.,"C37. I think that both short and long term perspectives are needed in deciding what should be done with the Bloomfield Track, but I don't know which one is more important.","C38. The Bloomfield Track may not have been the best idea, but I guess there is probably little point in closing it now that it has been built.",C39. I don't really know who benefits most from the protection of Rainforest in the Daintree.,C40. A long term perspective on the Bloomfield Track is essential.,"C41. When it comes to the Bloomfield Track, it's not important to worry about what the future will hold",C42. Everyone in Queensland is better off for having a road like the Bloomfield Track.
69a18fb9-33ed-4c2f-843c-b00aab3788e2,2025-09-16 13:43:56.091382+00:00,openai,gpt-3.5-turbo,0,4457,253,eco,12,1,1,1,1,12,1,1,12,12,1,12,1,1,1,1,1,1,12,12,1,1,1,12,12,12,1,1,1,1,12,1,12,1,1,1,1,1,1,12,1,1
b496e6b3-5c45-48f0-9977-399abe146ea6,2025-09-16 13:44:01.878602+00:00,openai,gpt-3.5-turbo,0,4457,247,eco,2,2,6,3,1,3,1,1,2,12,1,6,2,1,2,2,12,4,12,12,6,1,2,12,1,1,1,1,12,4,12,2,12,2,2,1,6,4,12,12,1,2
4f384066-5968-4b38-b1af-c7fe05cefa5e,2025-09-16 13:48:47.721366+00:00,openai,gpt-3.5-turbo,0,4454,247,fas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31dc5b62-1b92-4841-abab-bde9f7f19ce4,2025-09-16 13:48:54.391625+00:00,openai,gpt-3.5-turbo,0,4454,248,fas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61de0e9a-cbd7-428c-b357-d22881cddf0d,2025-09-16 13:48:59.218011+00:00,openai,gpt-3.5-turbo,0,4454,247,fas,12,1,1,1,1,12,12,1,1,12,12,12,1,1,12,1,12,12,12,12,12,1,1,12,12,1,12,1,1,12,12,1,12,12,12,12,1,12,1,12,1,12
b89e7be8-5837-4716-8026-42056fd43820,2025-09-16 13:49:05.745050+00:00,openai,gpt-3.5-turbo,0,4454,249,fas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ec9d60b4-ce50-48bb-bf58-bd9b10102818,2025-09-16 13:49:11.362314+00:00,openai,gpt-3.5-turbo,0,4454,247,fas,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
bdf58d99-5c54-4098-a490-769b55798b5a,2025-09-16 13:54:01.473857+00:00,openai,gpt-3.5-turbo,0,4451,274,fem,1,1,6,3,1,2,1,1,1,12,12,9,3,1,12,6,3,8,12,12,5,1,1,12,1,1,1,1,1,1,12,1,12,1,12,1,5,2,1,8,1,12
cfe2da9a-d0cd-45af-9058-45ae15644e5d,2025-09-16 13:54:10.370540+00:00,openai,gpt-3.5-turbo,0,4451,247,fem,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
b49619dc-1ec2-4f84-b27f-93be95513ab3,2025-09-16 13:54:16.832534+00:00,openai,gpt-3.5-turbo,0,4451,249,fem,1,1,1,1,1,12,12,1,1,12,1,12,1,1,12,1,1,1,12,12,12,1,12,12,1,1,1,1,1,1,12,1,12,1,1,1,1,1,1,12,1,1
e4b35c83-30cb-4948-b731-0a84a469c33e,2025-09-16 13:54:22.461333+00:00,openai,gpt-3.5-turbo,0,4451,249,fem,1,1,1,1,1,12,1,1,1,12,12,12,1,1,1,1,1,1,1,1,1,1,1,12,12,12,1,1,12,1,12,1,12,1,1,12,1,1,1,12,1,1
0ff54cda-58b0-461c-95cd-aab3298b8c55,2025-09-16 13:54:28.398783+00:00,openai,gpt-3.5-turbo,0,4451,245,fem,1,1,12,12,1,1,1,1,1,12,1,12,1,1,12,12,12,1,12,12,1,1,1,12,1,1,1,1,1,12,12,1,12,1,1,1,6,1,1,12,1,1
8ade2c73-ce58-4e54-8d2b-c795019c8e28,2025-09-16 13:59:29.811080+00:00,openai,gpt-3.5-turbo,0,4466,249,fun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16e97fb9-2a65-4b99-a1e0-0f73c0355fea,2025-09-16 13:59:34.632925+00:00,openai,gpt-3.5-turbo,0,4466,249,fun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5882e1a2-6b46-42dd-b080-682c686fd01e,2025-09-16 13:59:41.090276+00:00,openai,gpt-3.5-turbo,0,4466,276,fun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80231210-b90e-468b-8506-7454fed528a4,2025-09-16 13:59:48.459643+00:00,openai,gpt-3.5-turbo,0,4466,267,fun,1,1,1,1,1,12,1,1,1,12,12,1,1,1,1,1,1,1,12,1,1,1,1,12,1,1,1,1,1,1,12,1,12,1,1,1,1,1,1,12,1,1
d4db605c-7e2c-4156-b8b1-3a451f8b9727,2025-09-16 13:59:54.447880+00:00,openai,gpt-3.5-turbo,0,4466,248,fun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388e2749-e6fc-4977-96e2-a6749895bf8d,2025-09-16 14:04:51.242097+00:00,openai,gpt-3.5-turbo,0,4460,246,lib,1,1,1,1,1,1,1,1,1,1,1,12,1,1,12,1,12,12,12,1,12,1,1,12,1,1,1,1,1,12,1,1,12,12,12,1,1,7,1,12,1,12
252849aa-83bc-430b-9b4d-13238819ca8b,2025-09-16 14:04:58.157013+00:00,openai,gpt-3.5-turbo,0,4460,248,lib,2,1,2,2,1,1,1,1,2,1,2,3,1,1,3,2,3,3,2,1,1,1,1,3,1,1,1,1,2,3,1,1,2,2,3,1,2,1,1,2,1,2
41813d4d-13b8-41a3-8261-a0c0a8aa2b01,2025-09-16 14:05:04.360115+00:00,openai,gpt-3.5-turbo,0,4460,250,lib,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1
a172c5fe-377a-4a85-858c-85a8a9b7bd12,2025-09-16 14:05:14.837028+00:00,openai,gpt-3.5-turbo,0,4460,246,lib,1,1,4,3,1,1,1,1,1,1,1,4,4,1,3,4,1,4,2,1,1,1,4,2,1,1,1,1,1,4,1,4,1,1,4,1,4,6,1,4,1,1
3577bbb5-eecc-4705-8320-2271a1229a37,2025-09-16 14:05:21.303437+00:00,openai,gpt-3.5-turbo,0,4460,257,lib,6,2,6,4,2,2,1,2,6,1,2,8,2,1,8,6,6,8,2,2,2,2,1,8,1,1,2,2,2,8,2,2,1,7,6,2,6,5,2,6,2,7
efbdbfc1-b0c4-43d2-af92-f25bc9da28d6,2025-09-16 14:34:20.872422+00:00,openai,gpt-3.5-turbo,0,4460,248,nat,4,4,6,7,5,9,1,1,4,1,1,9,5,1,11,5,6,10,12,1,8,5,1,12,2,1,4,1,2,12,1,1,12,8,10,3,6,7,5,8,2,10
950b2af9-34da-4507-9c97-10830c064e07,2025-09-16 14:34:27.028092+00:00,openai,gpt-3.5-turbo,0,4460,247,nat,1,1,1,12,1,1,12,1,1,12,1,12,1,1,12,12,1,12,12,1,1,1,1,12,1,1,1,1,1,12,12,1,12,12,12,1,1,1,1,12,1,12
6481c798-3b9b-495e-8c98-9183342d6948,2025-09-16 14:34:34.367467+00:00,openai,gpt-3.5-turbo,0,4460,248,nat,1,1,6,1,1,1,1,1,1,12,1,12,1,1,12,1,1,12,12,1,12,1,1,12,1,1,1,1,1,12,1,1,12,12,12,1,1,1,1,12,1,12
e4be9ab6-3e6b-4a3c-9b4d-96a340e91ae7,2025-09-16 14:34:39.949686+00:00,openai,gpt-3.5-turbo,0,4460,245,nat,1,1,1,1,1,1,12,1,1,12,12,12,1,1,12,1,1,1,12,1,1,1,2,12,1,1,1,1,1,12,12,1,12,1,1,1,1,6,1,12,1,1
c055b2ed-7e09-46f0-a85c-9d0be81a0903,2025-09-16 14:34:45.757147+00:00,openai,gpt-3.5-turbo,0,4460,251,nat,12,1,1,12,1,1,1,1,1,12,1,12,1,1,12,12,1,12,12,1,12,1,1,12,1,1,1,1,1,12,1,1,12,12,12,1,6,6,1,12,1,12
db4b5a87-729e-48a4-bde6-b6e1bcb063fb,2025-09-16 14:40:04.358087+00:00,openai,gpt-3.5-turbo,0,4463,249,pop,12,12,1,1,1,12,12,12,12,12,12,12,1,1,12,12,12,12,12,12,12,1,12,12,12,1,12,1,1,12,12,12,12,12,12,12,1,8,1,12,1,12
e76148b9-5a3d-4076-8062-db88f3277e5f,2025-09-16 14:40:11.801854+00:00,openai,gpt-3.5-turbo,0,4463,249,pop,1,1,1,12,1,12,12,12,12,12,1,12,1,1,12,12,12,12,12,1,1,1,1,12,1,1,1,1,12,12,12,1,12,12,12,1,1,1,1,12,1,12
661804b5-5681-486d-a8b8-671e013309ff,2025-09-16 14:40:16.842113+00:00,openai,gpt-3.5-turbo,0,4463,252,pop,12,1,1,1,1,12,1,1,12,12,1,12,1,1,12,1,1,12,12,1,12,1,1,12,1,1,1,1,1,12,1,1,12,1,12,1,1,1,1,12,1,1
44d928fb-7d43-4e31-9877-29464b81af35,2025-09-16 14:40:30.138989+00:00,openai,gpt-3.5-turbo,0,4463,247,pop,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
0436be15-8312-4172-b5b4-7a48c81b2757,2025-09-16 14:45:57.461257+00:00,openai,gpt-3.5-turbo,0,4454,248,soc,12,1,6,6,1,9,1,1,1,12,12,12,6,1,12,6,12,9,12,12,6,1,1,12,1,1,1,1,1,12,12,1,12,1,12,1,6,6,1,12,1,12
39f3e130-4606-48f5-be11-e4127c1980a5,2025-09-16 14:46:02.635617+00:00,openai,gpt-3.5-turbo,0,4454,247,soc,1,1,1,12,1,12,12,12,1,12,1,12,1,1,12,12,12,12,12,12,1,1,1,12,1,1,1,1,1,12,12,1,12,12,12,1,1,1,1,12,1,1
b266912a-47a0-4b2a-848a-db73b5dcba24,2025-09-16 14:46:08.234366+00:00,openai,gpt-3.5-turbo,0,4454,246,soc,12,1,1,1,1,12,12,1,1,12,1,12,1,1,12,12,12,1,12,12,12,1,12,12,12,1,1,1,1,1,12,1,12,1,1,1,1,1,1,12,1,1
f319bf8d-e95c-4147-9d03-fc43055ed530,2025-09-16 14:46:14.494752+00:00,openai,gpt-3.5-turbo,0,4454,245,soc,12,1,1,1,1,12,12,1,12,12,12,12,1,1,1,12,12,1,12,1,1,1,1,12,12,1,1,1,1,12,12,1,12,12,1,1,1,1,1,12,1,1
c18fb770-2ba7-42f0-91db-a2ab277a3c86,2025-09-16 14:46:19.637373+00:00,openai,gpt-3.5-turbo,0,4454,266,soc,12,1,6,12,1,12,1,1,12,12,1,12,1,1,12,12,12,12,12,12,1,1,1,12,1,1,1,1,1,12,12,1,12,12,12,1,6,6,1,12,1,12
ba00a0fd-1ad0-40ba-9c2f-553cc6a1ab17,2025-09-16 15:55:09.320687+00:00,openai,gpt-3.5-turbo,0,4490,244,coa,2,2,1,1,1,3,12,1,2,1,12,3,1,1,3,1,3,4,12,12,12,1,12,12,1,1,2,1,1,2,12,12,12,2,4,12,2,2,1,4,1,3
dfe44ff9-9c12-4779-9777-b238ec45f9d3,2025-09-16 15:55:15.780547+00:00,openai,gpt-3.5-turbo,0,4490,265,coa,1,1,1,1,1,1,12,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1
cdd48087-9aac-4baa-bbfb-bdc6a3089f0d,2025-09-16 15:55:22.010215+00:00,openai,gpt-3.5-turbo,0,4490,268,coa,12,1,1,1,1,12,12,1,1,12,12,12,1,1,12,1,12,12,12,12,12,1,12,12,1,1,1,12,1,12,12,1,12,12,12,1,1,1,1,12,1,1
5f0a0125-981d-4bfd-a432-1254ee4ec0f2,2025-09-16 15:55:28.156401+00:00,openai,gpt-3.5-turbo,0,4490,252,coa,12,12,1,2,1,12,12,1,12,12,12,12,1,1,1,1,1,2,12,1,12,1,2,12,12,12,12,1,1,1,12,12,12,1,2,12,1,2,1,12,1,1
1106cf73-5bf4-425c-a3eb-545793e7f638,2025-09-16 15:55:34.926663+00:00,openai,gpt-3.5-turbo,0,4490,253,coa,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,3,1,2,1,1
2a7f5bd6-d91c-45e7-a652-4bc6709a1252,2025-09-16 16:09:38.822496+00:00,openai,gpt-3.5-turbo,0,4478,246,ctr,1,2,1,1,1,3,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1
cc5338fc-648b-47d3-990b-5a1b273eb820,2025-09-16 16:09:44.790122+00:00,openai,gpt-3.5-turbo,0,4478,252,ctr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1
215a43fc-311e-4aa8-a08d-fffc57d837ca,2025-09-16 16:09:50.631490+00:00,openai,gpt-3.5-turbo,0,4478,247,ctr,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
b2ba3094-2f4f-438f-8f3b-e597eb295487,2025-09-16 16:09:55.638357+00:00,openai,gpt-3.5-turbo,0,4478,247,ctr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7f2cb39c-3911-4d92-8758-c4a429b7ff03,2025-09-16 16:10:00.942247+00:00,openai,gpt-3.5-turbo,0,4478,263,ctr,1,1,1,3,1,1,1,1,2,1,1,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1
2e6e5eb3-765d-428b-aaa8-e086f8cc85e5,2025-09-16 16:15:06.850086+00:00,openai,gpt-3.5-turbo,0,4499,260,dis,3,5,6,6,5,9,2,4,7,12,1,9,4,1,9,5,8,7,12,8,10,5,2,12,3,1,4,1,2,6,5,3,12,7,10,3,6,7,4,8,2,8
07ca09af-1374-4161-a780-51c429a9cbfa,2025-09-16 16:15:12.616631+00:00,openai,gpt-3.5-turbo,0,4499,262,dis,2,1,2,2,1,1,1,2,2,12,2,3,2,1,3,2,3,3,3,1,1,1,1,3,1,1,1,1,2,3,1,1,3,2,3,1,2,1,1,2,1,2
e5e61de5-a197-4988-a1a4-6ae0288a7318,2025-09-16 16:15:18.313723+00:00,openai,gpt-3.5-turbo,0,4499,244,dis,1,6,6,6,6,1,1,1,1,12,1,12,6,1,12,6,6,6,12,1,12,6,1,12,1,1,1,1,1,6,12,1,12,1,6,1,6,6,6,12,1,1
5be23734-0b34-4b3f-81a0-3d25fbae7107,2025-09-16 16:15:24.513601+00:00,openai,gpt-3.5-turbo,0,4499,243,dis,2,2,2,3,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,3,1,1,1,3,2,1,2,3,1,2,1,2
3f5c676d-1302-469f-b075-04cebced6603,2025-09-16 16:15:29.661582+00:00,openai,gpt-3.5-turbo,0,4499,263,dis,6,6,7,8,4,5,1,4,6,12,1,9,5,1,9,7,8,8,11,4,7,4,2,10,2,2,3,2,4,9,8,5,11,7,8,3,9,6,5,10,3,7
8eb02980-f56e-4bb9-bf1a-d9afb3d819ac,2025-09-16 16:20:53.352870+00:00,openai,gpt-3.5-turbo,0,4481,246,eld,2,2,2,2,1,4,1,2,3,1,1,3,1,1,4,2,3,4,1,2,3,1,1,2,1,1,2,1,1,2,2,1,3,2,3,2,3,2,1,4,1,3
493c90c2-60f0-42f7-951d-b92fb31db82a,2025-09-16 16:20:58.892330+00:00,openai,gpt-3.5-turbo,0,4481,263,eld,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1
bcb9b149-d90a-4749-a3d2-72a2760877b4,2025-09-16 16:21:05.653487+00:00,openai,gpt-3.5-turbo,0,4481,246,eld,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
04f4d8b3-e2fd-4eb5-a794-b9b9f3b48799,2025-09-16 16:21:12.062565+00:00,openai,gpt-3.5-turbo,0,4481,251,eld,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
5be89bf4-bce4-4097-919b-f13bd3cee556,2025-09-16 16:21:17.232106+00:00,openai,gpt-3.5-turbo,0,4481,250,eld,2,2,2,3,1,1,1,1,2,1,1,4,2,1,3,2,2,3,1,1,4,1,2,1,1,1,2,1,2,3,2,2,1,3,2,1,4,5,2,4,1,3
