cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,C1. Reducing greenhouse gases should not mean prices have to go up.,"C2. Can we be confident, that if we store CO2 the storage facility is going to hold it forever? That's really the issue. And I don't think anybody can answer that question.",C3. Our present energy system is so cheap precisely because it is unsustainable.,C4. Many big ticket solutions to energy problems that we don't understand are just too risky.,C5. Combining technologies in the energy sector is a much more promising and more productive approach than relying on a single approach. ,C6. Energy technologies such as nuclear power and geosequestration are too risky. It's better to improve the technologies that we already have.,C7. Governments must fund new infrastructure investment in the face of uncertainty in the economics of energy technologies.,"C8. Energy technologies are pretty complex, so I leave it to the experts. ","C9. Wind power has its downsides — it is highly visible and can kill birds. The fact is though, that any man-made structure can kill birds.	",C10. Coal gasification is needed to produce hydrogen on the scale required for a possible transition to a hydrogen-based economy.,C11. Australia should  turn more attention to biomass energy sources because it is CO2 neutral (the carbon dioxide used by the growing plants is released when they are burned).,C12. Any tax to reduce greenhouse gas emissions will have a detrimental economic effect on the nation.,C13. There is no need make expensive investments in technological changes within the energy sector.,"C14. If the cost of greenhouse gas emissions is factored in, the cost of renewables compared to coal isn't so big.",C15. Reducing our reliance on oil would be good for the economy and the environment.,"C16. Solar power is pointless because it can't guarantee constant supply, for obvious reasons: the sun doesn't always shine.","C17. Nuclear has a few dangers, but they're trivial compared with the dangers of emitting greenhouse gases and letting global warming happen.",C18. Fuzzy-headed thinking about alternative energy sources seems not to appreciate the need for certainty of supply and excess capacity to keep economies growing.,C19. Nuclear power is a more proven technology than it was 30 years ago. In reality atomic power generation can be a very safe system if designed and operated correctly.,"C20. It is very hard to trust all these so-called experts arguing for one energy technology or another, especially when they, or their bosses, are just in it to make money.",C21. Rather than look at costly renewable energy a more fair-dinkum strategy would be to encourage technology that captures greenhouse emissions like carbon dioxide.,"C22.  If Australia mines uranium, the country should be able to generate power from it.","C23. Local energy solutions such as windfarms are good for jobs, local economies and tourism.",C24. Energy is going to get costly so we had better start investing in alternatives.,"C25. Australia doesn't support alternative energy opportunities. Industry comes along and says, 'Have I got something for you' (such as carbon sequestration, or a new power station) and they get government subsidies to do it.","C26. I'm not pro-nuclear, I'm not pro-coal, I'm not pro-wind, I'm not pro any kind of generation. I'm pro-energy conservation through changes to our behavioural and design practices.","C27. Environmental, reliability and cost issues will limit the adoption of large-scale  of certain renewable technologies. ",C28. Australia spends too much on research and development in energy technologies.,C29. Nuclear is the inevitable replacement for old hydrocarbon technology. It is cost-competitive with coal and will cogenerate potable water and hydrogen also at societally acceptable costs.,"C30. You could have a wind farm across all of the outback that would kill every kookaburra, but it wouldn't provide the baseload power we need.",C31. Climate change considerations have no role in the development of national and global energy policies.,C32. Prices of alternative energy will fall as technology improves.,C33. The limited strategic and technical insight that is so entrenched in Australia is limiting the development of innovative energy technologies.,"C34. Any return on geosequestration is 15 to 20 years off, whereas the proven technology of renewable energy offers immediate gains.","C35. The petroleum age is far from over, we will still be able to keep finding more oil.","C36. The urgency of addressing greenhouse emissions cannot stay on back burner for too much longer. So we need to find a solution quickly, such as CO2 capture and storage.",C37. We need coal because it is a cheap and reliable energy source.,C38. Geothermal or hot rock technology will provide a reliable and unlimited and cheap energy source.,C39. I don't want the implementation of new energy technologies to disrupt my way of life.,C40. Natural gas is the bridging fuel between the oil economy and the hydrogen economy.,C41. Renewable sources do not have the potential to meet our future energy needs as they stand.,"C42. Renewables are part of the long-term solution, but for the foreseeable future, they just can't do the job.","C43. Apart from coal, natural gas is the only other potentially reliable source of power for the state.",C44. Using biomass from crops has significant expansion potential and would be good for the rural industry.,C45. Coal-powered energy needs to be minimised because of its high greenhouse gas emissions.
73b6c2ef-e8cf-4971-9cbb-87f722a65f1c,2025-09-16 13:43:00.680710+00:00,openai,gpt-3.5-turbo,0,4677,282,eco,2,4,9,3,7,3,7,4,5,6,6,1,1,7,9,2,8,2,8,1,3,5,9,8,1,11,6,2,8,4,1,8,8,9,1,9,1,7,2,5,3,3,1,7,9
1d636513-52d6-4d55-9a60-36f8e458093d,2025-09-16 13:43:06.906293+00:00,openai,gpt-3.5-turbo,0,4677,281,eco,1,11,1,11,11,1,10,1,5,8,10,1,1,11,11,1,11,1,10,11,1,7,9,11,1,11,9,1,10,1,1,10,11,11,1,11,1,9,1,7,1,6,5,9,11
8851bc60-5f43-46c1-8ecc-718f646d42f6,2025-09-16 13:43:12.606064+00:00,openai,gpt-3.5-turbo,0,4677,283,eco,1,9,1,1,10,1,10,1,1,6,10,1,1,9,10,1,10,1,10,1,1,4,10,9,1,10,8,1,10,1,1,10,2,9,1,9,1,7,1,4,1,7,1,8,10
2362f2a8-6f8c-48da-b8b6-e49d36e93673,2025-09-16 13:43:21.017424+00:00,openai,gpt-3.5-turbo,0,4677,282,eco,1,1,11,1,11,1,11,1,1,2,11,1,1,11,11,1,11,2,11,1,1,5,11,11,1,11,11,1,1,1,1,11,11,11,1,11,1,11,1,5,11,11,1,9,11
a9b662e4-8e30-43b7-90e9-096d8584207f,2025-09-16 13:48:03.751727+00:00,openai,gpt-3.5-turbo,0,4674,278,fas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d860dbc3-748a-4a6b-aa1b-7b000987742d,2025-09-16 13:48:11.103576+00:00,openai,gpt-3.5-turbo,0,4674,284,fas,1,11,11,1,11,11,11,1,1,11,1,11,11,1,1,11,11,1,11,1,1,11,11,11,11,1,11,11,11,11,1,1,11,1,1,11,11,11,11,11,11,1,11,11,11
0ccfaf8c-a406-481f-91eb-1b2a5fa8ea06,2025-09-16 13:48:17.544522+00:00,openai,gpt-3.5-turbo,0,4674,280,fas,11,11,11,11,1,11,11,1,1,11,1,11,1,11,11,1,11,11,11,11,11,11,1,11,11,1,11,11,11,11,1,1,11,1,11,11,11,1,1,11,11,11,11,1,11
b5fa6974-4a05-4cc1-ae3e-85295383a356,2025-09-16 13:48:23.337172+00:00,openai,gpt-3.5-turbo,0,4674,283,fas,11,11,1,11,1,1,11,1,1,1,1,11,11,11,11,1,1,11,1,11,11,1,1,11,11,11,1,11,1,1,1,1,1,1,11,1,11,1,11,1,1,1,1,1,11
60e12b6a-b7c9-4b2a-a305-43a3e284d94e,2025-09-16 13:48:28.236507+00:00,openai,gpt-3.5-turbo,0,4674,283,fas,1,11,11,1,11,1,11,1,11,11,11,1,1,11,11,11,11,11,11,1,1,11,11,11,1,1,11,11,11,11,1,1,1,1,11,11,11,1,1,11,1,1,11,11,11
fc9f8ccb-69e9-4b6a-95c5-5310244fcc56,2025-09-16 13:53:18.526558+00:00,openai,gpt-3.5-turbo,0,4671,282,fem,11,11,11,1,11,11,11,1,6,1,11,1,1,11,11,1,11,1,1,11,11,1,9,11,11,11,11,1,1,11,1,11,11,11,1,11,1,11,11,1,1,11,1,9,11
d6d0a710-a154-4c18-ac37-edb3c70ac0d1,2025-09-16 13:53:23.991766+00:00,openai,gpt-3.5-turbo,0,4671,279,fem,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
f6fc675f-060b-4622-ab2e-e383e183bed3,2025-09-16 13:53:32.209034+00:00,openai,gpt-3.5-turbo,0,4671,281,fem,11,1,1,11,11,1,11,1,1,1,11,1,1,11,11,1,11,1,11,11,1,1,11,11,1,11,11,1,1,1,11,11,11,11,1,11,1,11,1,1,1,1,1,11,11
cdc7bb72-bf62-482f-a74e-3b0169317ccb,2025-09-16 13:53:38.095754+00:00,openai,gpt-3.5-turbo,0,4671,280,fem,1,11,1,1,11,1,11,11,11,1,11,1,1,11,11,1,11,11,11,11,1,11,11,11,11,11,11,1,1,11,1,11,1,11,1,11,1,11,1,1,1,11,1,11,11
93a9ec3f-147f-4293-bcbc-f49bd9f68a14,2025-09-16 13:53:45.055044+00:00,openai,gpt-3.5-turbo,0,4671,283,fem,11,11,11,11,11,1,11,1,1,1,11,1,1,11,11,1,11,1,11,11,1,1,11,11,11,11,11,1,1,1,1,11,11,11,1,11,1,11,1,1,11,11,1,11,11
d66bdeb4-fd39-4ed6-a43c-e9369b1955b6,2025-09-16 13:58:52.197036+00:00,openai,gpt-3.5-turbo,0,4686,284,fun,1,1,1,1,11,1,1,1,1,1,1,1,1,11,11,1,11,1,1,1,1,1,11,11,1,11,1,1,11,1,1,11,1,1,1,11,1,1,1,1,1,1,1,1,11
6da06559-a376-4ead-8550-9053f1deaf64,2025-09-16 13:58:57.220261+00:00,openai,gpt-3.5-turbo,0,4686,287,fun,1,11,11,1,11,1,1,1,1,1,1,1,1,11,11,1,11,1,11,1,1,11,1,11,1,1,1,1,11,1,1,1,1,1,1,11,11,11,1,1,11,1,1,1,11
fdab1736-50bd-451b-af07-6d7b8d1071ab,2025-09-16 13:59:08.122855+00:00,openai,gpt-3.5-turbo,0,4686,286,fun,1,1,1,1,1,1,1,1,1,1,11,11,11,1,11,1,1,1,11,1,11,11,1,11,1,1,1,1,11,1,1,1,1,1,11,1,11,1,1,1,1,1,11,11,1
e15fed86-cbf6-4e29-9196-4cee68b11ba6,2025-09-16 13:59:15.322161+00:00,openai,gpt-3.5-turbo,0,4686,281,fun,1,1,1,1,11,1,1,1,1,1,11,1,1,11,11,1,11,1,11,1,1,11,11,11,1,11,1,1,11,1,1,11,1,11,1,11,1,1,1,1,1,1,1,11,11
72550ade-f029-4de9-97a1-1b03cdd1af17,2025-09-16 14:04:04.245053+00:00,openai,gpt-3.5-turbo,0,4680,279,lib,1,2,1,2,9,1,2,1,5,2,7,1,1,1,8,3,10,2,6,2,2,3,8,7,2,11,4,1,10,2,1,8,2,8,1,9,1,5,1,4,3,4,3,7,2
d381cb5c-44d4-4fc8-827b-a6e28ef77ad8,2025-09-16 14:04:11.873037+00:00,openai,gpt-3.5-turbo,0,4680,282,lib,2,4,5,3,8,3,1,4,4,3,3,1,1,6,8,2,7,2,7,1,3,7,7,6,1,5,4,2,7,5,1,9,3,6,3,8,1,7,2,4,5,5,1,7,6
42a926dd-cf2f-409c-8dc5-400ab416cd89,2025-09-16 14:04:26.542613+00:00,openai,gpt-3.5-turbo,0,4680,285,lib,1,1,1,1,8,1,1,1,1,2,8,1,1,1,8,1,2,1,2,1,1,1,8,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,8,1
2c1f6648-39e8-4b52-8edd-f987ece6174e,2025-09-16 14:04:34.183142+00:00,openai,gpt-3.5-turbo,0,4680,282,lib,2,3,1,2,6,2,2,3,4,4,7,1,1,5,8,1,6,3,5,1,2,6,7,8,1,9,4,1,2,2,1,7,4,10,1,3,2,3,1,5,3,4,3,8,4
79fac305-7186-4f15-8d09-decded731023,2025-09-16 14:25:58.819249+00:00,openai,gpt-3.5-turbo,0,4686,280,fun,1,1,1,1,11,1,1,1,1,1,1,1,1,1,11,1,11,1,1,1,1,1,1,11,1,11,1,1,11,1,1,11,1,1,1,11,1,1,1,1,1,1,1,1,11
0e1be8e6-3d8c-4588-b536-89331ccaa2db,2025-09-16 14:26:05.756003+00:00,openai,gpt-3.5-turbo,0,4686,284,fun,1,11,11,11,11,1,11,1,1,1,1,1,1,11,11,11,11,1,11,1,1,11,1,11,1,1,11,1,11,11,1,1,11,1,1,11,11,1,1,1,1,1,11,1,11
02163a9f-af22-45aa-802c-511b662eed87,2025-09-16 14:26:20.486878+00:00,openai,gpt-3.5-turbo,0,4686,292,fun,1,1,1,1,1,1,1,1,1,1,11,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11
b6597656-c316-425c-942d-607934b155bc,2025-09-16 14:26:26.972712+00:00,openai,gpt-3.5-turbo,0,4686,285,fun,1,1,11,1,11,1,1,1,1,1,11,1,1,11,11,1,11,1,11,1,1,11,11,11,1,11,1,1,11,1,1,11,1,11,1,11,1,1,1,1,1,1,1,11,11
1ddb8b1e-bab8-4521-81af-4d68aa79f578,2025-09-16 14:26:48.087303+00:00,openai,gpt-3.5-turbo,0,4680,282,lib,1,1,1,1,11,1,1,1,5,1,9,1,1,1,9,1,11,1,7,1,1,1,9,8,1,11,1,1,1,1,1,11,1,11,1,1,1,1,1,1,1,1,1,9,1
fc33c674-a12d-46f7-90e3-3cd50b19de0b,2025-09-16 14:26:54.256665+00:00,openai,gpt-3.5-turbo,0,4680,282,lib,2,4,6,3,8,3,1,4,4,3,3,1,1,6,8,2,8,2,8,1,3,7,7,6,1,5,5,2,8,5,1,9,3,6,3,7,1,8,2,4,5,5,1,7,7
ed8525ed-80b3-402b-9d41-96a4f0398afc,2025-09-16 14:27:00.702193+00:00,openai,gpt-3.5-turbo,0,4680,281,lib,1,3,1,2,8,2,4,1,2,3,8,1,1,8,9,2,10,1,10,1,1,7,7,1,2,1,3,1,2,1,1,8,1,2,1,3,1,6,1,5,1,4,2,9,9
825aaac0-3923-49f8-9370-eb99a0e6a8c8,2025-09-16 14:27:07.202163+00:00,openai,gpt-3.5-turbo,0,4680,283,lib,1,1,1,1,9,2,1,1,1,2,7,1,1,2,8,1,2,1,2,1,1,2,9,2,1,1,1,1,2,1,1,2,2,3,1,2,1,2,1,2,2,2,2,6,9
e6888231-1fd8-4bce-a5bf-ab24417bf119,2025-09-16 14:27:13.082231+00:00,openai,gpt-3.5-turbo,0,4680,282,lib,1,3,1,2,6,2,2,3,4,4,7,1,1,4,8,1,5,3,5,1,2,6,6,8,1,8,4,1,2,2,1,9,4,10,1,3,2,3,1,5,3,4,3,7,2
926845b9-5da2-47f3-a3e9-eddb701ac2e4,2025-09-16 14:33:34.995047+00:00,openai,gpt-3.5-turbo,0,4680,282,nat,1,1,8,2,10,1,1,1,5,3,6,1,1,2,8,1,10,2,8,1,2,5,9,7,1,11,4,1,10,3,1,9,1,7,3,9,2,5,1,6,2,3,4,6,9
86b47145-c70e-499a-8ecc-f59e015bef3e,2025-09-16 14:33:42.482607+00:00,openai,gpt-3.5-turbo,0,4680,282,nat,2,3,9,2,7,2,2,5,4,4,3,1,1,6,9,1,8,2,8,1,3,8,8,8,1,3,4,2,9,5,1,6,5,6,1,7,1,7,2,4,5,4,2,6,9
769c8440-bf67-4f6d-a6eb-83e14d232138,2025-09-16 14:33:50.103242+00:00,openai,gpt-3.5-turbo,0,4680,279,nat,6,2,1,8,5,9,6,6,3,3,7,1,1,5,5,1,10,2,9,1,2,7,3,6,4,4,5,3,10,7,10,7,4,8,10,9,2,8,2,3,8,4,9,8,10
af7e732e-b6a0-49af-9e0d-c6c11a815f19,2025-09-16 14:33:56.003326+00:00,openai,gpt-3.5-turbo,0,4680,282,nat,1,1,1,1,11,1,1,1,1,1,11,1,1,1,11,1,1,1,1,1,1,11,11,11,1,1,1,1,1,1,1,11,2,1,11,1,11,1,1,1,1,1,1,11,1
79d57a1f-cc9b-42fd-b70b-2c4d8c264bda,2025-09-16 14:34:03.060447+00:00,openai,gpt-3.5-turbo,0,4680,329,nat,1,2,1,2,7,2,3,5,4,5,8,1,1,7,9,1,11,3,11,1,3,11,8,9,1,11,4,1,11,2,1,10,2,9,3,8,2,4,1,6,3,4,4,8,9
cf470ad9-bf21-4fdc-9960-8a81d215414f,2025-09-16 14:39:22.574382+00:00,openai,gpt-3.5-turbo,0,4683,280,pop,11,11,11,11,11,1,11,1,11,1,11,1,1,11,11,1,11,11,1,11,11,1,11,11,11,11,11,11,11,11,1,11,11,11,1,11,1,11,11,1,1,1,1,11,11
09f07f09-8deb-4aed-84a3-58a18839fbee,2025-09-16 14:39:29.629916+00:00,openai,gpt-3.5-turbo,0,4683,283,pop,1,11,11,1,11,1,11,1,1,11,1,1,1,11,11,1,11,1,11,1,1,11,11,11,1,11,1,1,11,11,1,11,11,11,1,11,1,11,1,11,1,1,1,11,11
4888626a-4327-4a5b-835d-c6a50e38893f,2025-09-16 14:39:35.136557+00:00,openai,gpt-3.5-turbo,0,4683,282,pop,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11
796127be-b744-4668-ac58-2fd9eb9ae8d9,2025-09-16 14:39:41.529341+00:00,openai,gpt-3.5-turbo,0,4683,295,pop,1,11,1,1,11,11,11,1,1,1,11,1,1,11,11,1,11,11,11,11,11,11,11,11,11,11,1,11,11,1,1,11,1,11,1,11,1,11,1,1,1,1,1,11,11
82e9d32c-b0d3-4e92-834d-d45b8e89518d,2025-09-16 14:39:47.000592+00:00,openai,gpt-3.5-turbo,0,4683,279,pop,11,1,11,11,11,1,11,1,1,1,11,1,1,11,11,1,11,1,11,11,1,11,11,11,11,11,1,1,11,1,1,11,11,11,1,11,1,11,1,1,1,1,1,11,11
a4489eed-8524-4e02-8a68-b09f83c35885,2025-09-16 14:45:11.956063+00:00,openai,gpt-3.5-turbo,0,4674,284,soc,11,11,11,1,11,11,11,11,6,1,11,1,1,11,11,1,11,1,1,11,11,1,9,11,11,11,11,1,11,11,1,11,11,11,1,11,1,11,11,1,1,1,1,9,11
02b80bbc-b3b3-4136-abda-c5b8bc4b8c84,2025-09-16 14:45:19.509994+00:00,openai,gpt-3.5-turbo,0,4674,284,soc,1,1,11,1,11,1,11,1,1,1,1,1,1,11,11,1,11,1,11,1,1,1,11,11,1,11,11,1,11,1,11,11,11,11,1,11,1,11,1,1,1,1,1,11,11
1e5bb7a6-c8e6-4613-a9e5-931e43bac0f5,2025-09-16 14:45:27.195508+00:00,openai,gpt-3.5-turbo,0,4674,280,soc,11,11,11,11,11,11,11,1,1,1,11,1,1,11,11,1,11,1,11,11,1,11,11,11,1,11,11,1,11,1,11,11,11,11,1,11,1,11,1,1,1,1,1,11,11
9d28dcc9-e4eb-496e-b083-0af752e30399,2025-09-16 14:45:34.272281+00:00,openai,gpt-3.5-turbo,0,4674,282,soc,1,11,1,1,11,1,11,11,11,1,11,1,1,11,11,1,11,11,11,11,1,11,11,11,1,11,11,1,11,11,1,11,1,11,1,11,1,11,1,1,1,1,1,11,11
23014448-400b-40d5-8b4b-ad31099c6121,2025-09-16 14:45:40.431700+00:00,openai,gpt-3.5-turbo,0,4674,283,soc,11,11,11,11,11,1,11,1,1,1,11,1,1,11,11,1,11,1,11,11,1,1,11,11,11,11,11,1,1,1,1,11,11,11,1,11,1,11,1,1,11,11,1,11,11
9afd19e9-c683-41d2-ab4a-ccd12d3e4ebc,2025-09-16 15:54:22.728708+00:00,openai,gpt-3.5-turbo,0,4710,329,coa,11,11,11,11,11,11,11,11,1,1,11,1,1,11,11,1,11,11,1,11,11,1,11,11,11,11,11,1,11,1,1,11,11,11,1,11,1,11,11,1,1,1,1,11,11
6339f6a6-6a95-4872-b1ee-30eda9193182,2025-09-16 15:54:32.382411+00:00,openai,gpt-3.5-turbo,0,4710,284,coa,1,1,10,2,5,2,9,4,3,3,3,1,1,4,7,1,8,2,7,1,3,2,8,8,1,11,6,1,8,2,1,6,9,9,1,10,1,4,2,3,2,1,1,5,9
bb68bced-7441-41f3-87dd-90375e3aa2b0,2025-09-16 15:54:39.935321+00:00,openai,gpt-3.5-turbo,0,4710,281,coa,1,10,1,1,11,1,11,1,3,5,9,1,1,11,10,1,10,1,8,1,1,4,9,11,1,11,6,1,1,1,1,8,1,4,1,11,1,8,2,6,1,4,5,9,11
ca411d5d-cdac-4095-a8bc-5056c24bbe44,2025-09-16 15:54:46.414138+00:00,openai,gpt-3.5-turbo,0,4710,282,coa,1,11,1,1,11,1,11,1,1,5,8,1,1,11,10,1,11,1,11,1,1,1,11,11,1,11,1,1,1,1,1,11,2,9,1,11,1,3,1,1,1,1,1,7,10
68cefb4c-c289-4044-a74f-2adc2a1b3fda,2025-09-16 15:54:51.881714+00:00,openai,gpt-3.5-turbo,0,4710,283,coa,1,11,11,1,11,1,11,1,1,1,11,1,1,11,11,1,11,2,1,1,1,1,11,11,11,11,11,1,1,1,1,11,11,11,1,11,1,11,1,3,11,11,1,8,11
6560e338-9518-4de3-bee8-8fca1e420dde,2025-09-16 16:08:57.491532+00:00,openai,gpt-3.5-turbo,0,4698,288,ctr,1,11,11,1,11,1,11,1,1,1,11,1,1,11,11,1,11,1,1,1,1,1,11,11,11,11,11,1,11,1,1,11,11,11,1,11,1,11,1,1,1,1,1,11,11
