cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,P1. Management that favors aggressive reduction of hazardous fuels,P2. Management that favors thinning treatments to realize economic gain.,"P3. Management that favors treatments to restore structure, function and composition of the forest to presettlement conditions, and allowing the introduction of fire as a natural disturbance.",P4. No fire or fuels management. Leaving the forests as they stand without active management.,P5. Management that favors local-based harvesting for fuel and timber needs.,P6. Management that favors the protection of wildlife and wildlife habitat.,"P7. Management that prioritizes the location and level of treatments favoring both ecological and social values (i.e. wildlife, watersheds, community protection, special cultural places)."
f41ae618-d96f-4bd4-b747-719e4a7576f6,2025-09-17 13:15:33.534601+00:00,cohere,command-r-08-2024,0,5487.0,338.0,eco,7,5,1,2,6,3,4
1cdd8dd0-cb05-4969-998f-948bbf035b9c,2025-09-17 13:15:39.172898+00:00,cohere,command-r-08-2024,0,5492.0,340.0,eco,3,7,1,2,6,4,5
c48df4d7-f85d-4424-a8e7-dcec455f1559,2025-09-17 13:15:44.818806+00:00,cohere,command-r-08-2024,0,5486.0,346.0,eco,2,1,3,5,4,6,7
6ff3fc20-ccad-42c4-a074-51b3a17eaf84,2025-09-17 13:15:50.236074+00:00,cohere,command-r-08-2024,0,5488.0,344.0,eco,5,4,1,3,6,2,7
03acdcbc-0b3a-47b6-a9c0-b94170918977,2025-09-17 13:15:55.511445+00:00,cohere,command-r-08-2024,0,5502.0,346.0,eco,5,2,6,1,7,4,3
06828904-2634-47e4-ba7e-d46da27d715e,2025-09-17 13:20:12.037308+00:00,cohere,command-r-08-2024,0,5488.0,339.0,fas,6,7,3,4,5,1,2
047d0a60-0b96-4af5-b921-6c037c7be678,2025-09-17 13:20:17.534031+00:00,cohere,command-r-08-2024,0,5487.0,336.0,fas,2,4,3,7,6,1,5
2dfd78d0-28da-4f7c-8df9-835c804a10c9,2025-09-17 13:20:23.196316+00:00,cohere,command-r-08-2024,0,5497.0,344.0,fas,1,6,3,5,4,7,2
65a68f41-8017-4f18-9ce7-19f45ef6a116,2025-09-17 13:20:28.762891+00:00,cohere,command-r-08-2024,0,5491.0,340.0,fas,5,7,1,3,2,6,4
44a1bb43-663b-429f-8a83-a6e00d456163,2025-09-17 13:20:35.011287+00:00,cohere,command-r-08-2024,0,5487.0,342.0,fas,4,1,7,5,6,2,3
85f752b8-a3e2-4aac-bbbc-835e466454f0,2025-09-17 13:25:48.744156+00:00,cohere,command-r-08-2024,0,5474.0,338.0,fem,6,7,5,2,1,3,4
5ce52ad3-3016-4f63-9b0a-67795c7ee07b,2025-09-17 13:25:54.364227+00:00,cohere,command-r-08-2024,0,5489.0,354.0,fem,3,7,1,2,5,4,6
9dfdc979-9c6f-4ea4-8323-b0277575f25e,2025-09-17 13:26:00.423571+00:00,cohere,command-r-08-2024,0,5447.0,332.0,fem,2,7,3,5,4,6,1
24acdafe-d67b-4af1-9596-e707475cb2a3,2025-09-17 13:26:06.225158+00:00,cohere,command-r-08-2024,0,5483.0,343.0,fem,5,4,1,3,6,2,7
ed306510-4029-4ea6-b6dc-20ba4a0abedd,2025-09-17 13:26:11.919041+00:00,cohere,command-r-08-2024,0,5487.0,345.0,fem,7,2,6,1,5,4,3
1e7e9e8d-32a8-48cf-8fd2-d62ea20b6b4c,2025-09-17 13:30:31.940941+00:00,cohere,command-r-08-2024,0,5511.0,344.0,fun,6,7,5,2,1,3,4
4567188d-c981-4d27-8680-251b295858fd,2025-09-17 13:30:37.921686+00:00,cohere,command-r-08-2024,0,5514.0,352.0,fun,3,7,1,2,6,4,5
5d5860bc-0ca5-4b7a-b029-9e893de89606,2025-09-17 13:30:43.865676+00:00,cohere,command-r-08-2024,0,5510.0,345.0,fun,2,7,3,1,4,6,5
77d77e0b-94b4-4246-b92a-33e338931756,2025-09-17 13:30:49.404840+00:00,cohere,command-r-08-2024,0,5520.0,356.0,fun,5,6,1,3,2,4,7
03fb2c29-0128-4c88-88d4-bc1c6b96d18f,2025-09-17 13:30:55.198165+00:00,cohere,command-r-08-2024,0,5520.0,360.0,fun,6,1,2,5,3,7,4
0f7ac02e-3d5d-4966-b66a-d2c5cbe492a1,2025-09-17 13:35:19.919040+00:00,cohere,command-r-08-2024,0,5512.0,349.0,lib,6,1,5,2,7,3,4
0c388393-943c-4d22-ae1a-643ee10249d2,2025-09-17 13:35:25.397616+00:00,cohere,command-r-08-2024,0,5511.0,348.0,lib,3,7,1,2,6,4,5
68e24bdb-0e78-45f9-a24f-679a63ca6726,2025-09-17 13:35:30.971984+00:00,cohere,command-r-08-2024,0,5507.0,354.0,lib,2,7,3,1,4,6,5
a98a3a9a-205f-4a67-b425-212ac5d97a32,2025-09-17 13:35:36.900386+00:00,cohere,command-r-08-2024,0,5513.0,352.0,lib,5,6,1,3,2,4,7
fe5d2115-25a3-4eda-bc1b-5a2321dc8547,2025-09-17 13:35:42.531829+00:00,cohere,command-r-08-2024,0,5507.0,352.0,lib,3,2,6,1,5,4,7
c59f8229-2a9b-4844-8c1d-1c93cc435120,2025-09-17 13:39:47.514074+00:00,cohere,command-r-08-2024,0,5464.0,337.0,nat,6,7,5,2,1,3,4
682484d1-4993-4d42-badf-ab74c5fe8ced,2025-09-17 13:39:53.313492+00:00,cohere,command-r-08-2024,0,5513.0,356.0,nat,6,7,1,2,5,4,3
1d092edf-b6b1-4e9c-b56a-83b0622e85f7,2025-09-17 13:39:59.560502+00:00,cohere,command-r-08-2024,0,5509.0,356.0,nat,2,5,3,1,4,6,7
5951cfae-a096-480e-af93-db916a599897,2025-09-17 13:40:05.112955+00:00,cohere,command-r-08-2024,0,5513.0,350.0,nat,5,6,1,3,2,4,7
75076f26-a603-46df-8481-0ae66a59a231,2025-09-17 13:40:11.340888+00:00,cohere,command-r-08-2024,0,5517.0,358.0,nat,6,1,2,3,5,7,4
1ad636a1-c4d5-449e-91d7-73f6accd1ea2,2025-09-17 13:45:00.015314+00:00,cohere,command-r-08-2024,0,5493.0,334.0,pop,7,5,1,2,6,3,4
b4693ef0-bbc6-4611-b641-8a284c230a00,2025-09-17 13:45:05.641850+00:00,cohere,command-r-08-2024,0,5508.0,343.0,pop,3,7,1,2,6,4,5
6ced0644-ac1c-4fbb-8ac9-ec9928c03ec8,2025-09-17 13:45:11.162778+00:00,cohere,command-r-08-2024,0,5514.0,356.0,pop,2,1,3,5,4,6,7
0346a1bb-4268-492b-9efd-959ce1bf90cd,2025-09-17 13:45:17.322025+00:00,cohere,command-r-08-2024,0,5512.0,349.0,pop,5,6,1,3,2,4,7
3e26815e-e09b-494c-9c11-11e58d5c4b60,2025-09-17 13:45:23.256806+00:00,cohere,command-r-08-2024,0,5514.0,360.0,pop,6,1,2,5,3,7,4
68a8ee9b-00ef-4747-aa3e-e235c675f4c2,2025-09-17 13:51:09.169612+00:00,cohere,command-r-08-2024,0,5482.0,333.0,soc,6,1,5,2,7,3,4
430a4249-9b63-43a5-8b71-c6b892c1f719,2025-09-17 13:51:14.487325+00:00,cohere,command-r-08-2024,0,5499.0,345.0,soc,3,7,1,2,5,4,6
5403d177-f9a6-41b3-abe4-8007e0d6420e,2025-09-17 13:51:20.136855+00:00,cohere,command-r-08-2024,0,5481.0,337.0,soc,3,1,2,5,7,6,4
86ca3cc9-c32b-4cd1-8cde-5ed9f932a700,2025-09-17 13:51:25.548285+00:00,cohere,command-r-08-2024,0,5491.0,346.0,soc,5,4,1,3,6,2,7
0c630242-ef61-4395-801a-41d2a15cd5a1,2025-09-17 13:51:30.965872+00:00,cohere,command-r-08-2024,0,5493.0,349.0,soc,5,2,6,1,7,4,3
39262630-5f4b-4bab-b0f3-d818b3df4c75,2025-09-17 13:55:30.418604+00:00,cohere,command-r-08-2024,0,5514.0,336.0,coa,6,7,5,2,1,3,4
c3c636c4-6fbd-4aab-a861-0e7c131ae13a,2025-09-17 13:55:35.601768+00:00,cohere,command-r-08-2024,0,5525.0,346.0,coa,3,7,1,2,5,4,6
f354e8dc-c8d5-413d-820e-defdef4d9947,2025-09-17 13:55:41.033738+00:00,cohere,command-r-08-2024,0,5519.0,348.0,coa,2,7,3,1,4,6,5
e7bc7827-326f-4189-b7a6-4b460ce632a2,2025-09-17 13:55:46.271011+00:00,cohere,command-r-08-2024,0,5531.0,344.0,coa,5,6,1,3,2,4,7
34be1926-8d37-4560-9730-8948dac0b0e4,2025-09-17 13:55:52.010070+00:00,cohere,command-r-08-2024,0,5543.0,349.0,coa,3,2,6,1,5,4,7
7cd833a6-b97d-456c-8fe7-8cd64f029c6c,2025-09-17 13:59:53.751397+00:00,cohere,command-r-08-2024,0,5525.0,345.0,ctr,7,5,1,2,6,3,4
f54f35ba-487b-46c3-9205-fecae8d4d542,2025-09-17 13:59:59.480597+00:00,cohere,command-r-08-2024,0,5522.0,359.0,ctr,7,4,5,2,3,1,6
051199ee-c4b5-409b-80df-76471c3433b7,2025-09-17 14:00:05.495639+00:00,cohere,command-r-08-2024,0,5516.0,350.0,ctr,2,7,3,1,4,6,5
8a8617ab-5d19-4d1d-91ae-fd17ca040563,2025-09-17 14:00:11.567401+00:00,cohere,command-r-08-2024,0,5510.0,338.0,ctr,5,4,1,3,6,2,7
da8156d4-9ac2-4cb4-ab2e-fc56f58db23c,2025-09-17 14:00:17.607123+00:00,cohere,command-r-08-2024,0,5546.0,359.0,ctr,1,2,6,5,7,4,3
c5ab288b-57ef-4023-9674-345e62c34ace,2025-09-17 14:04:30.933313+00:00,cohere,command-r-08-2024,0,5513.0,334.0,dis,7,5,1,2,6,3,4
8f080a17-f71e-4c26-80d0-70ce4d76f634,2025-09-17 14:04:36.628105+00:00,cohere,command-r-08-2024,0,5516.0,342.0,dis,5,7,1,2,3,4,6
134c2434-4cdf-4dad-8277-aaf93c807cc6,2025-09-17 14:04:42.414315+00:00,cohere,command-r-08-2024,0,5462.0,318.0,dis,2,1,3,5,4,6,7
62c9d6c3-cbd0-405c-b908-11b3223ce736,2025-09-17 14:04:47.584744+00:00,cohere,command-r-08-2024,0,5534.0,348.0,dis,5,2,1,7,6,4,3
a357ae84-e83c-433f-8db8-2f69a36ab314,2025-09-17 14:04:53.552546+00:00,cohere,command-r-08-2024,0,5546.0,355.0,dis,5,2,6,1,3,4,7
f043260e-0bc2-42fe-9d7e-40d16286f523,2025-09-17 14:09:02.712270+00:00,cohere,command-r-08-2024,0,5515.0,335.0,eld,7,5,1,2,6,3,4
1ee3ca19-ddda-4f5e-92e8-66373a2d9b6d,2025-09-17 14:09:08.556830+00:00,cohere,command-r-08-2024,0,5522.0,343.0,eld,3,7,1,2,6,4,5
987274df-726a-42cb-ac93-c5b65840406c,2025-09-17 14:09:14.258336+00:00,cohere,command-r-08-2024,0,5518.0,350.0,eld,2,7,3,1,4,6,5
dc3a7b63-df50-47e5-92e0-7c304a3e1b1b,2025-09-17 14:09:19.813549+00:00,cohere,command-r-08-2024,0,5528.0,344.0,eld,5,4,1,3,6,2,7
337bda16-9ade-481d-b73f-c1b73f2c83e7,2025-09-17 14:09:25.859567+00:00,cohere,command-r-08-2024,0,5526.0,342.0,eld,5,2,6,1,7,4,3
75aaf61e-0788-4e25-a4ae-c53f90c75cb6,2025-09-17 14:13:38.267256+00:00,cohere,command-r-08-2024,0,5510.0,341.0,far,7,5,1,2,6,3,4
7ab694a5-0682-4a8a-a182-6f2763116365,2025-09-17 14:13:44.007014+00:00,cohere,command-r-08-2024,0,5521.0,348.0,far,3,7,1,2,6,4,5
e24055fa-ed2f-4bd7-af87-d226d1831f05,2025-09-17 14:13:49.782273+00:00,cohere,command-r-08-2024,0,5515.0,335.0,far,2,7,3,1,4,6,5
585d2e4c-7602-40c6-9c78-60c34f16a2cc,2025-09-17 14:13:55.275765+00:00,cohere,command-r-08-2024,0,5519.0,344.0,far,5,4,1,3,6,2,7
66018318-ec55-4563-9966-a54b8020a764,2025-09-17 14:14:00.971303+00:00,cohere,command-r-08-2024,0,5543.0,351.0,far,5,2,6,1,3,4,7
fac3ff69-23e8-4f1a-a9cd-a3850c668d76,2025-09-17 14:18:01.027978+00:00,cohere,command-r-08-2024,0,5509.0,335.0,fis,6,1,5,2,7,3,4
aed09745-6528-47b5-9ce5-ba4e2e40f16a,2025-09-17 14:18:06.652461+00:00,cohere,command-r-08-2024,0,5502.0,336.0,fis,3,7,1,2,5,4,6
983d37ef-e82b-479d-a3a5-7d500003ae70,2025-09-17 14:18:12.400005+00:00,cohere,command-r-08-2024,0,5510.0,347.0,fis,2,1,3,5,4,6,7
5f2cb90c-1d3b-48d8-979f-0af702ce29b5,2025-09-17 14:18:18.276200+00:00,cohere,command-r-08-2024,0,5510.0,339.0,fis,7,2,1,5,6,4,3
80ee252a-e6fb-410e-a977-cc9ca856df54,2025-09-17 14:18:24.002526+00:00,cohere,command-r-08-2024,0,5546.0,358.0,fis,1,2,6,5,7,4,3
ac92294a-a1a8-482b-82a2-8288ed5fb241,2025-09-17 14:22:36.173563+00:00,cohere,command-r-08-2024,0,5528.0,340.0,lan,7,5,1,2,6,3,4
a37919a7-71bb-4f74-8270-70dde91b717e,2025-09-17 14:22:42.114794+00:00,cohere,command-r-08-2024,0,5535.0,346.0,lan,3,7,1,2,6,4,5
ca39cf5a-bdc3-4d46-a8b1-e06e96d269e5,2025-09-17 14:22:47.746441+00:00,cohere,command-r-08-2024,0,5531.0,342.0,lan,2,5,3,1,4,6,7
c1a48f01-ad25-4bb1-83df-67ad53a394af,2025-09-17 14:22:53.487638+00:00,cohere,command-r-08-2024,0,5535.0,343.0,lan,5,6,1,3,2,4,7
07a03191-6857-4ca4-b6eb-ecf168bfcdae,2025-09-17 14:22:59.421464+00:00,cohere,command-r-08-2024,0,5541.0,347.0,lan,6,1,2,3,5,7,4
72f6c9af-b52d-407d-a52f-4f2e7721bfa1,2025-09-17 14:27:06.203533+00:00,cohere,command-r-08-2024,0,5526.0,340.0,par,6,7,5,2,1,3,4
773a8c03-5349-4541-9f36-094398a35b4b,2025-09-17 14:27:12.234855+00:00,cohere,command-r-08-2024,0,5537.0,348.0,par,3,7,1,2,5,4,6
42dd4899-a063-4d19-a6ec-37f639882581,2025-09-17 14:27:18.323425+00:00,cohere,command-r-08-2024,0,5531.0,345.0,par,2,7,3,5,4,6,1
3b12d8d1-92c2-4d55-a0ac-3aacaedfa71f,2025-09-17 14:27:24.202469+00:00,cohere,command-r-08-2024,0,5545.0,349.0,par,5,4,1,3,6,2,7
d97c0f23-fd5d-45f5-81fd-e62686439a9e,2025-09-17 14:27:29.983832+00:00,cohere,command-r-08-2024,0,5555.0,355.0,par,5,2,6,1,3,4,7
7c31dc7d-296a-420f-b9bb-d6d320636d6a,2025-09-17 14:31:47.405686+00:00,cohere,command-r-08-2024,0,5506.0,337.0,sub,7,5,1,2,6,3,4
17e62d0b-b1b2-4862-8c90-59291ee7c52d,2025-09-17 14:31:53.072635+00:00,cohere,command-r-08-2024,0,5519.0,346.0,sub,3,7,1,2,5,4,6
8d5de4f7-1842-4438-849d-ca30fc29aea2,2025-09-17 14:31:58.973913+00:00,cohere,command-r-08-2024,0,5509.0,348.0,sub,2,7,3,1,4,6,5
10ddba65-0623-4a54-8e68-4824492d260e,2025-09-17 14:32:04.374878+00:00,cohere,command-r-08-2024,0,5507.0,335.0,sub,5,4,1,7,6,2,3
57697737-9c5b-4283-a893-b9d660b9e025,2025-09-17 14:32:10.229685+00:00,cohere,command-r-08-2024,0,5525.0,350.0,sub,7,2,6,1,5,4,3
653e0098-e738-400d-8ea7-d6451e5b9550,2025-09-17 14:36:48.082971+00:00,cohere,command-r-08-2024,0,5502.0,328.0,vil,6,7,5,2,1,3,4
0304488e-8ea3-4e89-9c29-e3c129cdf7cc,2025-09-17 14:36:54.090793+00:00,cohere,command-r-08-2024,0,5525.0,347.0,vil,3,7,1,2,6,4,5
a5ac8063-05fe-4765-a98c-70090cbd9acc,2025-09-17 14:36:59.742297+00:00,cohere,command-r-08-2024,0,5531.0,353.0,vil,2,7,3,1,4,6,5
9a412936-91f6-4f38-b4c2-ba85a24906e8,2025-09-17 14:37:05.778056+00:00,cohere,command-r-08-2024,0,5531.0,343.0,vil,5,4,1,3,6,2,7
4a5fda52-ac5f-4918-b124-f4520fa78537,2025-09-17 14:37:11.721682+00:00,cohere,command-r-08-2024,0,5533.0,350.0,vil,5,2,6,1,3,4,7
2f051ed5-9b3e-4c30-a9fe-3ab3df26b547,2025-09-17 14:41:39.980503+00:00,cohere,command-r-08-2024,0,5507.0,327.0,csk,2,4,1,7,3,5,6
95b448a1-6ca9-4b63-9d95-e7dd1552433f,2025-09-17 14:41:45.588351+00:00,cohere,command-r-08-2024,0,5514.0,332.0,csk,2,4,3,7,6,1,5
31385fbc-b391-4217-a7d1-65e0745444ee,2025-09-17 14:41:51.373480+00:00,cohere,command-r-08-2024,0,5522.0,336.0,csk,5,6,7,2,1,4,3
a8d57df9-2dd4-48d2-92a9-d0b716bf1807,2025-09-17 14:41:57.209632+00:00,cohere,command-r-08-2024,0,5510.0,330.0,csk,5,7,2,1,3,6,4
4d890420-88aa-4229-9535-1661755c0f83,2025-09-17 14:42:03.051683+00:00,cohere,command-r-08-2024,0,5522.0,341.0,csk,4,1,7,3,2,6,5
