cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,C1. Reducing greenhouse gases should not mean prices have to go up.,"C2. Can we be confident, that if we store CO2 the storage facility is going to hold it forever? That's really the issue. And I don't think anybody can answer that question.",C3. Our present energy system is so cheap precisely because it is unsustainable.,C4. Many big ticket solutions to energy problems that we don't understand are just too risky.,C5. Combining technologies in the energy sector is a much more promising and more productive approach than relying on a single approach. ,C6. Energy technologies such as nuclear power and geosequestration are too risky. It's better to improve the technologies that we already have.,C7. Governments must fund new infrastructure investment in the face of uncertainty in the economics of energy technologies.,"C8. Energy technologies are pretty complex, so I leave it to the experts. ","C9. Wind power has its downsides — it is highly visible and can kill birds. The fact is though, that any man-made structure can kill birds.	",C10. Coal gasification is needed to produce hydrogen on the scale required for a possible transition to a hydrogen-based economy.,C11. Australia should  turn more attention to biomass energy sources because it is CO2 neutral (the carbon dioxide used by the growing plants is released when they are burned).,C12. Any tax to reduce greenhouse gas emissions will have a detrimental economic effect on the nation.,C13. There is no need make expensive investments in technological changes within the energy sector.,"C14. If the cost of greenhouse gas emissions is factored in, the cost of renewables compared to coal isn't so big.",C15. Reducing our reliance on oil would be good for the economy and the environment.,"C16. Solar power is pointless because it can't guarantee constant supply, for obvious reasons: the sun doesn't always shine.","C17. Nuclear has a few dangers, but they're trivial compared with the dangers of emitting greenhouse gases and letting global warming happen.",C18. Fuzzy-headed thinking about alternative energy sources seems not to appreciate the need for certainty of supply and excess capacity to keep economies growing.,C19. Nuclear power is a more proven technology than it was 30 years ago. In reality atomic power generation can be a very safe system if designed and operated correctly.,"C20. It is very hard to trust all these so-called experts arguing for one energy technology or another, especially when they, or their bosses, are just in it to make money.",C21. Rather than look at costly renewable energy a more fair-dinkum strategy would be to encourage technology that captures greenhouse emissions like carbon dioxide.,"C22.  If Australia mines uranium, the country should be able to generate power from it.","C23. Local energy solutions such as windfarms are good for jobs, local economies and tourism.",C24. Energy is going to get costly so we had better start investing in alternatives.,"C25. Australia doesn't support alternative energy opportunities. Industry comes along and says, 'Have I got something for you' (such as carbon sequestration, or a new power station) and they get government subsidies to do it.","C26. I'm not pro-nuclear, I'm not pro-coal, I'm not pro-wind, I'm not pro any kind of generation. I'm pro-energy conservation through changes to our behavioural and design practices.","C27. Environmental, reliability and cost issues will limit the adoption of large-scale  of certain renewable technologies. ",C28. Australia spends too much on research and development in energy technologies.,C29. Nuclear is the inevitable replacement for old hydrocarbon technology. It is cost-competitive with coal and will cogenerate potable water and hydrogen also at societally acceptable costs.,"C30. You could have a wind farm across all of the outback that would kill every kookaburra, but it wouldn't provide the baseload power we need.",C31. Climate change considerations have no role in the development of national and global energy policies.,C32. Prices of alternative energy will fall as technology improves.,C33. The limited strategic and technical insight that is so entrenched in Australia is limiting the development of innovative energy technologies.,"C34. Any return on geosequestration is 15 to 20 years off, whereas the proven technology of renewable energy offers immediate gains.","C35. The petroleum age is far from over, we will still be able to keep finding more oil.","C36. The urgency of addressing greenhouse emissions cannot stay on back burner for too much longer. So we need to find a solution quickly, such as CO2 capture and storage.",C37. We need coal because it is a cheap and reliable energy source.,C38. Geothermal or hot rock technology will provide a reliable and unlimited and cheap energy source.,C39. I don't want the implementation of new energy technologies to disrupt my way of life.,C40. Natural gas is the bridging fuel between the oil economy and the hydrogen economy.,C41. Renewable sources do not have the potential to meet our future energy needs as they stand.,"C42. Renewables are part of the long-term solution, but for the foreseeable future, they just can't do the job.","C43. Apart from coal, natural gas is the only other potentially reliable source of power for the state.",C44. Using biomass from crops has significant expansion potential and would be good for the rural industry.,C45. Coal-powered energy needs to be minimised because of its high greenhouse gas emissions.
e87109ae-c737-465d-84af-733326b427ab,2025-09-09 19:04:52.816202+00:00,openai,gpt-4o-mini,0,4610,284,eco,1,6,11,10,11,3,11,6,7,5,9,1,1,10,11,1,10,2,9,4,5,7,10,11,3,11,9,2,8,2,1,11,10,10,2,11,6,9,2,8,3,4,6,8,11
683c7be9-78c1-4d3e-871c-4b5d4d7085dc,2025-09-09 19:05:00.486147+00:00,openai,gpt-4o-mini,0,4610,282,eco,1,9,11,3,11,10,11,4,6,5,10,2,1,10,11,1,10,8,10,8,6,10,11,11,3,11,9,2,7,2,1,11,8,11,1,11,2,9,1,6,2,9,5,9,11
1baf2164-f784-46aa-8c21-2bae08a31608,2025-09-09 19:05:08.990716+00:00,openai,gpt-4o-mini,0,4610,283,eco,2,10,11,10,11,11,11,1,5,3,10,1,1,11,11,1,6,3,6,9,2,4,11,11,3,11,8,2,2,2,1,11,10,11,2,11,1,9,1,5,2,3,2,9,11
ec9b4a1d-fdfa-4bfd-9064-bd36583f9bbb,2025-09-09 19:11:13.897961+00:00,openai,gpt-4o-mini,0,4613,290,fas,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,11,1,11,1,1,11,1,1,1,1,11,1,11,1,11,1,1,1,11,1,11,1,1,1,11,1,11,1,1
f06ec197-ee8b-4607-89b8-186ce83f802f,2025-09-09 19:11:20.315048+00:00,openai,gpt-4o-mini,0,4613,285,fas,2,4,1,2,7,2,11,2,6,9,4,11,1,2,3,11,11,11,11,10,9,11,1,9,2,1,10,3,11,11,11,6,2,3,11,10,11,5,5,10,11,8,10,8,10
3a11768e-4972-4286-861e-be2973645879,2025-09-09 19:11:27.056596+00:00,openai,gpt-4o-mini,0,4613,289,fas,1,2,1,10,3,4,8,2,3,7,5,11,1,6,6,1,9,8,10,2,7,11,4,6,4,1,9,1,10,1,11,6,2,3,10,7,11,5,2,8,11,2,9,5,1
52cb202a-086f-4871-a54b-d7d9f5d2caec,2025-09-09 19:11:35.635751+00:00,openai,gpt-4o-mini,0,4613,285,fas,1,3,1,3,6,9,6,2,5,8,6,11,1,4,10,1,8,11,9,1,6,11,3,7,2,1,10,2,9,10,11,4,3,1,10,2,11,7,4,9,2,8,10,5,2
c16dade6-46e1-42ae-a9c3-3a18b6a0c3b4,2025-09-09 19:11:42.535032+00:00,openai,gpt-4o-mini,0,4613,285,fas,1,1,1,11,1,11,1,1,11,11,11,11,1,1,1,11,11,11,11,1,11,11,1,1,1,1,11,1,11,11,11,1,11,11,11,1,11,1,1,11,11,11,11,11,1
454ee235-2aa7-4b41-b9c4-882dc128c81f,2025-09-09 19:18:11.834275+00:00,openai,gpt-4o-mini,0,4604,282,fem,1,11,11,3,11,3,11,1,3,1,11,1,1,11,11,1,11,1,3,11,1,1,11,11,1,1,3,1,1,1,1,11,11,11,1,11,1,11,1,1,2,3,1,11,11
25e20127-bb14-4561-a1e7-94f0c7cc32b2,2025-09-09 19:18:18.645717+00:00,openai,gpt-4o-mini,0,4604,281,fem,11,1,11,1,11,11,11,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,11,11,1,11,1,1,1,1,1,11,11,11,1,11,1,11,1,1,1,1,1,11,11
b11a347a-c9cd-4f62-824d-0618ca0f8d2c,2025-09-09 19:18:24.848485+00:00,openai,gpt-4o-mini,0,4604,283,fem,1,7,11,7,11,6,11,2,5,3,8,1,1,10,11,1,9,2,6,7,3,5,11,11,4,11,6,1,4,2,1,10,9,10,1,11,2,9,2,5,2,4,5,8,11
4b7d912f-a76e-4ccc-8c13-fc833b40de53,2025-09-09 19:18:31.558834+00:00,openai,gpt-4o-mini,0,4604,282,fem,2,5,11,4,10,7,11,4,6,5,10,2,2,10,11,1,8,2,7,9,6,7,11,11,3,11,6,2,3,3,1,11,8,11,1,11,1,9,1,4,2,6,1,9,11
9e169ccc-f604-4641-a3ac-bf08132b9f04,2025-09-09 19:18:38.512818+00:00,openai,gpt-4o-mini,0,4604,281,fem,11,11,11,1,11,1,11,1,1,1,11,1,1,11,11,1,1,1,1,11,1,1,11,11,1,1,1,1,1,1,1,11,11,11,1,11,1,11,1,1,1,1,1,11,11
291c43b9-8405-4ed6-9ab8-d8fdf0336728,2025-09-09 19:25:08.607571+00:00,openai,gpt-4o-mini,0,4619,287,fun,1,10,11,11,2,10,11,1,3,1,5,11,1,1,10,11,10,11,10,10,11,11,2,11,11,1,9,1,10,11,11,1,1,1,9,10,11,1,11,9,1,10,8,8,11
a7ea080b-ad14-4a39-82f0-462612475b05,2025-09-09 19:25:15.828317+00:00,openai,gpt-4o-mini,0,4619,286,fun,1,11,11,11,1,1,1,1,1,11,11,11,1,1,11,11,11,1,11,11,1,11,1,1,1,1,11,1,11,11,1,1,1,1,11,1,11,1,11,11,11,1,11,11,11
d792b191-242b-4473-a827-9308c5153165,2025-09-09 19:25:22.080204+00:00,openai,gpt-4o-mini,0,4619,286,fun,1,1,11,11,1,1,1,1,1,1,1,11,11,1,11,1,11,1,11,1,1,11,1,1,1,1,11,1,11,1,1,1,1,1,11,11,11,1,11,11,1,1,11,1,11
b636cf0d-6052-402f-b077-47db27509a09,2025-09-09 19:25:28.623764+00:00,openai,gpt-4o-mini,0,4619,286,fun,1,1,11,1,1,11,1,1,1,11,11,11,1,1,11,1,11,1,11,1,1,11,1,1,1,1,11,1,11,1,1,1,1,1,11,1,11,1,11,11,11,11,11,1,11
abfda59c-0fb0-493d-bd09-2089104b7ad1,2025-09-09 19:25:35.800644+00:00,openai,gpt-4o-mini,0,4619,285,fun,1,11,1,11,1,11,1,1,1,11,11,11,1,11,11,11,11,11,11,11,11,11,1,11,1,1,11,1,11,11,1,1,1,11,11,1,11,1,1,11,11,11,11,11,11
3efea308-8f0c-46eb-8a3d-33b8b0e4f42c,2025-09-09 19:32:19.130691+00:00,openai,gpt-4o-mini,0,4613,283,lib,5,6,2,5,10,4,5,5,6,5,8,2,2,8,10,3,9,4,7,6,6,8,8,9,3,3,6,2,7,3,1,10,9,7,4,10,2,8,4,7,3,7,6,9,10
293d47d8-7cd7-4c00-ada1-5d92ca63efc5,2025-09-09 19:32:27.140956+00:00,openai,gpt-4o-mini,0,4613,284,lib,6,5,7,5,10,5,2,2,6,7,6,4,2,8,9,3,9,3,10,5,4,8,7,9,3,10,6,3,9,4,2,9,5,8,5,10,4,6,7,7,4,6,6,8,8
7b375809-7e12-4c98-8c5b-2018a435275f,2025-09-09 19:32:35.709686+00:00,openai,gpt-4o-mini,0,4613,285,lib,2,6,10,3,11,4,3,2,5,4,8,1,2,9,11,2,10,4,9,5,7,11,9,9,2,10,6,2,7,3,1,10,8,9,3,11,4,7,5,8,2,6,6,8,10
38c99458-530f-4e43-bfdf-e8ff9e9f82ac,2025-09-09 19:32:43.363703+00:00,openai,gpt-4o-mini,0,4613,286,lib,6,5,9,4,10,6,2,3,6,7,10,3,2,10,11,1,10,5,10,4,8,10,10,11,3,7,5,2,9,4,1,11,8,11,3,11,4,9,5,8,2,7,6,9,10
2f7439f4-da88-4718-a5f3-1615e6b1a77c,2025-09-09 19:32:52.699724+00:00,openai,gpt-4o-mini,0,4613,284,lib,6,7,3,5,11,3,2,2,7,6,9,3,2,9,10,2,8,5,8,6,4,10,10,11,4,3,5,2,9,3,1,10,7,8,5,9,5,8,2,6,4,6,4,9,7
0e43f456-be11-4fe7-933f-d895be8a60d4,2025-09-09 19:39:42.445931+00:00,openai,gpt-4o-mini,0,4616,284,nat,4,5,4,6,10,7,10,4,5,6,9,7,3,7,11,2,10,5,8,5,8,11,10,11,6,3,6,2,9,5,2,8,6,7,9,10,11,7,3,8,2,9,9,10,8
fb27af0b-1689-4124-9ce7-027ff52b498d,2025-09-09 19:39:49.199665+00:00,openai,gpt-4o-mini,0,4616,286,nat,7,6,11,9,10,5,10,3,6,10,10,9,2,8,9,4,11,11,11,10,9,11,10,10,4,3,8,4,11,5,2,7,5,7,8,11,11,6,11,9,5,8,10,10,11
1060b95e-2bbf-4cde-9008-8dbc28c20d7b,2025-09-09 19:39:56.064983+00:00,openai,gpt-4o-mini,0,4616,288,nat,3,3,5,3,3,3,7,5,6,6,10,4,2,8,9,2,11,7,9,4,6,10,9,9,5,6,7,2,9,2,1,8,5,7,6,10,11,7,10,8,2,4,8,8,9
ced25ce3-b960-4568-ba14-a8c6713659bf,2025-09-09 19:40:03.434150+00:00,openai,gpt-4o-mini,0,4616,288,nat,4,5,9,5,10,7,8,2,6,9,10,8,2,7,11,1,10,7,10,3,8,11,10,11,4,2,7,2,10,6,1,9,3,11,6,11,11,6,5,9,3,9,11,8,10
782a70db-477d-4099-bac8-799c55dae436,2025-09-09 19:40:12.471443+00:00,openai,gpt-4o-mini,0,4616,286,nat,6,5,2,6,10,6,7,2,8,10,11,11,2,7,11,1,9,11,10,5,7,11,10,11,3,1,8,2,11,10,1,10,9,10,9,9,11,8,4,8,11,10,11,11,10
bbc3ff6f-aecf-46ee-8fde-e9427c9c7a24,2025-09-09 19:47:28.663303+00:00,openai,gpt-4o-mini,0,4619,284,pop,9,11,11,10,8,4,11,1,3,2,7,1,1,7,11,2,9,1,3,11,10,5,10,9,10,1,8,1,4,2,1,8,10,7,6,11,11,6,2,5,2,9,6,8,10
ac5a253d-18d9-4064-8ebe-8decb097a6c1,2025-09-09 19:47:36.036734+00:00,openai,gpt-4o-mini,0,4619,285,pop,11,5,11,9,10,3,10,1,6,8,6,2,2,10,11,1,9,2,10,11,8,9,11,11,11,11,9,3,8,2,2,7,10,11,9,11,11,7,4,7,2,3,10,10,11
8a8fb94a-8d64-4090-8dcb-f747d448a156,2025-09-09 19:47:44.032936+00:00,openai,gpt-4o-mini,0,4619,285,pop,1,10,11,10,11,5,11,1,4,5,10,1,2,9,11,1,9,2,6,11,10,8,10,11,11,11,8,1,7,2,1,9,11,8,4,11,10,7,2,6,1,3,6,10,11
2aef2d12-4643-4716-bd37-c1ebbc548a30,2025-09-09 19:47:52.183051+00:00,openai,gpt-4o-mini,0,4619,283,pop,1,10,11,1,11,10,11,1,6,6,11,1,1,11,11,1,10,11,10,11,11,11,11,11,11,11,10,2,6,1,1,11,10,11,1,11,11,10,1,6,1,10,11,9,11
0fb804c8-355e-4c74-8001-f3b8e2e26e48,2025-09-09 19:48:01.234562+00:00,openai,gpt-4o-mini,0,4619,287,pop,10,9,11,10,10,2,11,1,6,6,11,11,1,9,10,1,9,2,6,11,7,5,11,11,11,1,8,1,4,2,1,8,9,10,3,10,11,10,1,3,11,5,10,11,11
099730a8-f492-473b-b864-4f77fd4e38d3,2025-09-09 19:55:12.990078+00:00,openai,gpt-4o-mini,0,4607,282,soc,11,11,11,11,11,11,11,1,6,1,11,1,1,11,11,1,1,1,1,11,11,1,11,11,1,11,11,1,1,1,1,11,11,11,1,11,1,11,1,1,1,1,1,11,11
de7bc42a-9a67-4929-ace9-be14223cfd54,2025-09-09 19:55:20.761749+00:00,openai,gpt-4o-mini,0,4607,282,soc,11,5,11,4,10,11,11,2,6,3,8,1,2,10,11,2,3,2,2,11,3,1,11,11,2,11,3,3,2,2,1,9,10,10,1,11,1,9,2,2,2,3,1,10,11
41f0f5fd-9dd6-4c83-83ce-3b89dcf837d8,2025-09-09 19:55:28.213219+00:00,openai,gpt-4o-mini,0,4607,282,soc,9,6,11,9,11,4,11,5,7,2,10,1,1,10,11,1,9,1,5,8,3,3,11,11,4,11,6,1,3,2,1,10,11,10,1,11,1,9,1,2,2,6,4,10,11
ae6d1c9c-f69e-4efa-9476-ed80dd1d3bf0,2025-09-09 19:55:36.015689+00:00,openai,gpt-4o-mini,0,4607,282,soc,11,10,11,1,10,10,11,1,8,2,10,1,1,10,11,1,9,1,2,11,1,1,11,11,10,11,1,1,1,1,1,11,8,11,1,11,1,11,1,2,1,1,1,9,11
544ed97c-b7ab-41b7-bcc4-d6ee4ba595ce,2025-09-09 19:55:42.985813+00:00,openai,gpt-4o-mini,0,4607,281,soc,11,11,11,1,11,11,11,1,1,1,11,1,1,11,11,1,1,1,1,11,1,1,11,11,1,11,1,1,1,1,1,11,11,11,1,11,1,11,1,1,1,1,1,11,11
42f81bda-76e5-4895-a16d-c5ceb8c66e8c,2025-09-09 20:01:46.772950+00:00,openai,gpt-4o-mini,0,4643,284,coa,2,10,11,9,10,5,11,5,6,3,8,2,1,8,11,3,9,4,4,11,10,6,10,11,6,11,7,2,5,2,1,9,9,10,1,11,2,7,1,4,2,8,3,9,11
5a9fec46-4a2a-426d-b254-f7cb67292e9a,2025-09-09 20:01:54.176334+00:00,openai,gpt-4o-mini,0,4643,285,coa,6,4,11,6,9,6,11,6,7,5,7,2,2,9,10,1,9,3,8,2,5,4,10,10,3,10,9,2,8,3,1,8,7,10,1,11,3,5,1,7,2,2,4,8,11
ab46b55f-8163-4667-ae68-36229ffa37b0,2025-09-09 20:02:01.143136+00:00,openai,gpt-4o-mini,0,4643,283,coa,2,6,11,6,11,7,11,6,5,4,9,1,2,10,11,2,10,4,9,5,8,7,10,11,5,11,8,2,8,4,1,9,7,10,3,11,3,9,3,7,2,6,6,8,11
9f6b6667-fcf3-41d4-bbc1-7ed11615a4a1,2025-09-09 20:02:08.599652+00:00,openai,gpt-4o-mini,0,4643,284,coa,1,10,11,3,11,8,11,5,5,5,10,2,1,11,11,1,10,3,9,9,8,10,11,11,4,11,9,2,7,2,1,11,3,11,1,11,1,9,1,6,2,10,6,6,11
b20ca69b-f710-4f9a-b4e0-facc35464a3e,2025-09-09 20:02:17.846705+00:00,openai,gpt-4o-mini,0,4643,284,coa,2,11,11,9,11,9,11,4,6,7,10,2,1,10,11,1,10,3,10,7,8,6,10,11,4,11,8,2,10,2,1,11,9,11,2,11,2,9,1,5,11,9,3,10,11
5aa114d1-aa44-47ad-8980-c2801cc8fb8d,2025-09-09 20:08:43.489804+00:00,openai,gpt-4o-mini,0,4631,285,ctr,7,10,11,9,10,8,11,5,5,3,7,6,2,8,11,10,8,4,4,11,8,7,10,11,6,11,9,1,3,5,1,9,10,10,3,11,2,6,2,6,9,9,4,7,11
b4fdfbdb-d802-4049-a04b-947c20a79646,2025-09-09 20:08:51.196775+00:00,openai,gpt-4o-mini,0,4631,284,ctr,4,2,10,6,5,7,9,4,5,5,3,4,2,7,8,2,6,2,3,3,2,1,9,10,2,11,9,4,1,2,1,6,5,8,2,11,1,3,1,3,1,2,3,6,10
c54c1270-ffa4-4589-b59e-3b6d1224d41e,2025-09-09 20:08:59.270329+00:00,openai,gpt-4o-mini,0,4631,284,ctr,2,7,11,9,11,8,11,6,5,3,9,8,2,10,11,2,9,6,6,10,7,5,10,10,4,11,8,2,8,4,1,9,11,10,3,11,3,9,1,5,11,6,7,10,11
33ca3844-ce2a-4e07-817e-3cf4e68ddfbc,2025-09-09 20:09:07.123972+00:00,openai,gpt-4o-mini,0,4631,284,ctr,1,9,11,2,10,2,11,2,5,5,10,1,1,11,11,1,10,1,8,11,10,8,10,11,1,11,10,1,6,1,1,11,3,11,1,11,1,9,1,7,1,10,1,6,11
5d3057c3-6f5a-420b-9fa2-e0da62c86eca,2025-09-09 20:09:14.565556+00:00,openai,gpt-4o-mini,0,4631,285,ctr,1,10,11,8,10,1,10,1,6,4,10,1,1,10,11,1,9,3,6,9,5,6,9,11,2,1,8,2,3,2,1,9,2,10,1,11,3,7,1,4,11,7,5,8,11
4179cf5f-daa1-419b-8cb9-2dbf551f45c5,2025-09-09 20:15:22.859035+00:00,openai,gpt-4o-mini,0,4646,285,dis,4,9,11,7,10,5,11,5,6,3,8,3,2,10,11,2,11,6,6,9,10,4,10,11,7,11,8,3,5,1,1,10,9,10,1,11,2,7,2,4,2,9,2,8,11
98de773e-710d-4162-85da-e9bd4bcfb1c2,2025-09-09 20:15:29.515309+00:00,openai,gpt-4o-mini,0,4646,285,dis,6,5,11,3,10,6,11,7,6,7,8,2,2,10,11,2,9,3,8,2,5,6,11,10,3,10,7,4,8,2,1,9,5,10,1,11,3,8,1,7,2,4,4,9,11
253d6a10-2574-4066-a315-2ac96ce48806,2025-09-09 20:15:35.483629+00:00,openai,gpt-4o-mini,0,4646,283,dis,3,3,11,6,11,4,10,9,7,5,10,2,2,10,11,1,11,5,9,6,7,6,10,11,4,11,8,2,9,5,1,9,7,10,2,11,3,8,2,8,4,6,7,10,11
761d74f6-5e75-4116-a2af-b77b28659cd9,2025-09-09 20:15:41.198850+00:00,openai,gpt-4o-mini,0,4646,285,dis,3,7,11,5,10,9,11,6,6,6,10,2,1,10,11,2,9,2,10,5,8,9,10,11,4,11,8,3,7,3,1,11,4,11,1,11,2,7,2,6,2,9,5,8,11
82f1d9a5-0af3-4880-9a7e-ca1ad6cb594e,2025-09-09 20:15:47.089241+00:00,openai,gpt-4o-mini,0,4646,284,dis,2,9,11,6,11,8,10,3,5,5,10,3,2,9,11,2,10,5,9,8,4,7,10,11,4,11,7,2,6,2,1,11,8,11,3,11,1,7,2,6,5,6,6,10,11
