cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
c8d21285-f593-4675-abea-e822f6bd8371,2025-08-14 15:53:16.069117+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,303,fun,8,6,1,4,3,5,7,9,2
61ac1f4a-64dc-4d67-9c21-d2507c6bf7b6,2025-08-14 15:53:25.720294+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,297,fun,8,6,2,4,3,5,9,7,1
ffa24e78-74dd-4a50-a55b-8d6eb4d3587e,2025-08-14 15:53:36.448811+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,301,fun,8,7,3,4,5,6,9,2,1
18c6b401-4418-4d66-9717-64d70085786f,2025-08-14 16:05:44.278003+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,296,lib,2,5,7,3,4,8,1,6,9
fc635bf2-9629-4337-907c-06f2e39aa8ee,2025-08-14 16:05:58.054286+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,293,lib,3,5,6,1,4,8,2,7,9
13582465-af09-4062-922a-68401fe64607,2025-08-14 16:06:13.950221+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,297,lib,2,7,6,5,4,9,3,1,8
754aba17-00da-4b47-98f4-2f57f777d6ea,2025-08-14 16:06:26.340794+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,296,lib,5,4,8,6,3,7,1,2,9
94696c80-0b5b-4620-bb54-9cc5edb75b89,2025-08-14 16:06:39.244339+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,295,lib,2,7,5,4,1,6,8,3,9
37c88ee3-f91e-4629-82f5-a08cea1b9f1b,2025-08-14 17:12:09.121080+00:00,anthropic,claude-3-5-sonnet-20241022,0,5055,294,nat,7,6,1,2,3,9,8,5,4
899299bc-fd14-4cf9-8cbb-addec4ceecd4,2025-08-14 17:12:18.323823+00:00,anthropic,claude-3-5-sonnet-20241022,0,5055,292,nat,8,5,2,4,3,9,7,1,6
02abd3b0-2e96-491a-8f5a-a3cda8fa14fc,2025-08-14 17:12:26.490322+00:00,anthropic,claude-3-5-sonnet-20241022,0,5055,292,nat,7,5,2,8,4,9,6,1,3
aec97cd6-f198-4617-b450-00feb4c1f40b,2025-08-14 17:12:33.198483+00:00,anthropic,claude-3-5-sonnet-20241022,0,5055,293,nat,2,3,8,5,4,7,6,1,9
6a46237f-d311-4139-ae1e-6036fb5b028e,2025-08-14 17:12:41.110999+00:00,anthropic,claude-3-5-sonnet-20241022,0,5055,292,nat,7,6,3,4,2,5,9,1,8
ea61c614-93e1-4a64-b84e-a90af93e6f64,2025-08-14 17:18:31.460174+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,299,pop,7,6,1,4,3,5,8,9,2
3309ea16-7658-423d-ac70-1ef97b386ebd,2025-08-14 17:18:40.765487+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,296,pop,1,4,7,3,6,5,2,8,9
f5ff08ae-e4c8-4d1c-b252-a6612acc47a0,2025-08-14 17:18:50.123691+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,296,pop,8,6,5,3,2,4,7,9,1
8256c7bf-97be-451b-8872-0e18519b2b01,2025-08-14 17:18:59.465649+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,296,pop,1,2,9,4,5,6,3,8,7
b86c94c3-608e-4401-b1f5-6747c51c6f04,2025-08-14 17:19:08.774963+00:00,anthropic,claude-3-5-sonnet-20241022,0,5061,298,pop,2,3,5,7,6,4,1,8,9
b06d8bb7-d44a-4784-aaf9-9a1416c3fcf5,2025-08-14 17:32:46.034049+00:00,anthropic,claude-3-5-sonnet-20241022,0,5052,297,soc,1,4,7,3,6,5,2,8,9
6ab69606-07d3-49f1-a0ba-cfb6e7cda700,2025-08-14 17:32:57.161759+00:00,anthropic,claude-3-5-sonnet-20241022,0,5052,297,soc,1,4,6,3,7,5,2,8,9
a96b6d6a-fe89-4848-8dc2-ca0c30d05eeb,2025-08-14 17:33:07.139756+00:00,anthropic,claude-3-5-sonnet-20241022,0,5052,297,soc,4,2,3,5,8,7,1,6,9
1d2a061c-c7f0-4056-bf3a-afe5d2841c8f,2025-08-14 17:33:18.900083+00:00,anthropic,claude-3-5-sonnet-20241022,0,5052,296,soc,1,3,8,4,6,5,2,7,9
b9415fae-22d3-4f52-b9eb-11783efabb70,2025-08-14 17:33:29.419418+00:00,anthropic,claude-3-5-sonnet-20241022,0,5052,296,soc,1,4,7,2,6,3,5,8,9
9ed5e1be-280e-4311-847f-e36cd62b8182,2025-08-14 17:47:20.398744+00:00,anthropic,claude-3-5-sonnet-20241022,0,5091,299,coa,1,4,7,3,6,5,2,8,9
8c035ddb-0fb8-4ad9-b98a-e722c034c592,2025-08-14 17:47:29.629259+00:00,anthropic,claude-3-5-sonnet-20241022,0,5091,298,coa,3,4,5,2,6,8,1,7,9
6c06dbc4-6fa2-4b71-923a-9034fcc62c46,2025-08-14 17:47:41.094082+00:00,anthropic,claude-3-5-sonnet-20241022,0,5091,297,coa,2,5,3,6,7,8,1,4,9
9d42b84d-f5d5-4601-8ea0-23b333b051ea,2025-08-14 17:47:50.343536+00:00,anthropic,claude-3-5-sonnet-20241022,0,5091,298,coa,5,3,8,2,4,7,1,6,9
b5d6b7b3-3d33-4f01-a23f-b1e88942b613,2025-08-14 17:47:59.639099+00:00,anthropic,claude-3-5-sonnet-20241022,0,5091,298,coa,1,4,6,2,5,3,8,7,9
6f6aa0b3-bc41-4f5d-a3f3-25249a919628,2025-08-14 18:01:43.331348+00:00,anthropic,claude-3-5-sonnet-20241022,0,5085,299,ctr,2,6,7,4,5,3,1,8,9
2ac03688-a19e-4888-8f7a-78e0a7e6fdaf,2025-08-14 18:01:53.988489+00:00,anthropic,claude-3-5-sonnet-20241022,0,5085,301,ctr,3,7,5,4,6,2,1,8,9
6c40e627-8b0d-43df-ac72-1b093a3dcf73,2025-08-14 18:02:05.368306+00:00,anthropic,claude-3-5-sonnet-20241022,0,5085,298,ctr,2,5,3,7,6,8,1,4,9
bbbfce07-01ca-4aab-a76e-e08e1c381e5a,2025-08-14 18:02:14.464882+00:00,anthropic,claude-3-5-sonnet-20241022,0,5085,299,ctr,5,3,8,2,4,7,1,6,9
42827778-c37c-4734-ae21-68e5ff5b6a01,2025-08-14 18:02:25.427894+00:00,anthropic,claude-3-5-sonnet-20241022,0,5085,296,ctr,1,4,6,2,5,3,8,7,9
89a2f8f7-abe6-4cb1-9775-56c193baa15e,2025-08-14 18:18:03.427138+00:00,anthropic,claude-3-5-sonnet-20241022,0,5094,298,dis,2,4,7,3,5,8,1,6,9
6096fb3f-91d2-4780-8ec6-2af7ee1f8a10,2025-08-14 18:18:14.888267+00:00,anthropic,claude-3-5-sonnet-20241022,0,5094,298,dis,3,4,6,2,5,7,1,8,9
f57e98fc-a2e5-4a61-8ac2-3084a68221f0,2025-08-14 18:18:24.941963+00:00,anthropic,claude-3-5-sonnet-20241022,0,5094,298,dis,2,5,3,7,6,8,1,4,9
376f8a7b-bb5d-4636-9714-ec8c4450a8f2,2025-08-14 18:18:34.387039+00:00,anthropic,claude-3-5-sonnet-20241022,0,5094,297,dis,5,3,8,2,4,7,1,6,9
4fa22ca6-180d-4247-8414-df0a526df3e2,2025-08-14 18:34:23.463279+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,298,eld,2,6,7,3,5,4,1,8,9
deeeba89-edce-4fb7-9185-90bbfa8c372e,2025-08-14 18:34:33.995562+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,301,eld,3,6,5,2,4,7,1,8,9
76c80e29-96a0-41a3-b9e4-b93d04d1ae15,2025-08-14 18:34:44.317328+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,298,eld,2,4,3,7,6,8,1,5,9
2a327984-7c19-4901-bdb9-f69e2e8a79dd,2025-08-14 18:34:56.745469+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,301,eld,5,3,8,2,4,6,1,7,9
03cb1559-4692-42a5-8097-0b439084be95,2025-08-14 18:35:09.774995+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,297,eld,1,4,6,2,5,3,8,7,9
2a59655f-ac29-4614-8c8f-de232015ef3e,2025-08-14 18:48:47.184848+00:00,anthropic,claude-3-5-sonnet-20241022,0,5085,296,far,2,4,7,3,5,8,1,6,9
ee42df83-989f-44b0-b469-1f440b20b0dc,2025-08-14 18:48:55.437884+00:00,anthropic,claude-3-5-sonnet-20241022,0,5085,299,far,3,4,5,2,6,8,1,7,9
c22dec7b-63d4-481b-bbc1-f88fec0ca3e1,2025-08-14 18:49:03.561418+00:00,anthropic,claude-3-5-sonnet-20241022,0,5085,297,far,2,4,3,5,7,8,1,6,9
c278583a-dfe0-4ce9-a98f-4fb62494fbce,2025-08-14 18:49:10.291324+00:00,anthropic,claude-3-5-sonnet-20241022,0,5085,299,far,5,3,8,2,6,7,1,4,9
cf66fd9b-404b-44d3-aa3d-eb3083d4b1c5,2025-08-14 19:02:47.158389+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,299,fis,1,4,7,3,5,6,2,8,9
15efee26-6604-4000-93f1-5a2c48d70c4e,2025-08-14 19:02:54.738623+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,297,fis,1,4,5,3,6,8,2,7,9
cb94026c-adec-4c38-8d43-9bb879e9b02c,2025-08-14 19:03:05.249593+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,300,fis,2,5,3,7,6,8,1,4,9
fc088f3e-7e26-4adb-b8f8-5d91233446b6,2025-08-14 19:03:17.257175+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,299,fis,1,3,8,6,4,7,2,5,9
69dd6d7a-0d6c-4a19-952b-1005244e19c9,2025-08-14 19:03:27.998079+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,296,fis,1,3,5,2,4,7,8,6,9
a1c87916-2f29-474d-8857-16feec7ea1b9,2025-08-14 19:17:00.936989+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,298,lan,2,1,5,3,6,7,4,8,9
3a5e8d4f-8428-4c4e-8111-a8ff300d755e,2025-08-14 19:17:12.405797+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,300,lan,6,1,4,2,5,7,3,8,9
c8846706-0367-449b-ae46-ad06882d4c16,2025-08-14 19:17:23.226489+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,298,lan,3,1,4,7,5,9,2,6,8
8309931b-6564-483f-97a8-c562e9b199fe,2025-08-14 19:17:31.157992+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,301,lan,5,1,8,2,4,6,3,7,9
499e7562-50c9-4d1d-9d98-6f9311b0ace4,2025-08-14 19:17:41.671250+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,297,lan,1,3,5,2,4,7,8,6,9
7a66342a-e638-46bc-abfe-533d592fb8b9,2025-08-14 19:31:42.550513+00:00,anthropic,claude-3-5-sonnet-20241022,0,5097,299,par,2,4,7,3,5,6,1,8,9
046c6ae8-1882-480f-8c22-6841b57a0be2,2025-08-14 19:31:49.285142+00:00,anthropic,claude-3-5-sonnet-20241022,0,5097,300,par,3,4,6,2,5,7,1,8,9
72f85a53-7fd8-4593-89b4-94c3c4a9de18,2025-08-14 19:31:56.844177+00:00,anthropic,claude-3-5-sonnet-20241022,0,5097,299,par,2,4,3,5,7,8,1,6,9
3a65b4fe-99f8-4579-b9a2-ac3b0813c20f,2025-08-14 19:32:03.574194+00:00,anthropic,claude-3-5-sonnet-20241022,0,5097,300,par,5,3,8,2,4,7,1,6,9
1cb35f51-4caf-495a-8421-0f7af5b0f757,2025-08-15 13:18:12.487997+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,297,sub,2,3,7,4,6,5,1,8,9
1d3a6275-15ea-41c2-ae18-c226de0bafd8,2025-08-15 13:18:25.625896+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,299,sub,3,4,6,2,5,7,1,8,9
19b53366-0082-404e-90e7-ba0e7a71bdd4,2025-08-15 13:18:33.305220+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,298,sub,3,1,7,4,8,5,2,6,9
a909181d-35d1-4955-81eb-585761ed610b,2025-08-15 13:18:45.033932+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,299,sub,4,1,8,3,6,5,2,7,9
26cc9a30-50d7-4dab-93fd-4c3c9516cf70,2025-08-15 13:19:00.433840+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,299,sub,2,3,6,4,5,8,1,7,9
b9c1453b-e67b-4b12-843d-a37fca867ae8,2025-08-15 13:33:56.409572+00:00,anthropic,claude-3-5-sonnet-20241022,0,5094,302,vil,3,4,7,2,6,5,1,8,9
35bcd398-da39-43b4-83b6-5ce47ffa6038,2025-08-15 13:34:06.398647+00:00,anthropic,claude-3-5-sonnet-20241022,0,5094,301,vil,3,4,6,2,5,7,1,8,9
c6bdb631-79c5-4d72-9a0b-191d4cc99822,2025-08-15 13:34:34.370802+00:00,anthropic,claude-3-5-sonnet-20241022,0,5094,302,vil,4,2,3,5,7,8,1,6,9
e0292a78-5900-4206-9eea-6ac9a7596ef8,2025-08-15 13:34:43.268188+00:00,anthropic,claude-3-5-sonnet-20241022,0,5094,302,vil,5,1,8,3,4,6,2,7,9
78f1b309-9da7-4082-8252-3d58735a74be,2025-08-15 13:48:50.013593+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,298,csk,8,7,2,4,3,6,9,5,1
31035460-3a87-424a-a015-54d67f23b5cb,2025-08-15 13:48:57.001381+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,299,csk,8,6,4,5,3,9,7,2,1
ca81d358-0a0c-4dab-ba0f-7e431128ff53,2025-08-15 13:49:17.584755+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,299,csk,8,6,2,5,3,7,9,4,1
133621b9-37bd-43db-992d-41cbd55ac6da,2025-08-15 13:49:37.878930+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,299,csk,8,7,4,6,2,5,9,3,1
b3b8ed6a-63ba-4ed6-b4f4-f34576a2ae91,2025-08-15 13:50:02.923269+00:00,anthropic,claude-3-5-sonnet-20241022,0,5088,300,csk,8,7,3,4,5,6,9,2,1
74a0676b-e60c-4810-93a7-b0981c11abd3,2025-08-15 14:18:41.029887+00:00,anthropic,claude-3-5-sonnet-20241022,0,5094,298,dis,1,3,8,5,7,4,2,6,9
4922eefd-30b6-401a-a0b2-dda77850d15e,2025-08-15 14:20:00.924295+00:00,anthropic,claude-3-5-sonnet-20241022,0,5058,298,eco,1,6,8,5,7,4,2,3,9
ffbb4135-ee8d-487d-a01f-2657b3791f7f,2025-08-15 14:21:27.655298+00:00,anthropic,claude-3-5-sonnet-20241022,0,5085,299,far,1,4,8,6,7,5,2,3,9
100c5e85-cfbe-48a3-ae4a-25f806a7c8c0,2025-08-15 14:23:15.023859+00:00,anthropic,claude-3-5-sonnet-20241022,0,5049,297,fem,1,5,8,6,7,4,2,3,9
723185a8-6947-4c1b-9895-766a7f425893,2025-08-15 14:25:00.646723+00:00,anthropic,claude-3-5-sonnet-20241022,0,5097,300,par,1,3,8,6,7,4,2,5,9
8fc90849-1dac-4b28-9fc9-ae2b73da2669,2025-08-15 14:27:05.493659+00:00,anthropic,claude-3-5-sonnet-20241022,0,5094,302,vil,1,3,8,5,7,4,2,6,9
3081d232-4720-46f1-af25-9421250a76ec,2025-08-15 14:29:52.167412+00:00,anthropic,claude-3-5-sonnet-20241022,0,5079,300,sub,1,2,7,6,8,3,4,5,9
