cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a dramatic cut back in CO2 emissions (by 50% in the next 10 years).,P4. Policies that involve a moderate cut in CO2 emissions (by 25% in over the next 10 years).,"P5. Adaptation policies and expenditure (e.g. coastal protection, water desalinisation, improving infrastructure etc). Planning controls and emergency response programs.","P6. Adaptation policies that target individual, small business or community-based actions (eg support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change. 
fc59b3e5-cead-4022-ad3a-8c406792dfc3,2025-09-17 13:13:01.391448+00:00,anthropic,claude-3-haiku-20240307,0,3572,210,eco,5,6,3,2,4,1,7
0cc84bdb-0468-4cb0-b274-0dad6dd188d5,2025-09-17 13:13:05.937768+00:00,anthropic,claude-3-haiku-20240307,0,3572,214,eco,7,4,3,2,5,6,1
f7a6a675-eb0e-41ca-886a-9c370cc33605,2025-09-17 13:13:09.649532+00:00,anthropic,claude-3-haiku-20240307,0,3572,213,eco,7,6,1,5,2,4,3
7f34007f-cf55-43d6-8656-4723747207e8,2025-09-17 13:16:34.767883+00:00,anthropic,claude-3-haiku-20240307,0,3380,111,fas,7,5,2,1,6,3,4
2c6dd4bf-baec-4143-bc2a-7dca38593302,2025-09-17 13:16:37.864794+00:00,anthropic,claude-3-haiku-20240307,0,3599,234,fas,6,2,1,5,3,4,7
0d062291-43f5-4911-8953-be16da655719,2025-09-17 13:16:42.442104+00:00,anthropic,claude-3-haiku-20240307,0,3380,112,fas,4,3,7,2,6,1,5
73996ca6-24bb-466f-9c14-afb59465724a,2025-09-17 13:16:45.524574+00:00,anthropic,claude-3-haiku-20240307,0,3380,112,fas,4,2,7,3,5,6,1
a74db574-918f-4d81-925b-edb22b32dcac,2025-09-17 13:16:48.614363+00:00,anthropic,claude-3-haiku-20240307,0,3578,214,fas,7,3,1,5,2,4,6
5a1e0e19-f2a3-49ad-8e39-2d32bfe33e6c,2025-09-17 13:20:31.381553+00:00,anthropic,claude-3-haiku-20240307,0,3563,212,fem,3,7,4,1,5,6,2
8d59de6f-db0b-4d52-8efd-59ccbbb3aefd,2025-09-17 13:20:35.001566+00:00,anthropic,claude-3-haiku-20240307,0,3563,212,fem,5,6,2,1,7,4,3
9d331f21-df11-4714-b35a-70f42816d75a,2025-09-17 13:20:38.747303+00:00,anthropic,claude-3-haiku-20240307,0,3563,213,fem,5,6,7,2,3,1,4
044da82a-d053-4893-9a7f-94165a887e41,2025-09-17 13:20:42.811058+00:00,anthropic,claude-3-haiku-20240307,0,3563,214,fem,2,4,7,3,5,6,1
61bcc4ca-9b0d-4c7c-9f08-f790cf3d22fa,2025-09-17 13:20:46.349631+00:00,anthropic,claude-3-haiku-20240307,0,3563,212,fem,7,6,1,5,2,4,3
52738dad-d500-42b2-a20e-1c55823f21a1,2025-09-17 13:25:12.569833+00:00,anthropic,claude-3-haiku-20240307,0,3575,211,fun,3,4,1,7,2,6,5
482e53ae-460c-47fc-b9dd-c64f5ddf46a6,2025-09-17 13:25:16.344458+00:00,anthropic,claude-3-haiku-20240307,0,3575,211,fun,2,1,6,7,5,4,3
4c073d2c-f558-473e-8ed3-63ef84ebaa5a,2025-09-17 13:25:20.176684+00:00,anthropic,claude-3-haiku-20240307,0,3575,211,fun,4,3,2,1,6,7,5
d6312b9b-88fc-4a85-ae6f-7d9181350003,2025-09-17 13:25:23.789941+00:00,anthropic,claude-3-haiku-20240307,0,3575,212,fun,2,4,7,3,5,6,1
60044629-4737-46a2-ac02-f6005b351595,2025-09-17 13:25:28.436762+00:00,anthropic,claude-3-haiku-20240307,0,3575,209,fun,3,6,7,5,1,4,2
debc4ce5-9641-4a11-b7e7-6bba2bd74578,2025-09-17 13:29:29.185780+00:00,anthropic,claude-3-haiku-20240307,0,3575,217,lib,5,7,4,2,1,3,6
f74779ef-172c-43c3-832a-98f27703775b,2025-09-17 13:29:33.480928+00:00,anthropic,claude-3-haiku-20240307,0,3575,209,lib,6,7,5,2,3,1,4
749157a7-fb19-425a-97be-2b636e17ee1c,2025-09-17 13:29:38.305838+00:00,anthropic,claude-3-haiku-20240307,0,3575,207,lib,4,5,7,2,3,1,6
6fe73925-1fdd-4a0e-9b18-69f9a73f172b,2025-09-17 13:29:41.985099+00:00,anthropic,claude-3-haiku-20240307,0,3575,209,lib,2,4,7,3,5,6,1
b4cfc69a-a915-4e50-9846-8d53b6880861,2025-09-17 13:29:45.691547+00:00,anthropic,claude-3-haiku-20240307,0,3575,205,lib,7,3,4,5,2,1,6
618213e7-e9c3-47df-ad06-ecaf376c00df,2025-09-17 13:33:36.857994+00:00,anthropic,claude-3-haiku-20240307,0,3569,219,nat,5,7,4,3,1,6,2
c47be24e-d1f8-4570-94fa-a6fc753deb55,2025-09-17 13:33:40.613164+00:00,anthropic,claude-3-haiku-20240307,0,3569,206,nat,6,7,5,2,3,1,4
5e972123-f981-4e3a-af43-bd539480c12a,2025-09-17 13:33:44.288685+00:00,anthropic,claude-3-haiku-20240307,0,3569,206,nat,4,3,7,5,1,2,6
1fb1ecbf-f395-437c-ad5d-88306db8e0c8,2025-09-17 13:33:48.359199+00:00,anthropic,claude-3-haiku-20240307,0,3590,235,nat,7,4,1,5,2,6,3
f993ed91-0a56-46bd-a3e7-d0ee1db28eef,2025-09-17 13:33:52.145944+00:00,anthropic,claude-3-haiku-20240307,0,3569,212,nat,7,6,5,1,2,4,3
c82a3c49-fd31-463a-8257-fa78951048ba,2025-09-17 13:37:26.930884+00:00,anthropic,claude-3-haiku-20240307,0,3596,235,pop,5,7,1,4,2,3,6
13b78b68-9b66-4810-8bed-09082a1e4975,2025-09-17 13:37:31.378997+00:00,anthropic,claude-3-haiku-20240307,0,3575,209,pop,2,6,1,5,3,4,7
65b413f0-5e19-4301-9dba-86a6fa2b2976,2025-09-17 13:37:35.142651+00:00,anthropic,claude-3-haiku-20240307,0,3575,211,pop,6,4,7,2,3,1,5
81be2d28-35ba-4d5e-8cf2-1873602d4c47,2025-09-17 13:37:39.144106+00:00,anthropic,claude-3-haiku-20240307,0,3596,233,pop,7,4,1,2,6,5,3
9af05ba4-f23a-45b1-99fa-22d786c4992c,2025-09-17 13:37:43.025406+00:00,anthropic,claude-3-haiku-20240307,0,3575,213,pop,7,6,1,5,2,4,3
2be9e7d1-9976-4ca0-b7a3-3a45b11c083c,2025-09-17 13:41:18.820950+00:00,anthropic,claude-3-haiku-20240307,0,3587,232,soc,5,7,1,4,2,3,6
9d4f409b-d751-4c95-9212-baed0b8bac10,2025-09-17 13:41:22.850598+00:00,anthropic,claude-3-haiku-20240307,0,3587,233,soc,2,6,1,5,3,4,7
29d0ea8b-cdc9-40b8-bdf1-28885ba3c840,2025-09-17 13:41:26.807908+00:00,anthropic,claude-3-haiku-20240307,0,3566,211,soc,4,7,3,2,5,1,6
a1532bc5-a7e4-4151-99f2-238bc1546f12,2025-09-17 13:41:30.729328+00:00,anthropic,claude-3-haiku-20240307,0,3566,213,soc,3,4,7,2,5,6,1
63cdced8-8059-41e1-bf70-4f6e7b5a17c8,2025-09-17 13:41:34.509001+00:00,anthropic,claude-3-haiku-20240307,0,3566,212,soc,7,6,1,5,2,4,3
a10810c1-4bdf-4905-a8d1-f158614cada8,2025-09-17 13:46:23.879125+00:00,anthropic,claude-3-haiku-20240307,0,3626,231,coa,7,5,1,4,2,3,6
856d44b5-3245-40a2-88cb-2d0a908c05ea,2025-09-17 13:46:28.567739+00:00,anthropic,claude-3-haiku-20240307,0,3605,211,coa,5,6,3,1,2,4,7
db9e7a26-bd53-4dfa-81ae-b3890a429cd0,2025-09-17 13:46:32.679162+00:00,anthropic,claude-3-haiku-20240307,0,3605,208,coa,5,6,7,2,3,1,4
b47b56ee-fc4d-4ea0-a88a-4b8e724b6fca,2025-09-17 13:46:36.474222+00:00,anthropic,claude-3-haiku-20240307,0,3605,216,coa,2,4,7,3,5,6,1
bce898d7-0ff3-4328-8fa5-390a86163b49,2025-09-17 13:46:40.154845+00:00,anthropic,claude-3-haiku-20240307,0,3626,232,coa,6,7,1,3,2,4,5
396c03f3-8f7b-4c52-b4de-057a1c21b8b7,2025-09-17 13:51:23.658156+00:00,anthropic,claude-3-haiku-20240307,0,3599,209,ctr,6,7,2,1,5,3,4
a43724df-af6f-46f9-bf50-68afaaa19a15,2025-09-17 13:51:27.600509+00:00,anthropic,claude-3-haiku-20240307,0,3599,213,ctr,5,6,2,1,7,4,3
739ad4c1-0c1a-46dc-becf-a2add5273ec4,2025-09-17 13:51:31.485093+00:00,anthropic,claude-3-haiku-20240307,0,3599,213,ctr,5,6,3,2,4,1,7
05be34b5-0550-4eda-9e3a-13832d03c3cc,2025-09-17 13:51:35.817978+00:00,anthropic,claude-3-haiku-20240307,0,3599,209,ctr,5,4,3,2,6,7,1
84e41ea6-9b7f-41bb-955e-57db7f1dac80,2025-09-17 13:51:39.598168+00:00,anthropic,claude-3-haiku-20240307,0,3599,215,ctr,7,6,1,5,2,4,3
7abd5f85-2a4d-47ce-88a5-c632c7701bf4,2025-09-17 13:55:14.260733+00:00,anthropic,claude-3-haiku-20240307,0,3629,233,dis,7,5,1,4,2,3,6
0b776a9c-21ab-4826-8342-23035964b527,2025-09-17 13:55:18.422492+00:00,anthropic,claude-3-haiku-20240307,0,3629,235,dis,6,7,3,2,5,1,4
c81cf503-1cad-41be-ae88-5bba4ab4c342,2025-09-17 13:55:22.393315+00:00,anthropic,claude-3-haiku-20240307,0,3608,212,dis,6,5,3,2,4,1,7
eddaa15a-4e96-47fa-82a2-fd414aeba8a3,2025-09-17 13:55:26.258839+00:00,anthropic,claude-3-haiku-20240307,0,3608,214,dis,5,4,3,2,6,7,1
19cc5d7e-d449-4142-83cb-a20c87020367,2025-09-17 13:55:30.057778+00:00,anthropic,claude-3-haiku-20240307,0,3629,230,dis,6,7,1,5,2,4,3
82f460f7-b9bb-4094-87e2-b10c65452c53,2025-09-17 13:59:15.531761+00:00,anthropic,claude-3-haiku-20240307,0,3623,230,eld,5,7,1,4,2,3,6
7b811a0c-cbb4-4812-8c56-67e19d747259,2025-09-17 13:59:19.435733+00:00,anthropic,claude-3-haiku-20240307,0,3623,230,eld,6,3,1,5,2,4,7
44f23cb6-146b-42b5-b101-5eb0cd562258,2025-09-17 13:59:23.531586+00:00,anthropic,claude-3-haiku-20240307,0,3602,209,eld,5,6,3,2,4,1,7
195a31e5-0604-4dd6-9c15-7801b22a0a58,2025-09-17 13:59:27.220105+00:00,anthropic,claude-3-haiku-20240307,0,3602,209,eld,5,4,3,2,6,7,1
456005c5-51b4-46a8-8015-e37c5d669aa7,2025-09-17 13:59:30.965174+00:00,anthropic,claude-3-haiku-20240307,0,3623,233,eld,6,7,1,3,2,4,5
debe30db-86c9-41d0-a9e8-d75c97a9aed7,2025-09-17 14:03:02.678104+00:00,anthropic,claude-3-haiku-20240307,0,3620,231,far,7,5,1,4,2,3,6
3a26263e-769e-4eeb-bd1b-5af71cea8281,2025-09-17 14:03:07.075090+00:00,anthropic,claude-3-haiku-20240307,0,3599,208,far,5,6,2,1,7,4,3
fa46dc50-191d-47a2-8dc4-e286f8b7bc5f,2025-09-17 14:03:11.172069+00:00,anthropic,claude-3-haiku-20240307,0,3599,208,far,5,6,3,2,4,1,7
bc794eea-ee08-4011-9ac4-1d45000d626d,2025-09-17 14:03:15.273840+00:00,anthropic,claude-3-haiku-20240307,0,3620,231,far,7,4,1,5,2,6,3
b1f3b997-89f0-4d87-9e37-7b46ade620ab,2025-09-17 14:03:19.156348+00:00,anthropic,claude-3-haiku-20240307,0,3599,212,far,7,6,1,5,2,4,3
22b4a897-e787-47a6-a1a4-391e8d4ea040,2025-09-17 14:07:12.524845+00:00,anthropic,claude-3-haiku-20240307,0,3593,219,fis,5,7,1,2,4,3,6
f0be7133-db1f-426d-be93-1608e77a00e9,2025-09-17 14:07:16.623900+00:00,anthropic,claude-3-haiku-20240307,0,3593,209,fis,5,6,2,1,7,4,3
c6114276-cf44-47da-ade6-5a6ce093beed,2025-09-17 14:07:20.316229+00:00,anthropic,claude-3-haiku-20240307,0,3593,212,fis,5,6,7,2,3,1,4
6818fd34-2e02-452b-8fb8-6a9061676338,2025-09-17 14:07:24.016731+00:00,anthropic,claude-3-haiku-20240307,0,3593,210,fis,5,4,3,2,6,7,1
c3a73a1c-929b-49fc-bbad-61366ddaa5bb,2025-09-17 14:07:27.797907+00:00,anthropic,claude-3-haiku-20240307,0,3593,213,fis,7,6,1,5,2,4,3
cd29f5be-1d4b-4b44-915a-f4fc3e48a373,2025-09-17 14:11:01.499260+00:00,anthropic,claude-3-haiku-20240307,0,3623,233,lan,7,5,1,4,2,3,6
3a9d5ca5-05c4-4ac4-a79f-6e837c227be2,2025-09-17 14:11:05.282635+00:00,anthropic,claude-3-haiku-20240307,0,3623,232,lan,6,7,3,2,5,1,4
03c32bb7-c024-4d44-bce2-8f9a4c4b048c,2025-09-17 14:11:09.240646+00:00,anthropic,claude-3-haiku-20240307,0,3602,212,lan,6,5,3,2,4,1,7
353fa9bb-4cb0-42d9-a3b3-9c38382f44c6,2025-09-17 14:11:13.191563+00:00,anthropic,claude-3-haiku-20240307,0,3623,235,lan,7,4,3,5,2,6,1
d409065f-4d9d-4130-8ca7-937f966af622,2025-09-17 14:11:17.473092+00:00,anthropic,claude-3-haiku-20240307,0,3623,234,lan,6,7,1,4,3,2,5
d15b5370-cd0a-4967-9c98-340990169fca,2025-09-17 14:14:51.481741+00:00,anthropic,claude-3-haiku-20240307,0,3632,233,par,7,5,1,4,2,3,6
74e7e1a2-dc59-4303-b5e2-7debac68c933,2025-09-17 14:14:55.581780+00:00,anthropic,claude-3-haiku-20240307,0,3632,238,par,6,7,3,2,5,1,4
db87be7e-1eac-4fb7-81ef-a399df2e96e4,2025-09-17 14:14:59.682060+00:00,anthropic,claude-3-haiku-20240307,0,3611,211,par,6,5,3,2,4,1,7
075238bb-f85c-4ddd-b49b-75b15250c285,2025-09-17 14:15:03.561956+00:00,anthropic,claude-3-haiku-20240307,0,3611,211,par,2,4,7,3,5,6,1
466023d1-a57e-4047-9fa3-21f2795ec7ee,2025-09-17 14:15:07.361478+00:00,anthropic,claude-3-haiku-20240307,0,3632,242,par,6,7,1,3,2,4,5
c591553c-1eb5-483b-a3e7-42b460901afb,2025-09-17 14:18:48.763684+00:00,anthropic,claude-3-haiku-20240307,0,3593,210,sub,5,7,1,2,4,3,6
6e4111ca-9ae6-489e-97e9-a1463b08dd4c,2025-09-17 14:18:52.838734+00:00,anthropic,claude-3-haiku-20240307,0,3593,209,sub,5,6,2,1,7,4,3
b73033d5-377e-443e-8701-5b4d636a8b85,2025-09-17 14:18:56.533186+00:00,anthropic,claude-3-haiku-20240307,0,3593,211,sub,5,6,7,2,3,1,4
d2711674-91e3-46a9-8450-9d79a9994ce6,2025-09-17 14:19:00.314531+00:00,anthropic,claude-3-haiku-20240307,0,3593,211,sub,5,4,3,7,6,2,1
01371e61-0806-4d25-8815-09e0aa9529d8,2025-09-17 14:19:04.388844+00:00,anthropic,claude-3-haiku-20240307,0,3593,214,sub,7,6,1,5,2,4,3
985ac576-af98-4e04-bf0c-8c91d5556b59,2025-09-17 14:22:37.300936+00:00,anthropic,claude-3-haiku-20240307,0,3608,210,vil,5,7,4,2,6,3,1
87328ade-f0ff-440b-8816-67bbecc6b7cf,2025-09-17 14:22:42.112896+00:00,anthropic,claude-3-haiku-20240307,0,3629,233,vil,6,7,3,2,5,1,4
3ced3719-70ca-4586-8fe1-745a51d6f44b,2025-09-17 14:22:46.125558+00:00,anthropic,claude-3-haiku-20240307,0,3608,214,vil,5,6,7,2,3,1,4
6036afc6-fbdb-4b35-acc6-82f886fa7158,2025-09-17 14:22:49.960664+00:00,anthropic,claude-3-haiku-20240307,0,3608,211,vil,2,4,7,3,5,6,1
7a5b0a99-1930-4ae1-a59b-a7eeba179c78,2025-09-17 14:22:53.720907+00:00,anthropic,claude-3-haiku-20240307,0,3629,236,vil,6,7,1,3,2,4,5
751cfbee-1c68-4141-902d-45593eadf79b,2025-09-17 14:26:37.225195+00:00,anthropic,claude-3-haiku-20240307,0,3404,112,csk,5,4,1,7,2,3,6
7746abbb-675f-479f-81b8-d55eb9228519,2025-09-17 14:26:40.705344+00:00,anthropic,claude-3-haiku-20240307,0,3602,210,csk,2,3,1,6,5,4,7
e5da07c8-71f4-4aac-a08b-8552f9490e28,2025-09-17 14:26:44.998052+00:00,anthropic,claude-3-haiku-20240307,0,3404,110,csk,3,2,7,4,6,1,5
2ebaeb59-dd85-463e-8b11-f3ac972fb82f,2025-09-17 14:26:47.975906+00:00,anthropic,claude-3-haiku-20240307,0,3404,111,csk,2,4,7,3,5,6,1
45cd75ee-0aa9-447d-8adb-44e777f648bb,2025-09-17 14:26:51.058708+00:00,anthropic,claude-3-haiku-20240307,0,3623,230,csk,2,1,7,5,4,6,3
7a1fd246-55a4-424d-952c-adf62aa3eae4,2025-09-17 15:38:22.994970+00:00,anthropic,claude-3-haiku-20240307,0,3581,214,ana,4,7,3,2,5,1,6
e9fbcd67-cf34-43a8-b04e-ae535b53fd55,2025-09-17 15:38:27.378977+00:00,anthropic,claude-3-haiku-20240307,0,3581,214,ana,7,4,3,2,5,6,1
