cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a dramatic cut back in CO2 emissions (by 50% in the next 10 years).,P4. Policies that involve a moderate cut in CO2 emissions (by 25% in over the next 10 years).,"P5. Adaptation policies and expenditure (e.g. coastal protection, water desalinisation, improving infrastructure etc). Planning controls and emergency response programs.","P6. Adaptation policies that target individual, small business or community-based actions (eg support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change. 
ccfa50c3-07c2-4473-a751-3accbec8da0a,2025-08-14 13:38:21.252521+00:00,anthropic,claude-3-7-sonnet-20250219,0,3599,225,fas,7,6,5,4,1,3,2
23a24e4d-269b-42df-ac91-d530940942a7,2025-08-14 13:38:36.779492+00:00,anthropic,claude-3-7-sonnet-20250219,0,3599,221,fas,3,1,7,6,4,5,2
6727abc6-66f2-4d2f-8c15-06d0988ccbd2,2025-08-14 13:38:45.271284+00:00,anthropic,claude-3-7-sonnet-20250219,0,3599,226,fas,2,1,6,5,3,7,4
1a70cd22-adfc-4842-ab8f-a82c3c1d3852,2025-08-14 13:38:53.676688+00:00,anthropic,claude-3-7-sonnet-20250219,0,3599,224,fas,3,1,7,6,4,5,2
8b61149b-2293-496b-9983-6512cebba077,2025-08-14 13:39:04.635848+00:00,anthropic,claude-3-7-sonnet-20250219,0,3599,223,fas,7,3,2,6,1,4,5
3c3c94b5-0535-46ae-9f81-d4f41fa52685,2025-08-14 16:31:17.289087+00:00,anthropic,claude-3-7-sonnet-20250219,0,3584,224,fem,6,7,1,5,2,3,4
d87697af-d217-4091-8f6f-7437eabd3b22,2025-08-14 16:31:24.092661+00:00,anthropic,claude-3-7-sonnet-20250219,0,3584,226,fem,7,6,1,5,3,2,4
29c2c5d8-0974-4470-90a2-b2ae559fb44a,2025-08-14 16:31:32.940428+00:00,anthropic,claude-3-7-sonnet-20250219,0,3584,226,fem,7,6,1,4,2,5,3
07dd2aab-a39b-4676-b02f-fe8ffc42a374,2025-08-14 16:31:44.605561+00:00,anthropic,claude-3-7-sonnet-20250219,0,3584,227,fem,7,6,1,5,3,2,4
cb13cbeb-2b8c-48e2-b4bc-7b52f88eb2b3,2025-08-14 16:31:52.694831+00:00,anthropic,claude-3-7-sonnet-20250219,0,3584,224,fem,6,7,1,5,3,2,4
ce5546d4-b44d-46c1-be55-fa2486cd1d6b,2025-08-14 16:39:02.372290+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,229,fun,5,1,7,6,4,2,3
2210fe42-8055-4453-a957-d718f206a7d1,2025-08-14 16:39:11.701996+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,224,fun,1,3,7,6,5,4,2
0fd25463-3128-4ae2-a840-70d4d65056b8,2025-08-14 16:39:19.470489+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,223,fun,3,5,7,6,2,1,4
6b46e48f-a830-4761-8793-54fc1b636b2a,2025-08-14 16:39:31.126590+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,227,fun,1,5,7,6,4,3,2
67e286f9-514d-4507-8803-1bc93ff8816e,2025-08-14 16:39:43.297576+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,226,fun,3,1,7,6,4,2,5
7bff3413-f225-43e8-8c76-68f2a99b7f41,2025-08-14 16:55:49.280887+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,226,fun,5,2,7,6,4,1,3
707cbd79-5c09-441d-8137-47ccb3f42a31,2025-08-14 16:55:57.221818+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,224,fun,1,3,7,6,5,4,2
e933a79f-b822-4917-9b76-c772e840ac0c,2025-08-14 16:56:05.555039+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,223,fun,3,5,7,6,2,1,4
f7b18f05-da28-480a-b396-ab24d27336af,2025-08-14 16:56:15.029598+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,227,fun,1,5,7,6,4,3,2
31929030-a0a4-43a3-885d-cd528fc91e7e,2025-08-14 16:56:24.680470+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,224,fun,3,1,7,6,4,2,5
d7d160dd-1828-4eed-9001-ed9ea9ac57ad,2025-08-14 17:01:41.481361+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,226,lib,7,6,5,4,3,1,2
f0c22009-153e-419e-b456-63d2644d2989,2025-08-14 17:01:57.365971+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,222,lib,7,6,5,3,4,1,2
a4956465-0d7e-4f5f-8b44-61f68700d376,2025-08-14 17:02:08.757518+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,223,lib,7,6,5,4,3,1,2
e4a68dea-1734-48b2-a131-7336fec39816,2025-08-14 17:02:17.122159+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,225,lib,7,6,2,4,5,1,3
fde06ecb-53ad-4b7f-8f4e-5db5d8b68b6d,2025-08-14 17:02:27.652209+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,225,lib,7,6,4,5,2,1,3
cc2363f4-a9cd-4008-8e71-5288e473b79c,2025-08-14 17:21:25.342424+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,228,pop,6,7,2,5,4,1,3
c4bc2818-8747-4595-acd9-85cb28ebba80,2025-08-14 17:21:35.568636+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,225,pop,7,5,6,4,3,1,2
ba4fec64-758a-4290-ad16-33bbb28a1c66,2025-08-14 17:21:49.968849+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,227,pop,7,4,6,5,2,1,3
e618d73a-6ceb-41dd-a044-a0c142a65b12,2025-08-14 17:22:00.015898+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,228,pop,7,6,5,4,1,2,3
351cde0b-d8d8-4e63-baa2-7109e4b4102d,2025-08-14 17:22:07.934789+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,225,pop,7,5,6,4,2,1,3
639ed877-8cd7-44ed-9ae0-394dacb7f8f2,2025-08-14 17:35:58.235868+00:00,anthropic,claude-3-7-sonnet-20250219,0,3587,226,soc,6,7,1,5,2,3,4
c756eed2-8bd9-46c4-acce-9b394eafef18,2025-08-14 17:36:09.415719+00:00,anthropic,claude-3-7-sonnet-20250219,0,3587,226,soc,7,6,1,5,3,2,4
374983ae-a60e-483a-8438-b49f67543e47,2025-08-14 17:36:21.886486+00:00,anthropic,claude-3-7-sonnet-20250219,0,3587,226,soc,7,6,1,4,3,5,2
4e266ce5-b675-4b29-89c3-e1aca8edbd17,2025-08-14 17:36:29.392431+00:00,anthropic,claude-3-7-sonnet-20250219,0,3587,224,soc,7,6,1,3,2,4,5
ec039d8f-c6a5-452c-9a46-c84e72ba2cc9,2025-08-14 17:36:38.274575+00:00,anthropic,claude-3-7-sonnet-20250219,0,3587,226,soc,6,7,1,5,3,2,4
8e48bb64-0edb-46c1-b1cf-edfaf1742826,2025-08-14 17:49:58.117743+00:00,anthropic,claude-3-7-sonnet-20250219,0,3626,226,coa,6,7,1,5,4,3,2
e73f53fa-d0eb-48b9-83db-fc46a04fc420,2025-08-14 17:50:08.628596+00:00,anthropic,claude-3-7-sonnet-20250219,0,3626,228,coa,7,6,1,5,3,2,4
5c9e9155-3d81-4637-873e-1fae3b04ad0c,2025-08-14 17:50:18.906506+00:00,anthropic,claude-3-7-sonnet-20250219,0,3626,228,coa,7,6,1,4,2,5,3
ec554574-bfae-4fcd-8fbf-beb6b9606515,2025-08-14 17:50:37.367783+00:00,anthropic,claude-3-7-sonnet-20250219,0,3626,225,coa,7,6,1,5,3,2,4
de3aa59a-eac3-4e01-8953-321d864b1767,2025-08-14 17:50:48.284621+00:00,anthropic,claude-3-7-sonnet-20250219,0,3626,227,coa,6,7,3,5,1,2,4
2dc4f8ee-8c1e-4a72-af9e-a9172a8c32ff,2025-08-14 18:05:14.632368+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,227,ctr,6,7,1,5,4,3,2
a11fdca5-cafa-4d67-9d47-5a473cdc09f1,2025-08-14 18:05:27.282376+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,228,ctr,7,6,1,5,3,2,4
ac29ef4c-aa5a-4c95-a00e-b11ba1a0c753,2025-08-14 18:05:41.645671+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,229,ctr,7,6,1,4,2,5,3
7fa6d6cf-64dd-459c-9dfd-e7edf1b61867,2025-08-14 18:06:18.318544+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,226,ctr,7,6,1,5,3,2,4
6feabe49-669a-4a9e-9f8d-8723b09d9133,2025-08-14 18:06:32.296661+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,226,ctr,6,7,1,5,3,2,4
33c99b60-9aa3-4cb1-9920-96bb5b3e3a57,2025-08-14 18:21:51.194009+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,229,dis,6,7,5,4,2,1,3
a1408421-65ea-437f-ab4c-e86fe7a1f1d6,2025-08-14 18:22:04.863842+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,229,dis,7,6,1,5,3,2,4
3c98b6ec-c89a-4f76-8fc7-ea30fc973a6c,2025-08-14 18:22:19.412323+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,229,dis,7,6,1,4,2,5,3
040ad5a4-5839-44d8-b0ea-c06e3bb580fe,2025-08-14 18:22:29.283457+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,229,dis,7,6,1,5,3,2,4
b41df099-b62d-423c-91f4-ddabfbb0f74b,2025-08-14 18:22:46.435450+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,226,dis,6,7,1,5,3,2,4
5a5ec247-80bd-4417-a0ad-53bed2919d32,2025-08-14 18:37:37.594336+00:00,anthropic,claude-3-7-sonnet-20250219,0,3623,225,eld,6,7,5,4,2,1,3
58c70fd2-4889-4de0-aa1f-4b429d896114,2025-08-14 18:37:53.200342+00:00,anthropic,claude-3-7-sonnet-20250219,0,3623,228,eld,7,6,1,5,3,2,4
3fe6f8ee-c2c6-4bb7-a913-16b293e9f40b,2025-08-14 18:38:04.739461+00:00,anthropic,claude-3-7-sonnet-20250219,0,3623,229,eld,7,6,1,4,2,5,3
b7a6140c-3c37-46c4-894e-dcc6bfec4827,2025-08-14 18:38:13.112249+00:00,anthropic,claude-3-7-sonnet-20250219,0,3623,226,eld,7,6,1,5,3,2,4
0c39da61-710d-4b64-aacb-e62c817773ab,2025-08-14 18:38:21.618284+00:00,anthropic,claude-3-7-sonnet-20250219,0,3623,229,eld,6,7,1,5,2,3,4
dac05a90-e839-42d5-aad5-e849e12d1fcd,2025-08-14 18:52:09.741774+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,226,far,6,7,1,5,4,3,2
52f91fa8-486a-4b6e-b154-62886ddfda6e,2025-08-14 18:52:20.708487+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,229,far,7,6,1,5,3,2,4
6190a1dd-76fe-45ad-9f67-62adb94563b9,2025-08-14 18:52:27.072238+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,228,far,7,6,1,4,2,5,3
e19fd7dc-8cf8-498d-95b2-006a49cac23d,2025-08-14 18:52:45.140390+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,226,far,7,6,1,5,3,2,4
2d2f243b-362f-4671-bfc1-819d796ccaa2,2025-08-14 18:52:52.106773+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,228,far,6,7,1,5,3,2,4
b481c862-ebf8-4cdd-974e-c1fe82407416,2025-08-14 19:05:36.148133+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,225,fis,6,7,5,4,2,1,3
0d65c592-7c94-4889-bf37-86c98289833d,2025-08-14 19:05:59.185373+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,227,fis,7,6,1,5,4,3,2
1f563fe6-8a7e-4d37-9c52-73ec3b83166c,2025-08-14 19:06:11.590507+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,227,fis,7,6,3,4,2,1,5
369baf11-28ab-4b44-ab21-b54e4ad6fbf1,2025-08-14 19:06:22.520405+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,227,fis,7,6,1,5,3,2,4
6730fc45-1b3a-47bf-b2e7-a00480d47f61,2025-08-14 19:06:29.122587+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,229,fis,6,7,1,5,3,2,4
0eb432e3-affd-49fb-92ed-e2336947eb52,2025-08-14 19:20:09.515143+00:00,anthropic,claude-3-7-sonnet-20250219,0,3623,227,lan,6,7,5,4,2,1,3
a5464b6f-cd95-4bbd-bb82-80cd311598d1,2025-08-14 19:20:27.886970+00:00,anthropic,claude-3-7-sonnet-20250219,0,3623,227,lan,7,6,1,5,4,3,2
96614dbd-bb86-4de6-be04-bdb166388901,2025-08-14 19:20:35.334605+00:00,anthropic,claude-3-7-sonnet-20250219,0,3623,226,lan,7,6,3,4,2,1,5
c3716132-058b-42fd-a967-330ddf6591b8,2025-08-14 19:20:49.597805+00:00,anthropic,claude-3-7-sonnet-20250219,0,3623,228,lan,7,6,1,3,5,2,4
039bd4e8-5a9c-4a8c-9302-adea8f67d33f,2025-08-14 19:20:57.599671+00:00,anthropic,claude-3-7-sonnet-20250219,0,3623,227,lan,7,6,3,5,2,1,4
47ee9f9b-0480-48e1-9b4b-2871cddff35b,2025-08-14 19:34:51.586814+00:00,anthropic,claude-3-7-sonnet-20250219,0,3632,232,par,6,7,1,5,4,3,2
f0ef70cf-f3d2-4682-a6c4-73795b7b02fa,2025-08-14 19:35:00.224375+00:00,anthropic,claude-3-7-sonnet-20250219,0,3632,229,par,7,6,1,5,3,2,4
c1f26216-8755-41ff-b94e-00ed10bedd99,2025-08-14 19:35:08.111243+00:00,anthropic,claude-3-7-sonnet-20250219,0,3632,230,par,7,6,1,4,2,5,3
e483d491-429d-484c-a1c5-0d7383de9ed0,2025-08-14 19:35:15.361665+00:00,anthropic,claude-3-7-sonnet-20250219,0,3632,226,par,7,6,1,5,3,2,4
592c621f-fee4-47ac-9fec-3b9d7df1ac92,2025-08-14 19:35:24.685995+00:00,anthropic,claude-3-7-sonnet-20250219,0,3632,226,par,6,7,1,5,3,2,4
073b47d7-4084-488c-8270-d2bc8f91cfcc,2025-08-15 13:04:48.036119+00:00,anthropic,claude-3-7-sonnet-20250219,0,3632,229,par,6,7,1,5,4,3,2
a99e8f47-e873-43ef-81a9-bf76204f4ef1,2025-08-15 13:04:57.861878+00:00,anthropic,claude-3-7-sonnet-20250219,0,3632,229,par,7,6,1,5,3,2,4
fa664c04-54fb-42a9-85f9-e1f1a20eb264,2025-08-15 13:05:11.474455+00:00,anthropic,claude-3-7-sonnet-20250219,0,3632,230,par,7,6,1,4,2,5,3
0437ca44-7254-4007-8ad0-093af813ffd3,2025-08-15 13:05:21.408813+00:00,anthropic,claude-3-7-sonnet-20250219,0,3632,230,par,7,6,1,5,3,2,4
c282662c-48ed-45d7-bc68-6ad1920f91e7,2025-08-15 13:05:30.101713+00:00,anthropic,claude-3-7-sonnet-20250219,0,3632,226,par,6,7,1,5,3,2,4
7b845d47-eb38-49a8-a6f9-0f93a45b7849,2025-08-15 13:20:46.786332+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,226,sub,6,7,1,5,4,3,2
fcaee670-adbd-4890-90d5-241494bfe4a2,2025-08-15 13:20:53.351306+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,229,sub,7,6,1,5,3,2,4
80829f8d-6dc7-4f6e-abdd-ee2441d99d7f,2025-08-15 13:21:01.532697+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,226,sub,7,6,1,4,2,5,3
ac3848d6-da54-498d-9943-45f119395823,2025-08-15 13:21:11.249212+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,227,sub,7,6,1,5,3,2,4
74ea5945-fb75-409c-931b-9f5d5374d8a6,2025-08-15 13:21:20.784244+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,228,sub,6,7,1,5,3,2,4
8924cce6-354b-4923-ba3a-037375bb23db,2025-08-15 13:36:38.731431+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,226,vil,6,7,5,4,2,1,3
4e65df30-2865-41cc-81c6-8d103fe0d90d,2025-08-15 13:36:47.298842+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,228,vil,7,6,1,5,4,3,2
9802da80-48e9-42e3-88d5-9c9533aec19e,2025-08-15 13:36:55.802925+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,227,vil,7,6,3,4,2,1,5
8e6948eb-2cf8-4104-a7e6-eb586ae6ccde,2025-08-15 13:37:03.970930+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,227,vil,7,6,1,5,3,2,4
eee31c01-3ca2-4fd8-81ff-7847d7cfd5d9,2025-08-15 13:37:11.967174+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,227,vil,6,7,1,5,2,3,4
ad2d4c85-6d0a-4ee7-92a7-7a5703dd5bcc,2025-08-15 14:30:31.084806+00:00,anthropic,claude-3-7-sonnet-20250219,0,3626,225,coa,7,6,1,3,5,2,4
932be18e-2e0d-4cf3-886b-0f81e2aca3b3,2025-08-15 14:33:31.315784+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,227,dis,7,6,2,4,5,1,3
70dfe272-b542-4fa6-8e17-58f74e804477,2025-08-15 14:34:58.169232+00:00,anthropic,claude-3-7-sonnet-20250219,0,3593,225,eco,7,6,1,3,5,2,4
96bfb838-d75b-45aa-9101-e9a2e1f80bf5,2025-08-15 14:36:18.749614+00:00,anthropic,claude-3-7-sonnet-20250219,0,3620,228,far,7,6,1,3,5,2,4
425da146-2f42-46e1-b99e-ec70887d8b3a,2025-08-15 14:37:25.197095+00:00,anthropic,claude-3-7-sonnet-20250219,0,3584,225,fem,7,6,1,3,5,2,4
f5aec37a-8f93-4128-ac47-35782860f44a,2025-08-15 14:38:39.409560+00:00,anthropic,claude-3-7-sonnet-20250219,0,3596,226,lib,7,6,3,2,5,1,4
ab8ffe1a-f9c6-46dc-ba11-7ffa3762ddee,2025-08-15 14:39:41.182650+00:00,anthropic,claude-3-7-sonnet-20250219,0,3587,227,soc,7,6,1,4,2,3,5
5305a774-363f-4c84-94dc-76cd0d6084b9,2025-08-15 14:41:05.048042+00:00,anthropic,claude-3-7-sonnet-20250219,0,3614,226,sub,7,6,1,3,5,2,4
2d53f602-1430-4eb1-ae29-74364f83eb11,2025-08-15 14:42:23.155601+00:00,anthropic,claude-3-7-sonnet-20250219,0,3629,229,vil,7,6,2,4,5,1,3
16cdd0e0-39d4-4485-9322-e47b745c1ea3,2025-08-15 14:43:34.757783+00:00,anthropic,claude-3-7-sonnet-20250219,0,3602,226,ana,7,6,2,3,5,1,4
