cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,C1. There is not enough information to definitively say that climate change is real.,C2. The response to  climate change is not going to be positive.  The same mistakes will keep happening.,"C3. Climate variation is normal, so why should this be a problem?",C4. More educational programmes are needed to increase public awareness about climate change.,C5. Climate change will not be a problem because there will be technological solutions available.,C6. I don't trust what scientists say about climate change.,C7. I don't trust what I hear about climate change from government.,C8. We need strong political leadership to do something about climate change.,C9. I think it is safe to say climate change is here.,C10. I'm not going to do anything to address climate change because it is not a major issue.,C11. There's not much point in me doing anything to fix this. No-one else is going to.,C12. It's difficult to trust what comes out in the media on the issue of climate change.,"C13. It is already too late to do anything, as any action to stop climate change will take a long time to take effect.","C14. I'm not concerned enough to do anything drastic about this, such as participate in political action.",C15. It is unfair that we are going to leave the climate in a mess for future generations.,C16. We should pay for greenhouse emissions.,C17. We can adapt to the coming changes.,C18. It is clear that we are already entering the zone of dangerous climate change.,C19. I care about the planet.,"C20. I don't know what to do. I'm very concerned and would like to do something, but I don't have a realistic shortlist of things that would really make a difference.",C21. Australia does not owe it to the rest of the world to reduce emissions and suffer economically.,C22. If Australia reduces greenhouse gases it won't make a difference. That will just shift Australian jobs to other countries. ,C23. This is so depressing and is so out of our control.,"C24. I believe that the difference we can have as an individual, in Australia, is so minimal that our actions are worthless.","C25. Australia is particularly vulnerable to climate change, and it is in our interest to help find an effective global solution.",C26. We need laws addressing climate change because people are not going to volunteer to change.,"C27. I want to do something, but it is too big and too hard.","C28. When I read in the paper that climate change is not true, I start to have doubts about whether it is changing.",C29. Doing something to reduce emissions feels a bit hopeless but I just want to feel that I'm doing the most I can.,C30. The fate of the planet is too important to be left to market forces.,"C31. Australia's emissions are tiny, so it's not up to us to act.",C32. Governments should take a far greater role in preparing towns and cities to adapt to the impacts of climate change.,C33. Failure to address climate change is the fault of political leaders.
bef68dbc-e386-4d5f-bf5e-b267a3351d98,2025-08-18 15:12:29.011296+00:00,google,gemini-2.5-flash,0,3642,247,ana,1,10,1,10,1,1,11,1,11,1,1,11,1,1,11,1,5,11,11,1,1,1,1,1,9,1,1,1,3,11,1,1,10
8dd8965a-0e93-44f1-b4af-b4fba4a39228,2025-08-18 15:13:19.978478+00:00,google,gemini-2.5-flash,0,3642,249,ana,1,8,1,10,2,2,11,1,11,1,1,10,1,3,11,1,7,11,11,8,1,1,2,2,10,1,5,1,9,11,1,1,10
18345d65-c4a1-4014-965b-4ceb274523b7,2025-08-18 15:14:06.540241+00:00,google,gemini-2.5-flash,0,3642,247,ana,1,10,1,7,2,1,11,1,11,1,1,11,1,1,11,1,3,11,11,4,1,1,1,1,10,1,4,1,8,11,1,1,10
63be618f-480a-4b0f-8ffe-ff06d2357078,2025-08-18 15:14:48.292807+00:00,google,gemini-2.5-flash,0,3642,251,ana,1,9,1,10,1,1,11,1,11,1,1,10,1,2,11,1,3,11,11,9,1,1,2,1,10,1,5,1,6,11,1,1,10
af4f0346-0f97-4097-bf0a-6f8675115e7d,2025-08-18 15:15:38.917397+00:00,google,gemini-2.5-flash,0,3640,248,ana,1,9,1,9,1,1,11,1,11,1,1,10,3,1,11,2,5,11,11,1,1,1,2,1,10,1,2,1,6,11,1,1,11
28959474-6f12-48fd-ac27-727968f4e60b,2025-08-18 15:49:52.297451+00:00,google,gemini-2.5-flash,0,3650,250,eco,1,2,1,10,1,1,2,11,11,1,1,8,1,1,11,10,4,11,11,3,1,1,1,2,11,11,3,1,7,11,1,11,9
b39304af-752b-4775-8f7c-ea6920b4a431,2025-08-18 15:50:26.984129+00:00,google,gemini-2.5-flash,0,3654,250,eco,1,7,1,11,1,1,8,11,11,1,1,9,2,1,11,11,5,11,11,10,1,1,2,3,11,11,9,1,8,11,1,11,10
c7d865d6-489c-419c-9d71-b818601677d8,2025-08-18 15:51:05.892377+00:00,google,gemini-2.5-flash,0,3652,251,eco,1,4,1,11,1,1,8,11,11,1,1,9,1,1,11,11,2,11,11,8,1,1,2,1,11,11,3,1,9,11,1,11,10
9c0420c2-16ae-4fb7-91bd-bf0511318c75,2025-08-18 15:51:43.732999+00:00,google,gemini-2.5-flash,0,3652,248,eco,1,3,1,11,1,1,8,11,11,1,1,8,1,1,11,11,5,11,11,6,1,1,1,1,11,11,4,1,7,11,1,11,10
4742321e-0df5-4407-a68c-af5254f7b0a2,2025-08-18 15:52:12.451308+00:00,google,gemini-2.5-flash,0,3652,252,eco,1,2,1,10,1,1,8,11,11,1,1,9,1,1,11,10,4,11,11,1,1,1,1,1,11,11,2,1,7,11,1,11,10
65c4843f-f6b9-4edf-b483-e4b44075f6e4,2025-08-18 16:20:34.421483+00:00,google,gemini-2.5-flash,0,3647,250,fas,2,1,2,10,9,8,1,11,9,1,1,10,1,1,8,2,10,9,3,1,11,11,1,8,4,11,1,2,1,11,10,11,10
a1f02940-9a45-40b7-9a49-9a6d4a093550,2025-08-18 16:21:19.271751+00:00,google,gemini-2.5-flash,0,3645,252,fas,8,8,9,3,10,9,9,11,4,8,2,9,1,1,7,1,10,3,4,1,11,11,1,9,2,10,1,2,1,11,11,11,10
56a3f148-9832-4915-a8b2-910867b3923c,2025-08-18 16:22:05.715923+00:00,google,gemini-2.5-flash,0,3657,258,fas,7,10,9,3,10,10,10,11,4,9,1,11,8,1,8,1,11,3,4,1,11,11,1,11,3,11,1,11,1,11,11,11,10
f7f5c57c-aa5d-4151-9909-1b18e4c18b1f,2025-08-18 16:22:43.365160+00:00,google,gemini-2.5-flash,0,3647,248,fas,9,1,9,8,10,9,1,11,7,9,1,11,1,1,10,2,11,6,3,1,11,11,1,1,8,11,1,2,1,11,2,11,10
4563cddc-31c2-4d95-b5cc-6b496de79e58,2025-08-18 16:23:47.189982+00:00,google,gemini-2.5-flash,0,3647,250,fas,1,1,2,10,9,7,1,11,8,1,1,9,3,1,10,2,10,9,4,1,11,9,1,10,8,11,1,1,1,11,10,11,10
1fe97c57-a264-4101-83e9-e7bec156c23f,2025-08-18 16:58:57.506328+00:00,google,gemini-2.5-flash,0,3641,250,fem,1,3,1,10,2,1,6,11,11,1,1,7,1,1,11,8,4,11,11,8,1,1,3,3,11,11,8,1,9,11,1,11,10
2f0d3c47-4783-4973-b40b-edae61b629e3,2025-08-18 16:59:33.369948+00:00,google,gemini-2.5-flash,0,3645,255,fem,1,3,1,11,2,1,9,11,11,1,1,9,1,1,11,10,4,11,11,10,1,1,2,2,11,11,7,1,9,11,1,11,10
a0584ed8-9b40-4d65-9fb7-ed74a7732f1d,2025-08-18 17:00:06.302429+00:00,google,gemini-2.5-flash,0,3641,248,fem,1,7,1,10,2,1,6,11,11,1,1,9,1,1,11,10,4,11,11,9,1,1,5,1,11,11,8,1,8,11,1,11,9
5d48c39f-fe76-4cda-b132-9a3dc3d0ddf3,2025-08-18 17:00:45.491810+00:00,google,gemini-2.5-flash,0,3643,254,fem,1,2,1,11,1,1,8,11,11,1,1,7,1,1,11,10,3,11,11,9,1,1,1,1,11,11,7,1,8,11,1,11,10
f3131181-f22f-49ec-828f-6b185a7a923d,2025-08-18 17:01:19.203776+00:00,google,gemini-2.5-flash,0,3641,252,fem,1,2,1,11,2,1,8,11,11,1,1,9,1,1,11,10,4,11,11,7,1,1,1,1,11,11,6,1,8,11,1,11,9
ede415d1-e486-4d08-99ba-8ee7fa58e7dc,2025-08-18 17:33:25.449985+00:00,google,gemini-2.5-flash,0,3664,259,fun,11,10,11,1,7,11,11,1,1,11,11,11,1,11,1,1,9,1,10,1,11,10,1,10,1,1,1,11,1,1,10,1,1
e2f39b6d-eecd-44e3-8dc5-211d8a43418d,2025-08-18 17:34:11.313119+00:00,google,gemini-2.5-flash,0,3658,252,fun,10,9,11,1,3,11,11,1,3,11,11,11,2,11,3,1,9,1,8,1,11,11,2,11,1,1,1,9,1,1,11,3,1
d2b68a05-5444-48cd-9721-7a63ecafc7ec,2025-08-18 17:34:57.280119+00:00,google,gemini-2.5-flash,0,3664,251,fun,10,10,11,1,9,11,11,1,1,11,9,11,8,11,1,1,9,1,11,1,11,10,7,10,1,1,1,10,3,10,10,1,2
936bb886-4750-4ee8-a835-09a37223f8ce,2025-08-18 17:35:49.403448+00:00,google,gemini-2.5-flash,0,3652,251,fun,11,9,10,1,2,11,10,1,1,11,9,10,1,11,1,1,7,1,8,1,10,10,8,9,1,1,1,9,1,1,7,1,1
24d6efba-39e1-485d-8586-3939c3020977,2025-08-18 17:36:31.976483+00:00,google,gemini-2.5-flash,0,3662,257,fun,11,10,11,1,7,11,11,1,6,10,10,11,10,10,2,1,9,1,7,1,10,9,4,10,1,1,1,2,2,11,10,7,1
90ff023f-8913-4629-bfbe-1441f3c17072,2025-08-18 18:10:18.753927+00:00,google,gemini-2.5-flash,0,3645,246,lib,1,2,1,10,4,1,4,9,10,1,1,8,1,2,11,11,7,10,11,7,2,2,2,1,11,6,7,1,8,9,1,8,4
79035381-b84e-42f8-8a83-8c12da8317a4,2025-08-18 18:11:09.581753+00:00,google,gemini-2.5-flash,0,3641,246,lib,1,2,1,9,3,1,7,9,11,1,1,8,1,4,10,9,5,10,11,8,2,3,1,1,10,6,4,2,8,3,1,9,7
9bddcb6a-b6b5-4fe0-9db9-a9d125e05fcf,2025-08-18 18:12:01.166343+00:00,google,gemini-2.5-flash,0,3647,246,lib,1,4,1,10,6,1,4,9,11,1,2,8,1,3,11,10,8,10,11,7,2,2,2,2,11,9,6,1,7,7,1,10,8
23157da5-f863-4aa0-8574-265f3953837b,2025-08-18 18:12:42.848185+00:00,google,gemini-2.5-flash,0,3647,250,lib,1,3,1,10,4,1,8,10,11,1,1,8,1,2,11,11,8,10,11,8,2,2,2,1,10,9,6,2,7,5,2,9,7
a67b72f4-11ae-4c3f-bb29-880db16c6f16,2025-08-18 18:13:23.640656+00:00,google,gemini-2.5-flash,0,3647,246,lib,1,3,1,10,10,1,6,8,11,1,1,9,2,3,11,11,9,10,11,6,4,4,2,2,10,9,4,2,8,1,2,8,7
853ddb10-ac1f-4617-bee6-82a4e2ca6ba9,2025-08-18 18:45:22.597785+00:00,google,gemini-2.5-flash,0,3661,253,nat,1,1,2,10,10,2,1,11,9,1,9,10,1,5,11,1,11,9,10,8,11,11,1,9,10,10,8,3,7,11,11,11,10
ac4fd9db-64a4-43bb-9a04-f724158566c7,2025-08-18 18:46:13.161561+00:00,google,gemini-2.5-flash,0,3665,259,nat,9,10,10,3,10,9,9,11,7,9,10,10,10,10,11,1,11,7,5,6,11,11,10,10,9,2,6,8,4,6,11,11,10
c857238e-b1ee-4e07-9d10-90bc0ab633cf,2025-08-18 18:47:00.464006+00:00,google,gemini-2.5-flash,0,3651,246,nat,4,9,9,6,10,9,9,10,7,8,9,10,8,3,10,1,11,3,2,2,11,11,1,8,10,9,2,9,2,7,11,11,8
c16ee58c-7eae-4e67-b694-cf7df00a6647,2025-08-18 18:47:51.377140+00:00,google,gemini-2.5-flash,0,3643,243,nat,8,3,7,4,8,6,7,10,6,9,7,9,7,5,9,1,10,2,3,4,11,11,2,9,9,7,6,8,6,8,10,11,9
7bf6db06-2ae4-4b23-9f9f-919471f04f3a,2025-08-18 18:48:47.338175+00:00,google,gemini-2.5-flash,0,3647,248,nat,8,8,9,6,10,7,7,9,6,9,9,8,8,9,10,2,10,4,3,3,11,11,7,10,7,7,8,7,7,6,11,11,8
3b669285-3a53-4589-831f-c79c3b78572e,2025-08-18 19:19:57.446640+00:00,google,gemini-2.5-flash,0,3678,266,pop,10,10,9,3,10,11,11,11,9,2,10,11,9,6,10,1,10,9,10,10,11,11,10,10,5,7,10,9,10,10,11,10,11
ce183a0d-f5a8-42f8-b4ff-c02e3c40a108,2025-08-18 19:20:44.514933+00:00,google,gemini-2.5-flash,0,3676,260,pop,10,10,10,1,10,10,11,11,6,9,10,11,9,9,11,1,10,2,10,10,11,11,10,10,3,1,10,9,8,9,11,10,11
5ee3ceca-c862-4c0e-adff-e2a51df59385,2025-08-18 19:21:22.509182+00:00,google,gemini-2.5-flash,0,3656,250,pop,8,10,9,3,8,11,11,10,7,9,6,11,9,2,9,1,10,3,9,8,11,11,8,9,6,2,8,9,5,8,10,10,11
3d0c46ed-a8f5-4b6d-9092-6a2036fc57cc,2025-08-18 19:21:55.388672+00:00,google,gemini-2.5-flash,0,3654,252,pop,9,10,9,2,7,9,11,10,7,9,3,11,8,1,10,1,9,4,9,7,11,11,2,3,8,3,7,8,4,8,10,10,11
27fdca00-ed0c-4e66-aa50-2e30dec92640,2025-08-18 19:22:49.442639+00:00,google,gemini-2.5-flash,0,3656,252,pop,7,10,6,3,8,9,11,10,8,4,2,10,4,1,11,2,7,9,11,9,11,10,3,2,8,4,3,5,8,9,10,10,11
48d126f5-0ea8-44e4-9ac7-7fdda9e28b31,2025-08-18 19:52:59.553073+00:00,google,gemini-2.5-flash,0,3647,252,soc,1,5,1,10,2,1,2,11,11,1,1,9,1,1,11,8,4,11,11,7,1,1,2,3,11,10,7,1,6,11,1,11,10
6943ea5c-ec3a-4dfd-a3f9-474b1b96e489,2025-08-18 19:53:29.867702+00:00,google,gemini-2.5-flash,0,3645,251,soc,1,3,1,10,2,1,4,11,11,1,1,9,1,1,11,8,4,11,11,9,1,1,2,8,11,11,5,1,7,11,1,11,9
88b0401a-0a40-4b92-84c0-b8b1896c83b4,2025-08-18 19:54:03.223475+00:00,google,gemini-2.5-flash,0,3643,247,soc,1,3,1,9,2,1,8,10,11,1,1,9,1,1,11,3,4,11,11,6,1,1,2,7,11,11,6,1,4,11,1,11,9
e73e5717-5a10-4f59-882a-6bf0e24b7974,2025-08-18 19:54:41.991510+00:00,google,gemini-2.5-flash,0,3645,248,soc,1,5,1,9,1,1,9,11,11,1,1,9,1,1,11,8,3,11,11,7,1,1,1,2,11,11,6,1,4,11,1,10,10
8c01ec16-911b-45a4-ab0e-49f8cbb98147,2025-08-18 19:55:20.191310+00:00,google,gemini-2.5-flash,0,3643,250,soc,1,3,1,8,2,1,9,10,11,1,1,9,2,1,11,8,4,11,11,4,1,1,2,2,11,10,3,1,4,11,1,11,9
2c97ed76-c35d-4f4f-8e7c-4095473a9daf,2025-08-18 20:26:25.299976+00:00,google,gemini-2.5-flash,0,3692,260,coa,1,10,1,10,2,1,10,11,11,1,8,10,8,1,11,11,3,11,11,10,1,1,11,7,11,11,9,1,9,11,1,11,11
e0782207-e14e-4e3a-ba2c-5c526530b052,2025-08-18 20:26:52.241713+00:00,google,gemini-2.5-flash,0,3692,255,coa,1,10,1,9,1,1,10,11,11,1,3,10,9,1,11,11,3,11,11,10,1,2,10,9,11,11,10,1,9,11,1,11,11
a79086dd-7452-4cef-974d-39c4651c7966,2025-08-18 20:27:27.194941+00:00,google,gemini-2.5-flash,0,3696,255,coa,1,9,1,10,1,1,11,11,11,1,10,9,10,1,11,11,7,11,11,10,1,1,10,10,11,11,10,1,9,11,1,11,11
2b959be1-cbef-464b-b4e1-9cc02ee423a8,2025-08-18 20:27:57.849055+00:00,google,gemini-2.5-flash,0,3690,259,coa,1,10,1,7,1,1,10,11,11,1,9,9,10,1,11,11,2,11,11,9,1,1,11,9,11,11,10,1,8,11,1,11,11
706af898-5039-4bbe-b228-9f418ffa0eb5,2025-08-18 21:02:04.414289+00:00,google,gemini-2.5-flash,0,3675,257,ctr,1,9,1,10,2,1,9,11,11,1,8,8,6,5,11,9,3,11,11,9,2,2,10,9,11,10,10,1,9,11,1,11,11
7ef70105-cb5e-40f2-bcfe-75ec242f306e,2025-08-18 21:02:40.287180+00:00,google,gemini-2.5-flash,0,3677,255,ctr,1,9,1,10,2,1,9,11,11,1,10,9,7,2,11,8,2,11,10,10,3,3,11,9,11,11,9,1,9,11,1,11,11
da131d76-b4fc-4eff-aa94-885e5106749d,2025-08-18 21:03:14.464215+00:00,google,gemini-2.5-flash,0,3677,254,ctr,1,9,1,9,2,1,9,11,11,1,6,9,9,1,11,9,2,11,10,10,2,3,11,8,11,11,10,1,10,11,1,10,11
1333b51c-c62c-4bb5-a95c-78014a85d91e,2025-08-18 21:03:46.732840+00:00,google,gemini-2.5-flash,0,3681,254,ctr,1,10,1,9,1,1,10,11,11,1,8,9,9,1,11,10,2,11,11,11,1,1,10,9,11,11,11,1,9,11,1,11,11
3e044f3c-9155-4a60-8372-5dda337b1047,2025-08-18 21:04:17.002588+00:00,google,gemini-2.5-flash,0,3685,259,ctr,1,10,1,10,3,1,10,11,11,1,10,9,9,1,11,9,7,11,11,10,2,2,11,10,11,11,10,1,9,11,1,11,11
9b2e26df-2c93-4cd2-b85f-870677ed8b03,2025-08-18 21:32:22.813702+00:00,google,gemini-2.5-flash,0,3685,255,dis,1,7,1,10,3,1,3,11,11,1,3,6,2,1,11,10,9,11,11,9,2,2,7,4,11,10,9,1,9,11,2,11,10
35c20b5f-4909-4096-b807-427350add431,2025-08-18 21:32:54.383885+00:00,google,gemini-2.5-flash,0,3689,259,dis,1,8,1,11,3,1,7,11,11,1,2,8,2,1,11,10,5,11,11,10,2,2,7,6,11,11,9,1,10,11,1,11,11
181f99df-4ff1-4028-a9ac-3bd14858397f,2025-08-18 21:33:31.442234+00:00,google,gemini-2.5-flash,0,3685,258,dis,1,6,1,11,2,1,5,11,11,1,2,7,1,1,11,10,7,11,11,9,1,3,4,2,11,11,8,1,8,10,1,11,10
bf5987ad-e6ea-4f51-98d7-b72932190dea,2025-08-18 21:34:08.644108+00:00,google,gemini-2.5-flash,0,3685,253,dis,1,4,1,11,2,1,8,11,11,1,1,6,1,1,11,10,5,11,11,9,1,1,3,2,11,11,9,1,8,10,1,11,10
874d650a-e604-49b6-a454-89c60cd3f28d,2025-08-18 21:34:43.882839+00:00,google,gemini-2.5-flash,0,3685,259,dis,1,8,1,10,2,1,7,11,11,1,3,8,3,2,11,9,6,11,11,5,2,2,7,3,10,11,9,1,10,11,1,11,10
4138da26-109f-440b-a936-95ce0796c086,2025-08-18 22:02:25.422541+00:00,google,gemini-2.5-flash,0,3672,247,eld,1,9,1,7,2,1,8,11,11,1,9,7,8,2,10,9,3,11,11,8,2,3,9,8,10,9,10,1,9,10,1,11,10
c3ebc6eb-5b94-41fb-a975-265ebcd548f1,2025-08-18 22:03:03.032617+00:00,google,gemini-2.5-flash,0,3682,257,eld,1,10,1,7,1,2,9,11,11,1,9,9,9,8,11,8,2,11,11,11,3,3,11,10,10,10,10,1,9,11,2,11,11
de4a465b-ef58-4735-8fca-9e7fc9bc36b6,2025-08-18 22:03:35.591612+00:00,google,gemini-2.5-flash,0,3688,256,eld,1,10,1,10,2,1,10,11,11,1,3,10,3,1,11,8,3,11,11,10,2,3,10,3,11,11,10,1,10,11,1,11,11
1216a4c4-3c2c-43e8-b706-fe9826258a59,2025-08-18 22:04:07.699566+00:00,google,gemini-2.5-flash,0,3684,257,eld,1,9,1,9,1,1,10,11,11,1,9,8,8,3,11,10,2,11,11,11,1,1,10,9,11,11,11,1,10,11,1,11,11
09c9f225-e0db-4f2e-9d10-941df01a55e0,2025-08-18 22:04:36.972055+00:00,google,gemini-2.5-flash,0,3682,260,eld,1,10,1,9,2,1,10,11,11,1,9,7,9,7,11,8,4,11,11,10,3,3,11,9,10,11,10,1,9,11,2,11,11
510e2b7e-ba83-488a-8c21-9eb0c6a8b3cc,2025-08-18 22:33:04.363607+00:00,google,gemini-2.5-flash,0,3679,255,far,1,9,1,10,2,1,9,11,11,1,9,8,3,1,11,10,3,11,11,9,1,1,10,9,11,10,10,1,10,11,1,11,11
db10b579-45b0-4cc0-8752-bab2b6df6bf2,2025-08-18 22:33:31.332900+00:00,google,gemini-2.5-flash,0,3683,259,far,1,8,1,10,2,1,10,11,11,1,2,10,3,1,11,11,2,11,11,10,1,1,11,8,11,11,9,1,10,11,1,11,11
15a56239-f2e4-40cb-abe7-e6b3e47243dd,2025-08-18 22:34:31.539024+00:00,google,gemini-2.5-flash,0,3681,254,far,1,9,1,10,1,1,9,11,11,1,9,8,10,1,11,10,3,11,11,10,1,1,10,9,11,11,10,1,9,11,1,11,11
24e608ca-a003-4a2b-9e68-b74328d9a7b6,2025-08-18 22:35:03.578354+00:00,google,gemini-2.5-flash,0,3683,256,far,1,9,1,11,2,1,10,11,11,1,3,9,4,1,11,10,6,11,11,10,1,1,11,3,11,11,10,1,10,11,1,11,11
712967c7-45fa-45ce-8746-1878b70d3704,2025-08-18 23:03:49.633342+00:00,google,gemini-2.5-flash,0,3680,257,fis,1,9,1,8,2,1,7,11,11,1,9,8,7,2,11,10,5,11,11,9,3,3,10,10,11,10,10,1,9,10,1,10,11
bd6e9ae2-760a-4628-a37e-ec2635f1891f,2025-08-18 23:04:19.815236+00:00,google,gemini-2.5-flash,0,3676,254,fis,1,9,1,10,3,3,7,11,11,1,6,8,4,1,11,9,7,11,11,10,2,3,9,8,11,10,8,1,9,10,1,11,10
8e458881-9583-4642-a5e9-405495cc4283,2025-08-18 23:04:49.819320+00:00,google,gemini-2.5-flash,0,3676,253,fis,1,9,1,10,3,1,7,11,11,1,3,9,5,2,11,9,2,11,11,9,1,3,10,6,11,11,8,1,8,10,1,11,11
69569949-1993-4304-80d1-7d8c57558e7b,2025-08-18 23:05:19.509118+00:00,google,gemini-2.5-flash,0,3680,253,fis,1,8,1,10,1,1,8,11,11,1,9,7,6,4,11,10,3,11,11,10,2,2,9,9,10,11,10,1,9,11,2,10,10
15c04b6c-2851-4950-b2bd-72d2ae134b9c,2025-08-18 23:05:53.308600+00:00,google,gemini-2.5-flash,0,3682,256,fis,1,9,1,10,1,1,10,11,11,1,9,8,4,1,11,10,4,11,11,9,2,3,11,9,11,11,10,1,8,11,2,10,11
dce2895f-005e-4aa7-a16d-a116127ae6c2,2025-08-18 23:38:09.933624+00:00,google,gemini-2.5-flash,0,3685,263,lan,1,9,1,9,3,1,7,11,11,1,9,8,9,2,11,8,5,11,11,10,7,6,10,10,11,11,11,1,10,11,2,11,11
38c99eae-a183-4a3b-bcb7-eaa4f47c53b6,2025-08-18 23:38:45.411835+00:00,google,gemini-2.5-flash,0,3689,256,lan,1,10,1,8,3,3,9,11,11,1,10,9,9,2,11,8,3,11,11,11,4,4,11,10,11,10,10,1,10,11,2,10,11
7a797067-b876-4635-9f2e-3b9ddaeca579,2025-08-18 23:39:21.966664+00:00,google,gemini-2.5-flash,0,3683,258,lan,1,9,1,9,3,1,9,11,11,1,7,9,5,2,11,8,4,11,11,11,3,4,11,8,11,10,10,1,10,10,2,11,10
b900a277-0317-414d-b198-d6172af4e868,2025-08-18 23:40:07.048621+00:00,google,gemini-2.5-flash,0,3689,257,lan,1,10,1,8,1,3,10,11,11,1,9,9,10,5,11,9,4,11,11,11,6,3,11,9,10,10,11,1,10,10,2,11,11
206847d6-aa29-4cd4-8ffd-903bdfe7da32,2025-08-18 23:40:45.151582+00:00,google,gemini-2.5-flash,0,3683,254,lan,1,9,1,9,2,1,10,11,11,1,9,8,8,1,11,8,4,11,11,10,3,3,11,9,11,10,10,1,9,10,2,10,11
79ebe068-6722-4280-90dc-35bdf04cf262,2025-08-19 00:11:50.970658+00:00,google,gemini-2.5-flash,0,3694,259,par,1,9,1,10,2,1,9,11,11,1,3,9,7,1,11,10,6,11,11,10,1,1,9,8,11,10,10,1,10,11,1,11,11
