cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
41471b52-d598-4096-9acd-48747b301049,2025-08-19 01:40:16.185713+00:00,google,gemini-2.5-flash,0,5104,339,vil,4,8,7,6,5,1,3,2,9
85d88cc4-764a-46c0-a1e6-9e7c4b58164f,2025-08-19 01:41:07.230375+00:00,google,gemini-2.5-flash,0,5098,338,vil,4,8,7,5,6,1,3,2,9
9f5c0367-1c0c-4809-a6f4-5a63c27bbd28,2025-08-19 01:42:06.448290+00:00,google,gemini-2.5-flash,0,5102,341,vil,7,4,1,8,6,9,3,2,5
aa3c190b-eee7-442e-857a-1f2dfd09872f,2025-08-19 01:42:58.671206+00:00,google,gemini-2.5-flash,0,5098,340,vil,2,5,8,4,6,3,1,7,9
f430141a-c713-413c-aef1-87bc884c730f,2025-08-19 01:43:43.927022+00:00,google,gemini-2.5-flash,0,5102,342,vil,3,5,8,4,7,1,2,6,9
c1ab1ad0-cec1-49fd-8f78-e65b81ee1d0a,2025-08-19 08:05:39.957081+00:00,google,gemini-2.5-flash,0,5105,337,coa,4,6,7,2,8,1,3,5,9
8515efb9-7eae-4057-b9e3-29ed1c6deff8,2025-08-19 08:06:40.172450+00:00,google,gemini-2.5-flash,0,5099,338,eld,5,6,8,4,7,1,3,2,9
958f0471-cdd9-4e4c-922b-47eeeba77fa6,2025-08-19 08:07:39.958123+00:00,google,gemini-2.5-flash,0,5095,339,fis,3,7,8,5,4,1,2,6,9
db64bde0-68d4-4351-88e9-041b77904fce,2025-08-19 08:23:07.717375+00:00,google,gemini-2.5-flash,0,5109,340,coa,3,6,7,5,8,1,2,4,9
7662646c-119f-4d66-a53c-275079d7e19e,2025-08-19 08:24:09.742828+00:00,google,gemini-2.5-flash,0,5105,337,coa,4,6,7,2,8,1,3,5,9
