cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,C1. Reducing greenhouse gases should not mean prices have to go up.,"C2. Can we be confident, that if we store CO2 the storage facility is going to hold it forever? That's really the issue. And I don't think anybody can answer that question.",C3. Our present energy system is so cheap precisely because it is unsustainable.,C4. Many big ticket solutions to energy problems that we don't understand are just too risky.,C5. Combining technologies in the energy sector is a much more promising and more productive approach than relying on a single approach. ,C6. Energy technologies such as nuclear power and geosequestration are too risky. It's better to improve the technologies that we already have.,C7. Governments must fund new infrastructure investment in the face of uncertainty in the economics of energy technologies.,"C8. Energy technologies are pretty complex, so I leave it to the experts. ","C9. Wind power has its downsides — it is highly visible and can kill birds. The fact is though, that any man-made structure can kill birds.	",C10. Coal gasification is needed to produce hydrogen on the scale required for a possible transition to a hydrogen-based economy.,C11. Australia should  turn more attention to biomass energy sources because it is CO2 neutral (the carbon dioxide used by the growing plants is released when they are burned).,C12. Any tax to reduce greenhouse gas emissions will have a detrimental economic effect on the nation.,C13. There is no need make expensive investments in technological changes within the energy sector.,"C14. If the cost of greenhouse gas emissions is factored in, the cost of renewables compared to coal isn't so big.",C15. Reducing our reliance on oil would be good for the economy and the environment.,"C16. Solar power is pointless because it can't guarantee constant supply, for obvious reasons: the sun doesn't always shine.","C17. Nuclear has a few dangers, but they're trivial compared with the dangers of emitting greenhouse gases and letting global warming happen.",C18. Fuzzy-headed thinking about alternative energy sources seems not to appreciate the need for certainty of supply and excess capacity to keep economies growing.,C19. Nuclear power is a more proven technology than it was 30 years ago. In reality atomic power generation can be a very safe system if designed and operated correctly.,"C20. It is very hard to trust all these so-called experts arguing for one energy technology or another, especially when they, or their bosses, are just in it to make money.",C21. Rather than look at costly renewable energy a more fair-dinkum strategy would be to encourage technology that captures greenhouse emissions like carbon dioxide.,"C22.  If Australia mines uranium, the country should be able to generate power from it.","C23. Local energy solutions such as windfarms are good for jobs, local economies and tourism.",C24. Energy is going to get costly so we had better start investing in alternatives.,"C25. Australia doesn't support alternative energy opportunities. Industry comes along and says, 'Have I got something for you' (such as carbon sequestration, or a new power station) and they get government subsidies to do it.","C26. I'm not pro-nuclear, I'm not pro-coal, I'm not pro-wind, I'm not pro any kind of generation. I'm pro-energy conservation through changes to our behavioural and design practices.","C27. Environmental, reliability and cost issues will limit the adoption of large-scale  of certain renewable technologies. ",C28. Australia spends too much on research and development in energy technologies.,C29. Nuclear is the inevitable replacement for old hydrocarbon technology. It is cost-competitive with coal and will cogenerate potable water and hydrogen also at societally acceptable costs.,"C30. You could have a wind farm across all of the outback that would kill every kookaburra, but it wouldn't provide the baseload power we need.",C31. Climate change considerations have no role in the development of national and global energy policies.,C32. Prices of alternative energy will fall as technology improves.,C33. The limited strategic and technical insight that is so entrenched in Australia is limiting the development of innovative energy technologies.,"C34. Any return on geosequestration is 15 to 20 years off, whereas the proven technology of renewable energy offers immediate gains.","C35. The petroleum age is far from over, we will still be able to keep finding more oil.","C36. The urgency of addressing greenhouse emissions cannot stay on back burner for too much longer. So we need to find a solution quickly, such as CO2 capture and storage.",C37. We need coal because it is a cheap and reliable energy source.,C38. Geothermal or hot rock technology will provide a reliable and unlimited and cheap energy source.,C39. I don't want the implementation of new energy technologies to disrupt my way of life.,C40. Natural gas is the bridging fuel between the oil economy and the hydrogen economy.,C41. Renewable sources do not have the potential to meet our future energy needs as they stand.,"C42. Renewables are part of the long-term solution, but for the foreseeable future, they just can't do the job.","C43. Apart from coal, natural gas is the only other potentially reliable source of power for the state.",C44. Using biomass from crops has significant expansion potential and would be good for the rural industry.,C45. Coal-powered energy needs to be minimised because of its high greenhouse gas emissions.
4d4ebe13-f9d5-4b56-90e5-af914af98cdc,2025-08-18 15:37:54.031508+00:00,google,gemini-2.5-flash,0,5061,333,ana,4,10,11,11,10,11,1,1,9,1,4,1,1,11,11,1,1,1,1,11,1,1,9,9,11,11,4,3,1,1,1,8,9,9,1,4,1,8,1,2,1,1,1,2,11
7898015f-67c2-426b-a113-b2f3c0aa8c9f,2025-08-18 15:38:43.588337+00:00,google,gemini-2.5-flash,0,5065,331,ana,8,11,11,11,10,11,1,1,7,1,3,9,2,11,11,1,1,1,1,11,1,1,8,9,11,11,9,8,1,4,1,8,10,10,1,3,1,9,2,1,3,3,1,3,11
bbcf4c9b-6462-4542-8dc4-63781450604d,2025-08-18 15:39:36.014545+00:00,google,gemini-2.5-flash,0,5069,342,ana,4,10,11,11,11,10,1,1,9,1,3,2,1,10,11,1,1,1,1,11,1,1,11,10,11,11,8,9,1,1,1,9,10,10,1,2,1,6,5,2,1,2,1,5,11
72afa84c-9ccb-402f-8c16-550890b04471,2025-08-18 15:40:38.763751+00:00,google,gemini-2.5-flash,0,5069,338,ana,5,10,11,11,10,10,1,1,7,1,4,1,1,11,11,1,1,1,1,11,3,1,10,9,11,11,8,1,1,1,1,10,10,11,1,3,1,9,1,2,1,1,1,3,11
0c018ec4-7edc-488c-8e50-ba26c3f07a6d,2025-08-18 16:10:12.942590+00:00,google,gemini-2.5-flash,0,5071,335,eco,2,10,11,9,11,8,9,2,9,1,1,1,1,11,11,1,2,1,4,9,1,2,10,10,10,11,4,1,3,1,1,10,10,10,1,3,1,7,1,1,1,1,1,2,11
38ad5bcb-a462-46b6-8f2a-c6a3eb975060,2025-08-18 16:10:52.391857+00:00,google,gemini-2.5-flash,0,5071,336,eco,2,11,11,9,11,9,10,2,8,1,3,1,1,11,11,1,2,1,3,9,1,2,9,10,10,11,4,1,1,1,1,11,10,10,1,4,1,8,1,3,1,1,1,3,11
c88c333e-51c6-4cd2-8a6e-f35e3b021e9b,2025-08-18 16:11:36.912168+00:00,google,gemini-2.5-flash,0,5073,334,eco,4,10,11,8,10,7,9,3,9,1,3,2,1,11,11,1,5,2,4,8,1,3,10,10,10,11,5,1,1,2,1,11,10,10,1,6,1,10,1,2,1,2,1,3,11
9fee5ecd-1528-4004-b766-215e0aa519d3,2025-08-18 16:12:30.899143+00:00,google,gemini-2.5-flash,0,5075,336,eco,3,11,11,9,11,8,10,3,9,1,3,1,1,11,11,1,7,1,6,10,1,3,10,11,11,11,4,1,4,1,1,11,10,11,1,3,1,9,1,2,1,2,1,2,10
72b8f10b-2ce3-44c7-9171-3c05f70e6259,2025-08-18 16:13:10.518596+00:00,google,gemini-2.5-flash,0,5073,338,eco,3,11,11,9,10,8,10,3,9,1,2,1,1,11,11,1,2,1,3,7,1,1,10,10,11,11,4,1,1,1,1,11,10,11,1,3,1,9,1,2,1,1,1,2,11
6839990f-3144-4e96-89e4-d5a10deb8b2a,2025-08-18 16:46:10.328634+00:00,google,gemini-2.5-flash,0,5074,335,fas,10,3,3,1,9,1,11,5,3,9,8,11,1,2,10,11,1,11,11,10,8,11,2,8,2,1,10,1,10,11,11,6,10,4,7,2,11,9,1,9,10,8,9,9,1
7f5ff236-2e6e-4098-8961-725dc0470fb9,2025-08-18 16:47:07.345203+00:00,google,gemini-2.5-flash,0,5080,338,fas,10,8,9,4,9,1,11,2,5,10,7,10,1,2,10,10,7,11,11,10,8,11,4,10,3,1,9,1,11,11,11,7,10,6,7,6,11,10,1,9,10,9,10,8,1
3861f324-7840-4664-b9f5-3af5ee7b87ce,2025-08-18 16:47:53.865427+00:00,google,gemini-2.5-flash,0,5072,336,fas,10,2,2,1,8,1,11,2,6,10,4,10,1,1,10,10,4,11,11,9,9,11,3,10,9,1,9,1,11,10,9,5,10,3,4,6,11,11,1,9,9,8,9,4,1
1a1f926a-09c2-4517-9bcf-dbcbd7b1db82,2025-08-18 16:48:46.672645+00:00,google,gemini-2.5-flash,0,5086,342,fas,11,9,9,9,10,1,11,2,10,10,7,11,1,1,11,10,1,11,11,11,9,11,7,9,10,1,10,8,11,11,11,8,11,8,6,1,11,11,1,8,10,9,10,9,1
be415bf5-b66a-4c0f-9f76-f1a01c8772ad,2025-08-18 16:49:47.389996+00:00,google,gemini-2.5-flash,0,5088,345,fas,11,1,7,1,10,1,11,8,6,11,6,11,1,1,11,11,10,11,11,10,10,11,4,10,2,1,10,1,11,11,11,9,11,2,9,9,11,11,1,9,10,10,7,8,1
2727011a-235f-4cee-bb1b-17b7483e2de4,2025-08-18 17:21:43.318366+00:00,google,gemini-2.5-flash,0,5064,335,fem,3,10,11,9,11,8,9,2,9,1,3,1,1,11,11,1,3,1,5,10,1,2,10,10,10,11,4,1,3,1,1,11,10,10,1,7,1,9,1,2,1,2,1,4,11
ce9bed39-ccb4-476e-b582-78b0c44c3ea1,2025-08-18 17:22:35.198844+00:00,google,gemini-2.5-flash,0,5070,336,fem,5,11,11,10,11,10,9,1,9,1,4,1,1,11,11,1,1,1,2,10,1,1,11,11,10,11,3,1,1,1,1,11,10,11,1,3,1,10,1,2,1,2,1,4,11
2d135658-235c-4c75-b54e-7f8baee67836,2025-08-18 17:23:26.992406+00:00,google,gemini-2.5-flash,0,5066,338,fem,8,10,11,9,11,9,10,2,9,1,4,2,1,11,11,1,4,2,4,10,1,3,10,11,10,11,5,1,1,2,1,11,10,10,1,7,1,8,1,2,2,3,1,4,11
8976c86d-66b8-4e1b-9db4-ce20e777ab5c,2025-08-18 17:24:14.938936+00:00,google,gemini-2.5-flash,0,5068,336,fem,3,10,11,9,11,10,10,1,9,1,7,1,1,11,11,1,2,1,4,11,1,3,10,10,11,11,8,1,2,1,1,10,10,11,1,6,1,7,1,3,1,2,1,7,11
b3751ee0-fefb-4647-9513-de835aa8971a,2025-08-18 17:24:59.596400+00:00,google,gemini-2.5-flash,0,5074,337,fem,4,11,11,10,11,10,10,1,10,1,4,1,1,11,11,1,3,2,3,11,2,4,10,10,11,11,5,1,1,1,1,11,10,11,1,6,1,10,1,3,2,2,1,3,11
8e34974f-22e9-4842-a0af-faf28e1e7a84,2025-08-18 17:56:23.532090+00:00,google,gemini-2.5-flash,0,5081,338,fun,10,10,1,11,6,9,2,2,7,4,7,11,9,2,4,10,1,11,9,11,5,9,4,5,9,10,11,9,8,10,11,3,3,2,10,1,11,4,11,5,10,9,9,7,1
a8ca1701-7d1f-4425-89fe-3573dda3862b,2025-08-18 17:57:11.187829+00:00,google,gemini-2.5-flash,0,5087,343,fun,11,10,2,10,7,2,2,1,8,9,5,11,10,1,8,11,1,11,9,11,7,10,3,6,9,4,10,8,10,10,11,3,6,4,10,1,11,3,11,8,10,8,10,6,1
a20b4f96-89d1-4895-8c23-30413d654aac,2025-08-18 17:58:08.315399+00:00,google,gemini-2.5-flash,0,5087,342,fun,11,10,1,9,9,4,10,2,8,9,5,11,8,1,9,11,1,11,10,11,8,11,3,9,3,2,10,7,10,10,11,7,4,2,10,1,11,3,10,9,10,9,10,5,1
38c06e5a-64bf-4636-9b69-dd92f86debaa,2025-08-18 17:58:56.400221+00:00,google,gemini-2.5-flash,0,5083,341,fun,11,10,2,10,6,8,2,1,9,7,6,11,10,1,4,10,2,11,8,11,4,9,2,3,9,7,10,8,6,11,11,3,3,3,10,1,11,3,11,5,10,9,11,7,1
c629a664-a721-4fd9-a922-1556a237e19b,2025-08-18 17:59:41.102125+00:00,google,gemini-2.5-flash,0,5083,337,fun,11,9,1,8,7,4,6,4,8,9,3,11,10,1,2,11,2,11,10,11,9,10,3,3,5,1,11,9,9,11,11,4,2,5,10,3,11,3,10,8,10,9,10,4,1
eef85552-d51d-4c4f-bc3a-f41dde603fa3,2025-08-18 18:32:01.628117+00:00,google,gemini-2.5-flash,0,5062,330,lib,2,8,10,8,11,1,1,2,8,2,4,2,1,10,10,1,9,6,9,7,3,9,7,7,11,10,9,6,3,3,1,11,9,9,5,7,4,3,1,4,7,6,1,7,9
5cdc1990-9142-48a7-aa9d-25c227237e73,2025-08-18 18:33:10.633064+00:00,google,gemini-2.5-flash,0,5070,335,lib,1,8,10,9,11,2,1,3,8,6,5,3,1,11,10,9,9,11,10,6,6,10,5,8,10,11,10,8,6,9,1,11,9,7,7,9,7,3,2,8,8,9,4,6,9
1a7c262d-8bb9-4799-963a-a9900da3a6a8,2025-08-18 18:34:16.089306+00:00,google,gemini-2.5-flash,0,5068,328,lib,3,8,10,3,11,2,2,9,8,3,7,2,1,11,11,2,9,10,10,2,6,10,7,10,9,10,8,2,7,4,1,11,9,8,3,9,4,6,2,8,5,8,2,8,9
945c2a3c-3b7e-46b0-b185-1607652481c8,2025-08-18 18:35:18.643488+00:00,google,gemini-2.5-flash,0,5068,332,lib,2,9,10,10,10,3,1,3,9,3,5,1,1,11,10,2,9,9,8,9,4,9,5,10,10,11,9,4,4,1,1,11,9,9,6,7,3,4,3,7,8,7,2,5,10
87ad4e6f-a4b7-4db4-8f89-a194d690c132,2025-08-18 18:36:26.793658+00:00,google,gemini-2.5-flash,0,5066,330,lib,2,8,10,6,10,2,1,4,8,7,7,1,1,11,10,2,10,9,10,5,7,9,6,9,10,11,9,2,8,9,1,11,9,7,7,9,6,8,2,8,8,9,3,7,8
8138c5a0-99a8-4f23-a80d-bc82cf55eb90,2025-08-18 19:07:31.624912+00:00,google,gemini-2.5-flash,0,5086,341,nat,11,8,2,8,9,4,10,3,7,10,8,11,2,2,10,9,3,11,10,10,10,11,8,10,8,3,10,1,10,10,11,7,10,6,8,6,11,10,5,9,10,9,9,9,1
b8605164-91fd-4e04-b11b-e2b3b4269eb8,2025-08-18 19:08:24.211405+00:00,google,gemini-2.5-flash,0,5088,340,nat,11,9,8,9,10,3,9,4,7,10,8,11,1,2,11,10,6,11,11,10,10,11,10,9,6,10,9,1,11,10,4,9,9,9,8,9,11,10,7,9,10,9,10,11,3
6b2fd2ba-bed7-49ec-a370-84587058b459,2025-08-18 19:09:17.814075+00:00,google,gemini-2.5-flash,0,5082,339,nat,11,9,8,8,10,4,10,3,6,9,7,10,2,2,11,10,3,11,10,8,9,11,8,10,8,3,9,1,10,10,10,8,10,7,8,7,11,11,8,9,9,9,10,9,1
a9b29bfb-7efc-4ff3-8292-fa531bdd7424,2025-08-18 19:10:25.003033+00:00,google,gemini-2.5-flash,0,5098,348,nat,11,10,4,10,10,3,10,3,6,10,9,11,1,3,11,10,5,11,11,10,10,11,5,10,8,9,10,2,11,11,10,7,10,4,9,9,11,11,9,9,10,10,11,9,2
010915e1-48e6-486c-9ae0-0e88fd27d0fe,2025-08-18 19:11:35.595583+00:00,google,gemini-2.5-flash,0,5084,335,nat,11,6,7,7,10,2,10,6,7,10,8,11,1,2,10,11,8,11,10,9,10,11,8,9,8,9,10,1,10,11,9,8,8,5,9,9,11,9,9,9,10,9,10,10,2
fe8654b5-6528-4708-914a-982437a6b852,2025-08-18 19:39:56.107509+00:00,google,gemini-2.5-flash,0,5081,336,pop,11,10,2,11,8,9,3,1,4,8,4,11,10,2,4,9,2,11,8,11,9,10,7,6,10,1,10,9,6,10,10,3,9,5,9,2,11,5,11,8,10,9,9,8,1
976db913-b6ae-4508-be8e-84d989552c4e,2025-08-18 19:40:48.057018+00:00,google,gemini-2.5-flash,0,5091,346,pop,11,10,1,11,9,10,3,1,7,8,7,11,11,1,9,10,2,11,8,11,8,10,9,8,11,3,10,10,7,9,11,6,10,9,9,4,11,10,11,8,10,9,10,9,1
2619658b-eb92-41f1-be4b-dfd49e7f9e0c,2025-08-18 19:41:45.218902+00:00,google,gemini-2.5-flash,0,5091,344,pop,11,10,2,11,9,9,7,1,6,8,7,11,11,2,9,10,4,11,10,11,9,11,8,8,11,9,10,10,10,10,10,8,9,8,8,3,11,10,11,8,9,9,10,9,2
1cb1d105-6cbb-4450-9724-5299b417e420,2025-08-18 19:42:35.554632+00:00,google,gemini-2.5-flash,0,5091,342,pop,11,10,2,11,8,10,3,1,9,9,9,11,10,2,9,9,2,11,8,11,10,10,5,7,11,2,9,7,7,11,10,6,10,7,10,7,11,8,11,8,10,9,10,10,1
cb7819b8-9522-4567-9292-9c62c997c05a,2025-08-18 19:43:27.358157+00:00,google,gemini-2.5-flash,0,5093,343,pop,11,11,1,11,9,10,9,1,6,8,7,11,10,1,8,11,1,10,7,11,7,10,7,7,11,10,10,8,4,10,11,7,9,7,10,2,11,9,11,8,10,9,10,10,1
beebbe77-1a7b-4da1-b513-bfb39658b84b,2025-08-18 20:12:44.703618+00:00,google,gemini-2.5-flash,0,5070,335,soc,9,9,11,6,11,4,11,2,8,2,5,3,1,11,11,1,9,2,8,11,2,7,10,10,11,11,4,1,6,2,1,10,10,10,1,7,1,9,2,3,2,3,2,5,11
339d4c21-4cec-418e-bc64-618d09fc356d,2025-08-18 20:13:28.249042+00:00,google,gemini-2.5-flash,0,5076,341,soc,8,10,11,10,11,10,11,2,8,1,6,1,1,11,11,1,6,1,5,11,2,4,11,11,10,11,4,1,2,2,1,11,10,10,1,7,1,9,1,4,1,2,1,5,11
0f82a322-39e3-4b5c-a3b2-0aa0a8a5e984,2025-08-18 20:14:19.643159+00:00,google,gemini-2.5-flash,0,5072,332,soc,10,10,11,8,10,8,11,3,9,1,6,2,1,11,11,1,5,2,6,10,2,6,10,10,11,11,4,1,2,3,1,9,10,10,1,7,1,9,1,4,3,4,1,5,11
80eed851-43e3-4681-af43-e0b3bf55ee40,2025-08-18 20:15:11.692806+00:00,google,gemini-2.5-flash,0,5072,340,soc,8,10,11,9,10,9,11,2,9,1,6,2,1,11,11,1,7,1,6,11,1,4,10,11,11,11,4,1,3,1,1,10,10,10,1,4,1,9,1,3,1,2,1,6,11
c36e8ea9-daf2-446e-8a90-e307f585f9bc,2025-08-18 20:16:02.401678+00:00,google,gemini-2.5-flash,0,5070,333,soc,10,10,11,9,10,8,11,3,9,1,5,2,1,11,11,1,5,2,4,10,2,4,11,9,11,7,4,1,2,1,1,10,10,10,1,6,1,9,1,4,2,2,1,4,11
13c95dc3-3a19-4771-807e-7d0ee05366c7,2025-08-18 20:46:39.860127+00:00,google,gemini-2.5-flash,0,5111,339,coa,3,10,11,2,11,2,11,2,10,1,8,1,1,11,11,1,11,1,10,10,1,9,11,11,11,7,3,1,9,1,1,10,10,11,1,8,1,11,1,2,1,2,1,6,10
22e9f0c8-0ba1-4ca1-af3a-655ffc425a63,2025-08-18 20:53:56.586928+00:00,google,gemini-2.5-flash,0,5105,339,coa,3,9,11,2,10,2,10,3,10,1,5,1,1,11,11,1,10,1,8,9,2,6,11,10,11,8,2,1,7,1,1,11,11,11,1,7,1,10,1,1,1,1,1,4,11
7ee899a5-95d8-4a2a-96a0-2dc4ddbf05a4,2025-08-18 21:21:09.177883+00:00,google,gemini-2.5-flash,0,5094,346,ctr,6,8,11,8,10,3,10,4,9,2,8,3,1,10,11,2,10,2,9,11,3,9,11,9,11,7,3,1,8,2,1,10,10,11,1,8,1,10,1,2,2,2,2,7,11
2be774b7-aa9d-4d25-923e-41e3c112a642,2025-08-18 21:21:54.412460+00:00,google,gemini-2.5-flash,0,5100,342,ctr,4,10,11,9,10,3,9,3,9,1,8,2,1,11,11,1,11,2,8,11,3,7,10,10,10,11,3,1,10,2,1,10,10,11,1,6,1,10,1,5,2,2,1,9,11
37bff564-7de8-454a-91dd-2cf7b9ed5e2d,2025-08-18 21:22:39.472685+00:00,google,gemini-2.5-flash,0,5090,339,ctr,8,9,11,2,9,1,11,1,10,1,4,3,1,11,11,1,9,6,9,10,1,6,9,10,10,7,3,1,8,4,1,9,10,11,1,8,1,11,1,3,3,2,1,5,11
c28d35e8-545c-49d0-a72c-f7992249b0d7,2025-08-18 21:23:21.355109+00:00,google,gemini-2.5-flash,0,5098,344,ctr,6,10,11,8,11,7,11,1,9,1,9,3,1,11,11,1,11,1,9,11,2,9,11,11,11,10,2,2,8,1,1,10,9,11,1,9,1,11,1,2,1,2,1,9,11
aa6aaa28-f7b1-4697-aa6b-b963bd1e3d06,2025-08-18 21:24:12.350062+00:00,google,gemini-2.5-flash,0,5092,338,ctr,6,10,11,8,9,7,11,3,9,1,4,2,1,10,11,1,7,1,5,10,2,3,11,11,11,6,3,1,4,1,1,10,10,11,1,7,1,9,1,2,2,2,1,4,11
836fc8f6-0ff3-4faf-80cc-4b47764678e9,2025-08-18 21:52:24.334946+00:00,google,gemini-2.5-flash,0,5110,343,dis,4,8,11,3,11,3,11,3,9,2,7,2,1,11,11,1,11,2,10,8,2,9,10,11,10,11,4,1,9,2,1,10,10,10,1,9,1,10,1,7,1,3,2,6,11
409bea34-9599-46de-90a5-13dc7b68cbdc,2025-08-18 21:53:08.002147+00:00,google,gemini-2.5-flash,0,5106,335,dis,4,10,10,8,11,3,10,3,9,1,7,2,1,11,11,1,9,2,8,10,2,7,9,10,10,11,8,1,9,3,1,11,10,11,1,8,1,9,1,5,6,2,1,8,11
