cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,C1. Laying bitumen on the Bloomfield Track would be beneficial for the environment,C2. I don't know if improving the Bloomfield Track would lead to a rapid acceleration of development in the area to the detriment of the environment.,C3. In deciding on what to do with the Bloomfield Track I don't know whether it's more important to meet the needs of the community or the environment.,"C4. Whilst impacts on locals in the Bloomfield area are a concern, it is the broader community that should carry more weight when deciding what to do with the Bloomfield Track.",C5. I don't know what the people of Bloomfield think about the Bloomfield Track.,"C6. The road is just the 'thin edge of the wedge'. This may not happen for a long time, but it will happen.",C7. Erosion from the Bloomfield Track is permanently damaging the coral reefs that fringe the beaches below,"C8. When it comes to the Bloomfield track, people living in Cairns are in no position to judge what the interests of the local residents of Bloomfield are.",C9. If the Bloomfield Track is sealed (bitumenized) there will not be a rapid increase in environmentally damaging development in the Daintree area in the future It may even benefit the environment there.,C10. No development should be permitted in World Heritage areas such as the Daintree.,C11. I would be worse off if more of the Daintree rainforest is protected.,C12. The Bloomfield Track issue is important for Queensland.,"C13. I'm not sure if the future of the Bloomfield Track should be determined by locals, outsiders or both.",C14. The fate of the Bloomfield Track is of no concern to me.,C15. Economic development associated with the Bloomfield Track will provide more opportunities for future generations in North Queensland.,C16. The future of the Bloomfield Track should be determined by everyone and not just by those who live in the Bloomfield area.,"C17. I don't know how, but I think that there must be some way in which everybody benefits from protecting the rainforest near the Bloomfield Track.",C18. The Bloomfield Track is important because it allows quick access to remote areas of the North.,C19. Conservation in the Daintree area is worthwhile at whatever cost.,C20. Using cars on the Bloomfield Track is bad for the rainforest.,C21. Any decision about the Bloomfield Track will greatly affect people like me.,C22. I have no idea what the people in the Bloomfield area think about the Bloomfield Track.,C23. Erosion from the Bloomfield Track does not cause siltation or damage to the fringing inshore reefs between Cape Tribulation and Cooktown,C24. If we don't take steps to protect the Daintree Rainforest future generations will miss out on the opportunity to experience the area as we do now.,C25. We don't need to worry too much about environmental damage in the Daintree region because future generations will be better able to deal with these problems than we are.,C26. There is no reason to believe that the Daintree Rainforest is under threat.,"C27. If future generations could have their say about the Bloomfield track, they would be less concerned about the environmental impacts than many people make out.",C28. The protection of plants and animals in the Daintree is OK so long as it doesn't affect me.,C29. Let's fix the problems in the Daintree just for now. The future will take care of itself.,C30. The more that it is possible for the average North Queensland resident can access the Bloomfield Track the better,C31. I don't like how development is creeping further and further North into the Daintree and beyond because of its effect on the environment.,C32. The coral reefs along the foreshore below the Bloomfield Track are not badly affected by the road.,C33. Native animals in the Daintree need protection because they have a right to life which cannot be traded against economic considerations.,C34. The Wujal Wujal Community is better off now that the Bloomfield Track has been built.,C35. The most important use of the Bloomfield Track is for tourism.,C36. I'm concerned that I will be made worse off by any decision about the Bloomfield Track.,"C37. I think that both short and long term perspectives are needed in deciding what should be done with the Bloomfield Track, but I don't know which one is more important.","C38. The Bloomfield Track may not have been the best idea, but I guess there is probably little point in closing it now that it has been built.",C39. I don't really know who benefits most from the protection of Rainforest in the Daintree.,C40. A long term perspective on the Bloomfield Track is essential.,"C41. When it comes to the Bloomfield Track, it's not important to worry about what the future will hold",C42. Everyone in Queensland is better off for having a road like the Bloomfield Track.
144209e5-ddb2-4373-a70d-a8238e421c98,2025-08-18 15:08:38.739274+00:00,google,gemini-2.5-flash,0,4655,297,ana,1,8,2,1,2,11,11,12,1,12,1,3,4,1,1,3,10,4,11,10,10,2,1,12,1,1,1,1,1,3,12,1,12,2,1,7,8,1,2,12,1,1
3e7c6ab7-5eda-4254-ad8d-ec7b4d2badfc,2025-08-18 15:09:30.466012+00:00,google,gemini-2.5-flash,0,4661,295,ana,2,2,1,1,10,12,12,12,1,12,1,8,2,1,2,3,10,3,12,12,10,10,1,12,1,1,1,1,1,2,12,1,12,3,2,10,4,1,2,12,1,1
d60a036a-1d4d-4c5c-bfe5-eef4c6d22111,2025-08-18 15:10:15.716384+00:00,google,gemini-2.5-flash,0,4663,294,ana,1,10,4,2,12,11,11,12,1,12,1,9,8,1,2,4,11,3,10,11,10,12,1,12,1,1,1,1,1,4,12,1,12,3,2,4,10,2,8,12,1,1
88cae0f0-91b2-4fcb-a8d4-34f6e7dd961f,2025-08-18 15:11:04.661591+00:00,google,gemini-2.5-flash,0,4653,292,ana,1,1,1,1,1,12,12,12,1,12,1,8,1,1,1,3,12,2,10,12,1,1,1,12,1,1,1,1,1,1,12,1,12,2,1,1,9,2,1,12,1,1
babf9519-ce7f-42ee-8be2-3ff503dc915a,2025-08-18 15:11:46.885381+00:00,google,gemini-2.5-flash,0,4653,291,ana,1,2,2,1,2,12,12,12,1,12,1,8,1,1,1,1,10,2,12,12,1,2,1,12,1,1,1,1,1,2,12,1,12,1,1,1,4,2,1,12,1,1
be70edb2-df67-4d5b-99fb-94c9e4a389c0,2025-08-18 15:46:28.219047+00:00,google,gemini-2.5-flash,0,4663,296,eco,1,2,2,3,5,12,12,8,1,12,1,12,3,1,1,12,12,2,12,12,10,5,1,12,1,1,1,1,1,1,12,1,12,2,1,2,3,1,2,12,1,1
45e70f11-66e6-44e9-a7ab-98e4e232abd9,2025-08-18 15:47:15.080421+00:00,google,gemini-2.5-flash,0,4667,299,eco,1,2,2,10,6,12,12,2,1,12,1,12,4,1,2,12,10,4,11,12,10,6,1,12,1,1,1,1,1,1,12,1,12,4,2,10,4,1,3,12,1,1
1054410d-8948-4f7e-a578-a365a412768a,2025-08-18 15:47:53.399735+00:00,google,gemini-2.5-flash,0,4665,294,eco,2,2,1,10,4,11,12,3,1,12,1,12,3,1,2,11,12,2,11,11,10,4,1,12,1,1,1,1,1,2,12,1,12,3,2,2,3,2,2,12,1,2
4dcf1556-eccb-4ab6-8ecf-4766298e70b5,2025-08-18 15:48:34.365034+00:00,google,gemini-2.5-flash,0,4661,296,eco,1,1,1,8,3,12,12,4,1,11,1,10,3,1,1,10,11,1,11,12,1,3,1,12,1,1,1,1,1,1,12,1,12,3,1,1,4,1,1,12,1,1
55d738a3-47ea-45cb-ba9e-513ab6be5394,2025-08-18 15:49:11.410131+00:00,google,gemini-2.5-flash,0,4663,293,eco,1,1,2,10,6,11,12,2,1,12,1,12,3,1,1,12,10,2,11,12,1,6,1,12,1,1,1,1,1,1,12,1,12,2,1,1,3,1,1,12,1,1
2b788e64-a950-4e7e-8bef-d22e0e5ccc2d,2025-08-18 16:17:22.570522+00:00,google,gemini-2.5-flash,0,4666,295,fas,12,1,1,12,1,1,1,1,12,1,12,12,1,1,12,1,1,12,1,1,1,1,12,1,12,12,12,1,1,12,1,12,1,12,5,1,1,1,1,12,1,12
4194443c-e757-4030-b520-498cf1be6214,2025-08-18 16:17:57.358242+00:00,google,gemini-2.5-flash,0,4670,299,fas,8,1,1,12,2,10,3,2,10,1,10,12,1,1,12,11,2,12,1,3,5,2,10,3,10,10,10,3,2,11,1,10,1,10,6,2,4,12,2,11,1,12
485c9c86-9353-4125-95b3-2e19af473b8e,2025-08-18 16:18:33.981616+00:00,google,gemini-2.5-flash,0,4674,301,fas,10,1,1,12,12,1,1,1,12,1,10,12,1,1,12,12,1,12,1,1,1,12,10,1,10,10,10,1,1,12,1,10,1,12,2,1,1,12,1,12,1,12
fcc91f35-2240-41f4-901c-4de2bb188e95,2025-08-18 16:19:17.169444+00:00,google,gemini-2.5-flash,0,4652,289,fas,7,5,2,12,4,4,8,3,6,1,1,12,2,1,12,10,4,12,1,6,1,4,9,9,3,7,8,1,1,10,2,9,1,9,7,1,5,10,3,12,1,11
c1f24346-3698-41c1-ae40-bdc7e647ef6c,2025-08-18 16:19:59.703067+00:00,google,gemini-2.5-flash,0,4668,294,fas,10,1,1,12,1,1,2,1,10,1,1,12,1,1,12,10,2,12,1,3,1,1,10,3,11,10,10,1,1,12,1,10,1,11,5,1,8,11,2,12,1,12
32b556de-f729-401c-bc09-2067377d8fba,2025-08-18 16:55:21.258124+00:00,google,gemini-2.5-flash,0,4652,292,fem,1,6,4,2,5,11,12,10,1,10,1,10,6,1,3,7,11,6,10,11,6,5,1,12,1,1,1,1,1,2,12,1,12,2,2,4,8,3,5,12,1,1
30f83625-7b7c-4b39-a173-58a833424d90,2025-08-18 16:56:08.516883+00:00,google,gemini-2.5-flash,0,4656,296,fem,1,6,4,8,10,11,12,5,1,12,1,12,9,1,2,11,11,5,12,11,9,10,1,12,1,1,1,1,1,2,12,1,12,4,2,3,7,2,9,12,1,1
6b75a231-9254-43b1-8ce6-e7c6314cbddc,2025-08-18 16:57:01.518548+00:00,google,gemini-2.5-flash,0,4658,297,fem,1,3,3,4,10,11,11,12,1,12,1,12,2,1,3,9,12,4,11,11,10,10,1,12,1,1,1,1,1,4,12,1,12,2,3,3,8,2,8,12,1,1
f73b18d1-6d0b-4414-b6d2-ad31684595f5,2025-08-18 16:57:44.884353+00:00,google,gemini-2.5-flash,0,4652,297,fem,1,1,3,2,1,12,12,12,1,12,1,12,3,1,1,8,10,1,11,12,1,1,1,12,1,1,1,1,1,1,12,1,12,2,1,1,4,2,1,12,1,1
51f0822c-d9db-448b-a412-65b5ceb3dd3b,2025-08-18 16:58:20.788470+00:00,google,gemini-2.5-flash,0,4652,295,fem,1,2,4,1,1,11,11,10,1,12,1,12,6,1,3,4,10,4,11,11,1,1,1,12,1,1,1,1,1,2,12,1,12,2,2,1,4,2,2,12,1,2
1214abd8-550a-49b6-abd0-f83b20d41566,2025-08-18 17:29:40.796134+00:00,google,gemini-2.5-flash,0,4667,297,fun,1,2,1,7,6,11,12,3,1,12,1,10,2,1,2,11,11,2,12,11,3,6,1,12,1,1,1,1,1,1,12,1,12,3,1,1,2,1,2,12,1,1
7d910678-f3fc-4c91-a269-aad7b0afb2ea,2025-08-18 17:30:22.546583+00:00,google,gemini-2.5-flash,0,4669,295,fun,1,2,1,10,5,12,12,3,1,12,1,12,3,1,2,12,12,2,12,12,8,5,1,12,1,1,1,1,1,2,12,1,12,2,1,3,4,2,1,12,1,1
e6bfeae1-51f2-4e4b-a0c6-8c2e6bfe908d,2025-08-18 17:31:11.448401+00:00,google,gemini-2.5-flash,0,4667,292,fun,1,2,1,7,8,12,12,2,1,12,1,10,2,1,3,10,12,2,11,11,2,8,2,12,1,1,1,1,1,2,12,1,12,3,1,1,3,2,2,12,1,1
08a6eaba-e827-43f1-b03d-5b9028fd5dc6,2025-08-18 17:31:56.744818+00:00,google,gemini-2.5-flash,0,4667,294,fun,4,2,1,4,6,11,12,3,1,11,1,10,2,1,2,10,12,2,12,12,1,6,1,12,1,1,1,1,1,2,12,1,12,3,1,1,3,2,5,12,1,3
12ca9501-d3f4-4bf5-a689-04582269d8d1,2025-08-18 17:32:38.126822+00:00,google,gemini-2.5-flash,0,4667,296,fun,1,3,2,5,5,10,12,4,1,12,1,10,3,1,2,10,10,2,12,12,6,5,1,12,1,1,1,1,1,1,12,1,12,3,1,1,3,1,1,12,1,1
d7c9548f-f405-4c46-bb08-1704abf6d7ca,2025-08-18 18:05:52.847833+00:00,google,gemini-2.5-flash,0,4658,290,lib,1,7,8,8,6,9,11,3,2,10,1,11,4,1,9,10,9,9,7,10,8,6,1,12,1,1,2,1,1,4,11,2,10,7,5,3,8,8,4,12,1,5
5d162f09-3d2a-4685-9ba7-268624da9047,2025-08-18 18:06:47.812027+00:00,google,gemini-2.5-flash,0,4658,290,lib,4,6,6,9,6,9,11,3,2,10,2,10,7,1,8,11,9,8,9,10,6,6,1,12,1,1,1,1,1,7,11,1,11,7,5,5,8,4,3,12,1,3
0cc611cb-6896-4f10-8057-b55203e8b38c,2025-08-18 18:07:36.704192+00:00,google,gemini-2.5-flash,0,4672,293,lib,3,10,10,5,10,7,7,11,2,3,7,11,10,1,11,11,7,12,2,6,6,10,3,12,1,1,1,1,1,10,8,3,3,9,4,7,10,10,10,12,1,8
51d98ed7-6be9-4bf9-a27e-5295ed7cf106,2025-08-18 18:08:44.726660+00:00,google,gemini-2.5-flash,0,4670,295,lib,2,7,6,8,10,11,11,10,1,11,2,11,7,1,3,11,10,9,8,10,2,10,1,12,1,1,1,1,1,3,11,2,12,6,3,2,10,3,7,12,1,1
b77ef808-9c0c-4818-9048-fb29b1e8ba27,2025-08-18 18:09:35.242827+00:00,google,gemini-2.5-flash,0,4660,287,lib,1,9,9,3,8,7,10,10,1,5,2,10,8,4,5,5,10,10,4,10,2,8,1,12,1,1,2,2,1,7,11,2,6,6,4,2,10,3,3,12,1,3
f9a1e1d6-8f0c-4dba-9fc6-fd0a4fb8575d,2025-08-18 18:41:09.581785+00:00,google,gemini-2.5-flash,0,4682,302,nat,10,6,7,10,6,3,3,10,11,1,10,12,6,1,12,11,10,11,1,4,11,6,11,9,5,5,10,10,2,11,3,10,2,10,6,10,8,11,6,12,1,12
0ef89a35-cc41-4109-87df-60e36b201248,2025-08-18 18:42:00.946431+00:00,google,gemini-2.5-flash,0,4678,299,nat,10,4,1,10,5,10,4,8,11,1,11,12,2,1,12,10,4,12,1,3,10,5,9,6,10,8,10,10,2,12,2,9,1,12,10,9,7,12,7,11,1,12
34e6c069-41ff-4489-8b28-1c12a957dd59,2025-08-18 18:42:39.609370+00:00,google,gemini-2.5-flash,0,4672,293,nat,6,6,7,11,7,10,11,3,5,4,1,12,6,1,12,12,11,12,9,9,9,7,2,12,1,2,2,1,1,12,10,2,8,10,8,2,10,10,6,12,1,12
1f2bb913-72a1-4dfe-86a7-32d9fa7689a5,2025-08-18 18:43:45.095685+00:00,google,gemini-2.5-flash,0,4666,295,nat,10,6,6,12,6,8,9,3,8,2,4,12,3,1,12,12,10,12,1,8,4,6,8,10,1,7,3,4,1,11,5,8,3,10,4,4,7,10,6,12,1,11
89c9b64d-5398-47bf-8ea5-352c714ae655,2025-08-18 18:44:35.741733+00:00,google,gemini-2.5-flash,0,4664,293,nat,10,3,3,3,1,3,9,10,9,1,6,12,1,1,12,2,10,12,1,8,8,1,7,10,1,3,7,1,1,12,5,7,4,11,4,7,9,10,2,12,1,11
eed4ef82-4028-4f8c-98b5-922909f9849f,2025-08-18 19:16:08.871896+00:00,google,gemini-2.5-flash,0,4681,300,pop,9,4,1,3,1,2,2,12,10,1,11,11,1,1,12,4,2,12,1,2,10,1,11,3,10,10,10,11,9,12,1,10,1,11,8,10,3,11,10,3,9,12
841a2572-f88c-429a-933f-0b8b6bf159df,2025-08-18 19:16:53.536615+00:00,google,gemini-2.5-flash,0,4671,296,pop,9,2,1,1,2,4,3,12,10,1,11,12,1,1,12,1,4,12,1,2,12,2,9,7,8,9,10,11,4,12,3,9,1,12,6,10,4,10,3,8,3,12
a549f514-b13e-479b-b6df-c02adcfb06e2,2025-08-18 19:17:41.332172+00:00,google,gemini-2.5-flash,0,4675,300,pop,7,3,1,3,1,10,3,12,8,1,12,12,1,1,12,3,10,12,2,2,12,1,7,11,7,6,9,10,3,12,9,9,1,11,3,12,8,11,3,10,2,12
26e6bb36-d7ba-4037-9ca5-e93169e5de8a,2025-08-18 19:18:32.431142+00:00,google,gemini-2.5-flash,0,4687,307,pop,10,6,2,1,2,2,4,12,11,1,11,12,2,1,12,1,3,12,1,3,12,2,11,5,11,11,11,11,10,12,4,11,2,11,6,12,8,11,11,7,10,12
52612989-d963-417d-894d-1d0436baa32e,2025-08-18 19:19:17.999544+00:00,google,gemini-2.5-flash,0,4675,297,pop,11,2,1,1,1,2,3,12,10,1,10,12,1,1,12,1,3,12,1,3,11,1,10,4,9,9,9,11,8,12,2,10,2,11,4,9,7,10,10,8,8,11
4e167a8b-9d4f-48d6-b993-7c9d98b0ad7a,2025-08-18 19:49:04.421859+00:00,google,gemini-2.5-flash,0,4658,293,soc,1,6,3,5,5,10,12,10,1,11,1,11,4,1,4,9,11,7,10,10,7,5,1,12,1,1,1,1,1,6,12,1,12,4,3,2,8,2,3,12,1,3
659acd70-a6c2-42e3-8ab6-fbe88f3e6645,2025-08-18 19:49:49.913214+00:00,google,gemini-2.5-flash,0,4658,294,soc,2,6,2,9,6,12,12,4,1,12,1,12,5,1,3,11,10,4,12,11,7,6,1,12,1,1,1,1,1,4,12,1,12,5,2,3,8,2,5,12,1,2
66f159ef-0c0d-4cef-8cf1-6aaf61250f44,2025-08-18 19:50:30.891860+00:00,google,gemini-2.5-flash,0,4664,295,soc,1,7,6,8,11,12,12,7,1,12,1,12,8,1,3,11,12,5,12,11,8,11,1,12,1,1,1,1,1,6,12,1,12,6,2,2,10,5,7,12,1,2
761cd848-5b36-433e-926b-740bfcb96e2b,2025-08-18 19:51:29.800084+00:00,google,gemini-2.5-flash,0,4658,292,soc,1,3,3,4,2,11,12,10,1,11,1,12,4,1,2,9,11,3,11,10,2,2,1,12,1,1,1,1,1,2,12,1,12,1,2,1,4,2,2,12,1,1
2b9b8249-de22-4ad1-8a94-912a15f1a75c,2025-08-18 19:52:13.119772+00:00,google,gemini-2.5-flash,0,4660,292,soc,1,3,3,11,4,10,12,3,1,12,1,12,4,1,3,12,10,4,10,11,1,4,1,12,1,1,1,1,1,2,12,1,12,3,2,1,4,2,1,12,1,2
8f06e10d-ad03-4704-80d1-cb50850796f6,2025-08-18 20:22:16.948194+00:00,google,gemini-2.5-flash,0,4697,299,coa,1,2,2,5,7,12,12,10,1,11,1,12,8,1,2,10,11,3,12,12,12,7,1,12,1,1,1,1,1,1,12,1,12,3,2,10,3,2,1,12,1,1
3cf74384-8781-45b0-beff-f99e9ca5366f,2025-08-18 20:22:56.492054+00:00,google,gemini-2.5-flash,0,4695,298,coa,1,1,1,9,7,12,12,4,1,12,1,12,5,1,2,11,11,3,12,12,12,7,1,12,1,1,1,1,1,2,12,1,12,2,2,12,3,1,1,12,1,1
89005397-b9f2-40df-9cc4-c974455c8fc5,2025-08-18 20:23:43.951924+00:00,google,gemini-2.5-flash,0,4697,298,coa,2,2,1,10,7,12,12,3,1,12,1,12,3,1,1,12,12,3,12,10,12,7,1,12,1,1,1,1,1,1,12,1,12,3,2,10,2,2,2,12,1,1
c8fac379-0e35-49bc-b3ce-3ebe9485fcd9,2025-08-18 20:24:20.842793+00:00,google,gemini-2.5-flash,0,4695,298,coa,1,1,2,4,5,12,12,10,1,12,1,12,2,1,1,9,12,3,12,11,11,5,1,12,1,1,1,1,1,1,12,1,12,2,2,10,8,2,3,12,1,1
23246158-13dc-4d42-a957-81bc08a9443e,2025-08-18 20:25:03.160496+00:00,google,gemini-2.5-flash,0,4695,298,coa,1,1,1,11,7,12,12,2,1,12,1,12,3,1,1,12,12,3,12,12,12,7,1,12,1,1,1,1,1,1,12,1,12,3,1,1,1,1,1,12,1,1
8cf46462-322c-4119-8efa-46b521bb9c4c,2025-08-18 20:58:22.897579+00:00,google,gemini-2.5-flash,0,4698,307,ctr,9,7,9,10,6,2,2,11,10,1,12,12,7,1,12,10,6,11,1,2,12,6,10,2,10,4,9,12,10,12,2,10,1,10,7,12,7,1,10,7,11,11
d0e99223-33d8-48d8-a124-48eacd547c49,2025-08-18 20:59:00.715495+00:00,google,gemini-2.5-flash,0,4694,309,ctr,9,4,3,10,7,3,2,3,11,1,12,4,6,1,11,10,6,11,1,2,12,7,9,3,11,9,10,12,12,10,2,10,1,10,5,12,5,12,8,3,12,10
8c5e316f-7969-4b49-abe7-a5df52f8f7a0,2025-08-18 20:59:55.577546+00:00,google,gemini-2.5-flash,0,4688,302,ctr,6,8,3,10,10,8,4,3,7,1,12,11,6,1,12,10,5,12,1,4,12,10,8,9,2,3,1,11,1,12,5,8,2,10,2,12,7,11,9,9,4,11
0b675a32-d8cb-4b8a-9612-7dbc3023734e,2025-08-18 21:00:42.708708+00:00,google,gemini-2.5-flash,0,4706,307,ctr,11,8,8,11,8,11,2,8,11,2,11,11,8,2,11,11,2,11,2,2,11,8,11,2,11,11,11,11,11,11,2,11,2,11,5,11,7,11,11,2,11,11
168b1742-79a3-4cf8-9ba0-f4d11949559d,2025-08-18 21:01:26.228085+00:00,google,gemini-2.5-flash,0,4688,300,ctr,1,7,6,10,7,10,10,6,1,12,1,11,7,2,3,10,12,4,11,10,11,7,1,12,1,1,1,1,1,2,12,1,11,5,3,7,11,4,1,12,1,2
aa729873-b92d-4c34-bb36-c823d11ef594,2025-08-18 21:28:59.599723+00:00,google,gemini-2.5-flash,0,4696,299,dis,1,2,2,9,4,11,12,3,1,11,1,12,2,1,3,11,12,5,11,12,12,4,1,12,1,1,1,1,1,1,12,1,12,4,2,3,3,2,1,12,1,2
ffa58e80-f849-49e6-a636-8eb98832c354,2025-08-18 21:29:40.437991+00:00,google,gemini-2.5-flash,0,4700,299,dis,2,5,4,10,7,11,12,3,1,12,1,12,7,1,3,12,10,3,11,11,12,7,1,12,1,1,1,1,1,2,12,1,12,4,3,10,8,2,7,12,1,2
d57cf958-7bfb-40d1-b1e3-b48941e9c09c,2025-08-18 21:30:19.253059+00:00,google,gemini-2.5-flash,0,4702,295,dis,1,2,2,11,7,11,12,3,1,12,1,12,2,1,3,12,12,4,11,12,12,7,1,12,1,1,1,1,1,2,12,1,12,6,2,10,10,3,2,12,1,1
379a8f12-7257-4fff-bd54-a10d95779c31,2025-08-18 21:31:07.487065+00:00,google,gemini-2.5-flash,0,4698,301,dis,2,2,3,10,9,11,12,4,1,12,1,12,3,1,2,11,10,4,11,10,12,9,1,12,1,1,1,1,1,1,12,1,12,6,2,3,3,3,4,12,1,1
a6ae51d7-529c-427a-a04b-cbdfa4a75c5e,2025-08-18 21:31:42.483931+00:00,google,gemini-2.5-flash,0,4698,300,dis,1,2,2,10,4,11,11,3,1,12,1,12,7,1,2,11,10,4,12,10,10,4,1,12,1,1,1,1,1,2,12,1,12,5,2,4,6,3,1,12,1,2
