cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,"C1. Public funds should pay for biobanks, instead of private companies.  ",C2. The community that donates samples for research should receive improved medical services.  ,C3. All participants should be paid for donating their samples to a biobank. ,C4. Genetic information is different from health information. ,C5. The confidentiality of personal medical information is critical in any circumstance where research is being conducted.,C6. High-priced genetic research is diverting funds that could be used to promote public health.,C7. Race is a useful topic for genetic studies.,C8. Sampling some people in an ethnocultural community is acceptable only if the whole ethnocultural community has agreed to participate.,"C9. To me, religious communities need to be consulted about genetic and biobank research. ",C10. Genetic studies of disability will lead to the discrimination of people living with the same conditions.,C11. Genetic studies of race on enthocultural communities will lead to the discrimination of those same enthocultural communities. ,C12. The priority for healthcare should be to reduce inequalities and the burden of disease.,C13. Biobanks are useful even if they only produce more scientific knowledge and not medical advancements.,C14. It is always permissible to do research on my personally identifiable sample without my prior permission.  ,C15. There is no point in consulting the public about ethical issues in science and technology.,C16. Genetic research will improve our lives.,C17. Deciding how to regulate biobanks should be left to the government. ,C18. There is no risk to the participants who donate to biobanks.,C19. Policy makers should consider the possibility that Canada should not pursue biobanking.,C20. My personal sample should never be anonymized since I should be informed of important research results.  ,C21. Researchers should be allowed to use samples for research but they should not own them.  ,C22. Participants should be contacted every time researchers want to use their samples for research.,C23. Aboriginal communities require special consideration concerning healthcare and research.,C24. Educating people about health issues (e.g. diet and lifestyle changes) promises greater health effects than investing in biobanks.,"C25. If someone is a carrier of a genetic disease, they have a responsibility to participate in genetic research.",C26. Participants should always be able to withdraw their sample from research at anytime. ,C27. I should have property rights to my tissues before or after they leave my body.,C28. Participants who donate their samples for research should be given special access to the treatments and therapies that result from that research. ,C29. Permission from the indigenous community must be sought if samples are collected from indigenous peoples.,C30. Participants should be active in the set up and oversight of  biobanks. ,C31. Biobanks will only lead to expensive treatments and high profits. ,"C32. Scientists should have access to all unidentified, personal samples for research.",C33. Biobanks need independent review boards to determine who should have access to samples. ,C34. I trust researchers to control access to my personal samples.,C35. Everyone should donate samples to a biobank for the benefit of everyone. ,C36. I do not care if my donated sample is connected to my name and medical information.,C37. The fact that we cannot predict what biobanks will be used for bothers me. ,C38. Profits from biobanking should be returned to the donating community. 
023f1381-3adb-440e-adf5-4aec8b708417,2025-09-17 13:53:48.194085+00:00,anthropic,claude-3-haiku-20240307,0,4087,256,ctr,11,11,1,1,11,11,1,11,11,11,11,11,1,1,1,1,1,1,1,1,1,11,11,11,1,11,1,1,11,1,11,1,7,1,1,1,7,11
301419a4-d528-45ac-ae12-646389bc5465,2025-09-17 13:53:52.278351+00:00,anthropic,claude-3-haiku-20240307,0,4087,257,ctr,11,11,1,6,11,11,1,11,11,11,11,11,6,1,1,1,6,1,11,1,6,11,11,11,1,11,11,1,11,11,11,1,11,1,1,1,11,11
42f2185e-b86a-4023-9c12-8212e526b619,2025-09-17 13:53:56.289640+00:00,anthropic,claude-3-haiku-20240307,0,4066,235,ctr,11,11,11,11,11,11,1,11,11,11,11,11,1,1,1,1,1,1,11,11,11,11,11,11,1,11,11,1,11,11,11,1,11,1,1,1,11,11
82bc67ac-1308-497f-b904-52310654a784,2025-09-17 13:54:00.785784+00:00,anthropic,claude-3-haiku-20240307,0,4087,255,ctr,11,11,1,1,11,11,1,11,11,11,11,11,2,1,1,3,11,1,11,1,11,11,11,11,1,11,11,11,11,11,1,1,11,1,1,1,11,11
5f7febef-9bc7-4c68-afd6-b99242c4d83d,2025-09-17 13:54:04.782083+00:00,anthropic,claude-3-haiku-20240307,0,4087,256,ctr,11,11,1,11,11,11,1,11,11,11,11,11,11,1,1,11,1,1,1,1,11,11,11,11,1,11,11,11,11,11,11,1,11,1,11,1,11,11
f9a5fd8c-631b-4e78-b482-6b1168c69c6a,2025-09-17 13:57:37.258098+00:00,anthropic,claude-3-haiku-20240307,0,4096,256,dis,8,9,2,6,11,6,2,9,7,2,2,10,6,2,2,8,6,2,4,4,7,8,10,9,4,10,5,3,10,3,6,3,9,5,3,2,7,8
2785e777-c6a7-4003-bb90-a42d14117635,2025-09-17 13:57:41.603771+00:00,anthropic,claude-3-haiku-20240307,0,4075,235,dis,8,9,3,7,11,7,3,9,7,9,9,10,7,2,2,8,7,5,6,4,7,8,10,8,5,10,6,6,9,9,4,3,10,6,6,3,7,8
0f6c8be7-c763-43a0-88a3-7861874fa308,2025-09-17 13:57:45.556098+00:00,anthropic,claude-3-haiku-20240307,0,4096,258,dis,8,10,6,7,11,5,4,9,7,9,9,10,6,2,2,7,5,3,6,6,7,10,10,9,7,10,6,4,10,9,6,3,10,5,6,2,8,7
78cfdaef-9e0e-45ea-b62d-3a813590f33d,2025-09-17 13:57:50.463410+00:00,anthropic,claude-3-haiku-20240307,0,4096,258,dis,9,9,6,6,11,7,3,8,8,9,9,10,6,2,2,8,7,2,6,5,7,8,10,7,5,10,7,7,10,8,4,3,9,5,6,2,7,9
4ae13147-a53d-4e5a-a624-c317d17ac89b,2025-09-17 13:57:54.687659+00:00,anthropic,claude-3-haiku-20240307,0,4096,263,dis,8,10,5,7,11,7,3,10,8,9,9,11,6,2,2,8,6,3,3,5,7,9,10,8,6,10,6,7,10,10,6,4,9,5,7,2,7,10
7c5ca1e0-cdff-49ba-9538-f4e616b78ed5,2025-09-17 14:01:37.918671+00:00,anthropic,claude-3-haiku-20240307,0,4090,262,eld,9,9,2,7,11,8,3,10,9,10,10,10,6,2,2,6,5,2,7,4,6,8,10,10,6,10,7,3,10,3,8,4,9,4,3,2,7,9
44b1f235-8240-47c1-9d9d-8244a4faf40a,2025-09-17 14:01:42.098730+00:00,anthropic,claude-3-haiku-20240307,0,4069,239,eld,8,9,3,6,11,3,2,9,7,10,10,10,7,1,2,6,7,2,7,5,7,9,10,8,4,11,6,5,9,9,6,3,10,4,4,2,8,9
a051b3d3-0022-4fd5-a12a-a0f6b1ba8ff0,2025-09-17 14:01:46.275175+00:00,anthropic,claude-3-haiku-20240307,0,4090,258,eld,8,10,6,7,10,7,3,9,8,10,9,10,5,1,2,5,5,2,7,6,7,10,10,9,6,10,6,2,10,9,8,2,9,4,4,2,8,3
08919165-b162-4723-b6ea-6571be22a6ca,2025-09-17 14:01:50.383214+00:00,anthropic,claude-3-haiku-20240307,0,4090,255,eld,10,9,4,6,11,9,2,10,8,9,2,11,6,1,2,7,3,1,7,3,7,8,10,9,5,11,8,7,10,10,3,2,10,3,3,1,8,9
0b66039b-dbd0-49ab-9f68-3fcfe76bdc07,2025-09-17 14:01:54.228784+00:00,anthropic,claude-3-haiku-20240307,0,4090,259,eld,8,9,4,7,10,8,3,10,8,9,9,10,6,1,2,7,5,2,5,6,6,9,10,9,6,10,7,6,10,9,8,3,7,4,3,2,8,9
07221190-be31-4c80-a3fb-9b46400f44c0,2025-09-17 14:05:31.466444+00:00,anthropic,claude-3-haiku-20240307,0,4087,254,far,9,10,3,6,11,8,2,10,8,2,2,10,6,1,2,6,7,1,7,3,6,9,10,10,4,11,5,3,10,5,7,2,9,4,4,1,7,9
6d330c1b-3345-444c-8e3b-c4cbfff9910c,2025-09-17 14:05:36.532198+00:00,anthropic,claude-3-haiku-20240307,0,4066,233,far,11,11,2,7,11,11,2,11,7,11,11,11,7,1,1,7,7,2,7,2,7,11,11,11,2,11,7,2,11,11,2,2,11,2,2,1,11,11
88130422-706f-42ae-805a-3676bfd4d40e,2025-09-17 14:05:40.372810+00:00,anthropic,claude-3-haiku-20240307,0,4087,256,far,8,10,6,7,10,3,3,9,7,9,9,10,5,1,2,6,5,2,6,6,7,10,10,8,5,10,6,3,10,9,7,2,9,4,5,2,8,7
cb965039-b227-4571-a274-790715926035,2025-09-17 14:05:44.588454+00:00,anthropic,claude-3-haiku-20240307,0,4087,253,far,9,9,5,6,11,8,2,8,7,9,9,10,6,2,2,8,7,2,7,5,7,7,10,7,3,10,7,6,10,8,4,3,9,4,4,2,8,9
89d260f5-3115-435d-83a1-f4b65ac0b5d8,2025-09-17 14:05:49.304730+00:00,anthropic,claude-3-haiku-20240307,0,4087,257,far,10,10,5,7,11,9,2,10,8,10,10,11,6,1,2,7,5,2,6,6,8,10,10,10,6,11,10,7,10,10,8,2,10,5,10,2,9,10
0b265175-3774-4bd9-ad15-2c4c00ac4c6a,2025-09-17 14:09:39.678163+00:00,anthropic,claude-3-haiku-20240307,0,4081,257,fis,8,9,2,6,11,6,2,8,7,2,2,10,6,1,2,7,5,1,4,3,6,4,10,9,4,10,5,2,10,3,6,2,9,3,4,1,7,8
73c68f6d-b200-41e6-b800-ff08ed8fa7d8,2025-09-17 14:09:44.046270+00:00,anthropic,claude-3-haiku-20240307,0,4060,236,fis,9,9,3,6,11,8,2,10,7,9,9,10,7,1,2,6,6,3,7,3,7,8,10,8,4,11,6,5,10,9,6,3,10,5,4,2,7,9
9e9e8b1d-518d-4947-9068-c61b3beb3471,2025-09-17 14:09:47.992455+00:00,anthropic,claude-3-haiku-20240307,0,4081,257,fis,8,10,6,6,10,3,3,9,7,8,8,10,5,1,2,7,5,2,6,6,6,9,10,9,6,10,4,3,10,9,7,2,9,4,5,2,8,7
f4bb88ef-6e90-44c3-81a1-dbef039a1192,2025-09-17 14:09:52.070795+00:00,anthropic,claude-3-haiku-20240307,0,4081,254,fis,9,9,5,5,11,8,2,8,7,9,9,10,6,2,2,7,8,2,7,4,6,7,10,8,3,10,7,6,10,8,4,3,9,4,5,2,7,9
