cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
2e11d335-7e7d-4999-814f-858e4dbc4066,2025-08-15 16:25:11.345860+00:00,xai,grok-3-beta,0,4589,284,fis,2,3,5,4,8,7,1,6,9
674e5948-dc4f-4c49-88a2-6456ff878fd0,2025-08-15 16:25:19.848514+00:00,xai,grok-3-beta,0,4589,280,fis,2,3,8,4,5,7,1,6,9
19ff6186-1a9c-4491-9b3b-5c14bad785c8,2025-08-15 16:25:29.679589+00:00,xai,grok-3-beta,0,4589,286,fis,2,7,4,3,5,8,1,6,9
453e2388-8a05-425e-8310-29cce5f4afb4,2025-08-15 16:33:08.032472+00:00,xai,grok-3-beta,0,4592,284,lan,3,1,5,2,6,7,4,8,9
3197ddc2-fe89-4cdc-84d9-d0fb4e407c34,2025-08-15 16:33:31.779268+00:00,xai,grok-3-beta,0,4592,283,lan,3,1,4,5,7,6,2,8,9
c4d6c9a8-eb3d-4f58-a57a-7fb6c142e324,2025-08-15 16:33:40.784551+00:00,xai,grok-3-beta,0,4592,284,lan,2,1,8,4,5,7,3,6,9
5e2dc28c-d35c-4f7b-ac22-fccee4de7b22,2025-08-15 16:33:55.017581+00:00,xai,grok-3-beta,0,4592,286,lan,2,4,1,3,6,5,7,8,9
310f45a7-d04e-42ef-8254-03bc6050238e,2025-08-15 16:39:32.268235+00:00,xai,grok-3-beta,0,4598,283,par,3,4,7,2,6,5,1,8,9
24e46a17-e3b3-465f-8d79-c86204505421,2025-08-15 16:39:37.863306+00:00,xai,grok-3-beta,0,4598,283,par,2,4,5,3,6,8,1,7,9
ce8bb7ea-3ff4-48ba-8f30-5fecc4ec24c7,2025-08-15 16:39:44.263090+00:00,xai,grok-3-beta,0,4598,283,par,2,3,5,4,8,7,1,6,9
3b3759b4-c7d8-485e-9d84-be346e2b9763,2025-08-15 16:39:50.728631+00:00,xai,grok-3-beta,0,4598,283,par,2,3,6,4,7,5,1,8,9
eebaf906-8641-4253-9de1-296bf0ade7fd,2025-08-15 16:39:56.241379+00:00,xai,grok-3-beta,0,4598,283,par,2,4,5,3,7,8,1,6,9
97c6292d-414e-4bfe-aa51-fa23dedec19a,2025-08-15 16:45:12.355488+00:00,xai,grok-3-beta,0,4586,286,sub,4,2,7,3,6,5,1,8,9
5ef024af-388d-4c00-81f8-2f2bef4357e3,2025-08-15 16:45:20.842392+00:00,xai,grok-3-beta,0,4586,280,sub,2,4,7,3,6,5,1,8,9
94d3308a-d1ce-4f08-9275-6832556d246f,2025-08-15 16:45:33.738358+00:00,xai,grok-3-beta,0,4586,286,sub,3,1,5,4,8,7,2,6,9
7c3ba591-dda6-46d5-a60f-a4985c1e1cb7,2025-08-15 16:45:40.107547+00:00,xai,grok-3-beta,0,4586,283,sub,2,1,6,4,7,5,3,8,9
19ee18f2-de01-4ccc-8e0f-b8de98045a3b,2025-08-15 16:45:46.229644+00:00,xai,grok-3-beta,0,4586,286,sub,2,4,5,3,7,8,1,6,9
262f0f57-bc77-4654-9136-34ce10188486,2025-08-15 16:50:52.640653+00:00,xai,grok-3-beta,0,4592,285,vil,3,4,7,2,8,5,1,6,9
35563f3a-3464-438e-93ac-646dee1ec4e2,2025-08-15 16:51:00.773604+00:00,xai,grok-3-beta,0,4592,281,vil,1,4,5,3,6,8,2,7,9
b2aa8220-3c0f-45b4-b25e-412c8ede4a01,2025-08-15 16:51:06.506000+00:00,xai,grok-3-beta,0,4592,285,vil,2,3,5,4,8,7,1,6,9
1e75851a-96ae-47a9-bb4a-bb4e8ce69c98,2025-08-15 16:51:17.354184+00:00,xai,grok-3-beta,0,4592,281,vil,2,3,6,4,7,5,1,8,9
c0d537dc-b6ec-46b1-8e97-c42172a58d7e,2025-08-15 16:51:22.910835+00:00,xai,grok-3-beta,0,4592,281,vil,1,3,5,2,7,4,8,6,9
b6390ce6-28ba-4997-9eb7-dca9a78fda2c,2025-08-15 16:56:52.988860+00:00,xai,grok-3-beta,0,4592,284,csk,8,6,2,7,3,5,9,4,1
f0d11a38-87c5-4553-9c4c-26b6cfac1b1e,2025-08-15 16:56:59.120659+00:00,xai,grok-3-beta,0,4592,281,csk,8,6,3,7,2,5,9,4,1
e5bee935-5d0b-4c1c-924a-ef218ce79815,2025-08-15 16:57:07.100045+00:00,xai,grok-3-beta,0,4592,282,csk,8,6,1,7,4,5,9,3,2
b8ab9b9b-0d54-4cf0-bb1d-e5e7d18a397a,2025-08-15 16:57:13.959780+00:00,xai,grok-3-beta,0,4592,282,csk,9,6,4,7,2,5,8,3,1
83da8ae7-4b29-4590-91fa-7bb090399cba,2025-08-15 16:57:22.560550+00:00,xai,grok-3-beta,0,4592,284,csk,9,6,3,8,1,7,5,2,4
e87f3502-be91-4535-9cea-cecc0014f32c,2025-08-18 09:03:32.963183+00:00,xai,grok-3-beta,0,4592,282,lan,5,1,8,2,6,3,4,7,9
2412954c-d574-4222-9175-25d06bf898b9,2025-08-18 09:03:39.126818+00:00,xai,grok-3-beta,0,4592,289,lan,2,1,4,3,7,5,8,6,9
