cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,"C1. Climate variation is normal, so why should this be a problem?",C2. I think it is safe to say climate change is here.,C3. Biodiversity is at risk due to the use of pesticides and monoculture farming,C4. Climate warming will ultimately benefit food production globally as plants better growth in higher temperature,C5. Extreme weather disasters affect global food availability,C6. Food waste is a major environmental issue,C7. Food waste is an important social issue (e.g. hunger in the world),C8. Intensive animal farming and monocultural plantation guarantees food supply,C9. Banning pesticides might help the local biodiversity but decreases our food production capacity and autonomy,C10. Animal antibiotical resistance will be the source of the next global pandemic,C11. Food thrown away is natural and biodegradable and thus not an issue for the environment,C12. The government should ensure that farmers are paid fair prices for their produce to secure higher incomes for those working in agriculture,"C13. The government should apply costum duties on imported products that can be produced in Switzerland (e.g., cheese, honey, apples, beef)",C14. Switzerland already has some of the toughest regulations about protecting our environment and agriculture,C15. Strong regulation of food products will eventually damage our economic relationship with other countries,"C16. Food that is NOT environmentally-sustainable, healthy and fairly-produced should be clearly labelled","C17. In Switzerland, packaging waste is a greater environmental issue than food thrown away","C18. Products that employ products that damage the environment, such as palm oil, should be taxed in a similar fashion to tobacco products",C19. Subsidies should only be given to farmers that do not use pesticides or antibiotics,"C20. If Switzerland implements strong regulations on importing environmentally-sustainable and fairly-produced food, we would either have to step out of our international trade agreements or have to renegotiate most of them","C21. To give subsidies only to farmers who do not use pesticides is an ""extreme"" approach that would mean falling crop yields and higher food prices",C22. Restaurants in schools or retirement homes should only offer vegetarian menus.,C23. We should introduce taxes to prevent food waste,"C24. Farmers should be encouraged to practice ecologically sustainable agriculture, such as permaculture.","C25. I am happy to buy fairtrade products, like chocolate or coffee, even if they are of lower quality","C26. I am happy to change my nutrition habits, as use leftovers in future meals, if this helps to prevent food waste",C27. I am happy to pay a higher price for local or organic food products,"C28. Eating sustainably is too expensive, and only wealthy people can afford it",C29. It is essential to always have fresh products available to be prepared for any situation (e.g. unexpected guests),C30. I don't care where the product I am buying comes from.
48dd512b-4304-4a93-afba-409cf9cdb701,2025-09-16 13:56:56.337417+00:00,openai,gpt-3.5-turbo,0,3122,196,fem,1,7,7,1,7,7,7,1,1,7,1,7,1,1,1,7,7,7,1,1,1,7,7,7,1,7,7,1,1,1
21f5cf7f-d10c-4b78-ac19-081626f85611,2025-09-16 13:57:01.898799+00:00,openai,gpt-3.5-turbo,0,3122,194,fem,1,7,7,1,7,7,7,1,4,7,1,7,4,7,7,7,4,7,6,7,4,7,7,7,7,7,7,1,1,1
8c877d0c-3c69-4c22-8f2c-116daab9a935,2025-09-16 13:57:07.241626+00:00,openai,gpt-3.5-turbo,0,3122,193,fem,1,7,7,1,7,7,7,1,2,7,1,7,1,6,7,7,2,7,1,7,2,7,7,7,7,7,6,7,7,1
c9add137-5cae-4bc7-b7b2-571147132128,2025-09-16 13:57:12.659789+00:00,openai,gpt-3.5-turbo,0,3122,194,fem,1,7,7,1,7,7,7,1,1,7,1,7,6,5,5,7,6,7,7,6,1,7,7,7,7,7,7,1,1,1
af35ab53-7cdd-4997-b002-663afa11425c,2025-09-16 14:02:06.000347+00:00,openai,gpt-3.5-turbo,0,3137,193,fun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1
6209318f-deda-4061-916a-10fcd01767aa,2025-09-16 14:02:11.969555+00:00,openai,gpt-3.5-turbo,0,3137,189,fun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d721f84b-543a-4a68-9381-631fb1fd2823,2025-09-16 14:02:16.994288+00:00,openai,gpt-3.5-turbo,0,3137,208,fun,1,1,7,1,1,7,1,1,1,1,1,7,1,1,1,7,1,1,7,1,1,1,1,7,1,1,7,1,1,1
b3fc5039-65c0-4dad-a1b5-f18b71115d85,2025-09-16 14:02:22.812204+00:00,openai,gpt-3.5-turbo,0,3137,190,fun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
315bfdc8-8baa-4f0a-9ff4-e4410e932821,2025-09-16 14:02:27.214603+00:00,openai,gpt-3.5-turbo,0,3137,192,fun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
c1062bce-0b9e-4d2c-9602-0b244e380a81,2025-09-16 14:31:30.312477+00:00,openai,gpt-3.5-turbo,0,3131,188,lib,1,4,2,1,5,6,5,3,3,2,1,4,2,3,2,1,2,2,1,2,3,1,1,6,1,6,6,1,1,1
8909f3b0-2328-4875-9ede-4257c2313701,2025-09-16 14:31:35.879930+00:00,openai,gpt-3.5-turbo,0,3131,191,lib,1,4,5,1,4,5,5,2,2,4,2,6,1,4,2,6,2,4,2,2,2,1,3,6,3,5,6,3,1,1
0aa923ac-a99e-4342-a4a2-17e02e982ff2,2025-09-16 14:31:41.411447+00:00,openai,gpt-3.5-turbo,0,3131,200,lib,2,5,4,1,4,5,5,2,2,4,1,6,1,2,2,6,2,1,6,2,2,1,4,7,1,6,6,1,1,1
f1c8ba8d-ad40-46ba-9577-47e804d3e255,2025-09-16 14:31:46.476042+00:00,openai,gpt-3.5-turbo,0,3131,193,lib,1,1,5,2,5,6,6,2,4,3,1,6,1,5,3,6,2,4,4,3,4,1,4,6,4,6,6,2,2,1
fe20383b-83a4-4872-a38c-5d10f9e8c23c,2025-09-16 14:31:51.867976+00:00,openai,gpt-3.5-turbo,0,3131,192,lib,1,6,5,1,4,6,5,3,2,2,1,2,2,4,3,6,2,2,2,3,2,1,1,5,4,5,6,2,2,1
51b59bb2-1e41-44ea-830f-b5fca586c35e,2025-09-16 14:37:32.260303+00:00,openai,gpt-3.5-turbo,0,3131,193,nat,1,5,6,1,4,6,5,5,4,4,1,6,4,5,3,6,2,6,5,3,3,1,5,6,4,4,6,2,3,1
f37e0b15-d184-4c11-b988-14a314d04215,2025-09-16 14:37:38.722040+00:00,openai,gpt-3.5-turbo,0,3131,214,nat,1,1,4,1,3,4,5,3,2,3,1,5,6,5,2,3,2,4,3,2,4,1,2,4,2,2,4,1,1,1
6c57ee47-d0b5-4b0e-9995-ed5a33e1ed2d,2025-09-16 14:37:44.352945+00:00,openai,gpt-3.5-turbo,0,3131,196,nat,2,3,4,2,4,6,6,4,4,2,1,5,6,5,4,5,4,4,4,4,4,4,4,6,4,5,5,3,4,1
78b38d2d-62ab-40a2-87a3-163c320f6df1,2025-09-16 14:37:50.492958+00:00,openai,gpt-3.5-turbo,0,3131,195,nat,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
f3748640-c14a-464c-8135-1f30b3156c8b,2025-09-16 14:37:55.823879+00:00,openai,gpt-3.5-turbo,0,3131,192,nat,2,6,6,2,4,6,5,4,3,4,1,6,6,6,3,5,6,4,3,3,3,2,3,6,4,5,6,4,4,1
25907e5b-2caa-4061-af4e-2768e83326cc,2025-09-16 14:43:16.110914+00:00,openai,gpt-3.5-turbo,0,3134,194,pop,1,7,7,1,7,7,7,1,1,7,1,7,7,1,1,7,1,7,7,1,1,1,7,7,1,7,7,1,1,1
edee1a31-4579-4e4d-8286-61c6d6585cf3,2025-09-16 14:43:20.823848+00:00,openai,gpt-3.5-turbo,0,3134,196,pop,1,7,7,1,7,7,7,1,1,7,1,7,7,1,1,7,1,7,1,1,1,1,7,7,1,7,7,1,1,1
a44693e3-3912-438b-b5b0-f4e668dee3e7,2025-09-16 14:43:25.656881+00:00,openai,gpt-3.5-turbo,0,3134,194,pop,1,7,7,1,7,7,7,1,1,7,1,7,7,1,1,7,1,7,7,1,1,1,7,7,1,7,7,1,1,1
dd5ae76f-eded-457b-9ead-dc0d5d33c785,2025-09-16 14:43:31.581451+00:00,openai,gpt-3.5-turbo,0,3134,195,pop,1,7,7,1,7,7,7,1,1,7,1,7,7,1,7,7,1,7,1,7,1,1,7,7,1,7,7,7,7,1
6d8f685c-9205-4803-a126-ab511fcc29fb,2025-09-16 14:43:37.551250+00:00,openai,gpt-3.5-turbo,0,3134,193,pop,1,7,7,1,7,7,7,1,7,7,1,7,7,1,7,7,7,7,7,7,7,1,7,7,6,7,7,7,1,1
01cf2ddc-bc68-4273-83c9-fe937128a6c1,2025-09-16 14:48:33.650849+00:00,openai,gpt-3.5-turbo,0,3125,223,soc,1,7,7,1,7,7,7,1,1,7,1,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,7,1,1,1
9336053f-90bc-4a56-ae7b-d87703dced03,2025-09-16 14:48:38.400023+00:00,openai,gpt-3.5-turbo,0,3125,199,soc,1,7,6,1,7,7,7,1,2,7,2,7,6,5,2,7,5,7,7,2,2,7,6,7,5,6,7,1,5,1
87adb70f-5ad5-4c96-9eff-833f69ca489d,2025-09-16 14:48:43.970821+00:00,openai,gpt-3.5-turbo,0,3125,194,soc,1,7,7,1,7,7,7,1,4,6,1,7,7,7,7,7,4,7,6,7,4,7,7,7,7,7,7,1,1,1
d9186001-b289-411e-8ef1-1d586c0cfd9d,2025-09-16 14:48:49.140650+00:00,openai,gpt-3.5-turbo,0,3125,195,soc,1,7,7,1,7,7,7,1,2,7,1,7,6,6,2,7,2,6,2,6,2,7,6,7,6,6,6,1,6,1
b4a7de86-d474-4344-800b-597eb15fdd47,2025-09-16 14:48:54.555265+00:00,openai,gpt-3.5-turbo,0,3125,194,soc,1,7,7,1,7,7,7,1,6,7,1,7,6,5,6,6,6,7,7,6,6,7,6,7,7,7,7,1,1,1
77dbfa1b-7e8d-4e5b-b468-c2222a29ce94,2025-09-16 16:07:11.283353+00:00,openai,gpt-3.5-turbo,0,3161,189,coa,1,7,7,1,7,7,7,1,1,7,1,7,7,7,7,7,1,7,7,7,1,7,7,7,7,7,7,7,1,1
f9c2a205-f7c4-4319-b3df-3efc5e373ae5,2025-09-16 16:07:17.240722+00:00,openai,gpt-3.5-turbo,0,3161,191,coa,1,7,7,1,7,7,7,1,1,7,1,7,1,1,1,7,1,7,1,1,1,7,7,7,1,7,7,1,1,1
db4c784f-78a2-48a1-91bb-d160477083b7,2025-09-16 16:07:22.053887+00:00,openai,gpt-3.5-turbo,0,3161,198,coa,1,7,7,1,7,7,7,1,5,7,1,7,5,7,7,7,5,7,7,7,4,7,7,7,7,7,7,1,1,1
9d6475a1-6f16-4b54-bae1-f8d60c1ada95,2025-09-16 16:07:27.681913+00:00,openai,gpt-3.5-turbo,0,3161,221,coa,1,7,7,1,7,7,7,1,2,7,1,7,7,7,7,7,1,7,1,7,2,7,7,7,7,7,6,1,1,1
d051dcf8-fe88-4316-ade3-0de2772932bd,2025-09-16 16:07:32.951779+00:00,openai,gpt-3.5-turbo,0,3161,214,coa,1,7,7,1,7,7,7,1,7,7,1,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,1,1
b7842c3b-0e9d-418b-9d17-afd6d300360b,2025-09-16 16:12:26.499681+00:00,openai,gpt-3.5-turbo,0,3149,215,ctr,1,7,7,1,7,7,7,1,1,7,1,7,7,7,7,7,1,7,7,7,1,1,7,7,1,1,7,7,1,1
4f9097c3-10a0-45c8-8735-e4db4221c6a8,2025-09-16 16:12:31.804979+00:00,openai,gpt-3.5-turbo,0,3149,192,ctr,1,7,7,1,7,7,7,1,1,7,1,7,1,1,1,7,1,7,1,1,1,1,7,7,1,1,7,1,1,1
5447f59d-1b36-47e7-91f5-f568f50aded2,2025-09-16 16:12:37.316444+00:00,openai,gpt-3.5-turbo,0,3149,202,ctr,1,7,7,1,7,7,7,1,2,7,1,7,7,7,7,7,7,7,1,7,2,7,7,7,7,7,7,1,1,1
5b9537d1-0d49-4f67-aee3-7488ca79ec71,2025-09-16 16:12:44.710353+00:00,openai,gpt-3.5-turbo,0,3149,210,ctr,1,7,7,1,7,7,7,1,7,7,1,7,7,1,7,7,1,7,7,7,7,1,7,7,1,1,6,7,7,1
bc52fbfb-2a43-43fe-bc4c-68347129c4aa,2025-09-16 16:12:49.729732+00:00,openai,gpt-3.5-turbo,0,3149,191,ctr,1,7,7,1,7,7,7,1,7,7,1,7,7,6,7,7,7,7,7,7,7,1,7,7,6,7,7,7,1,1
1f0578b0-2869-43a8-9abf-b031b08a1878,2025-09-16 16:17:58.472706+00:00,openai,gpt-3.5-turbo,0,3170,210,dis,1,7,6,1,7,7,7,1,4,7,1,7,6,5,5,7,2,7,7,6,4,6,6,7,6,6,6,2,4,1
f178988f-b3e4-4c1f-9328-f53848259ea9,2025-09-16 16:18:04.956019+00:00,openai,gpt-3.5-turbo,0,3170,197,dis,1,7,6,1,7,6,6,2,3,7,2,6,4,5,3,6,5,5,2,4,4,4,5,7,5,6,6,3,5,2
af7bfb78-cbdb-42a2-a41c-00a79602dfdc,2025-09-16 16:18:11.886379+00:00,openai,gpt-3.5-turbo,0,3170,195,dis,2,7,7,1,7,7,6,2,4,5,1,7,4,6,4,6,5,6,6,4,3,5,5,7,6,6,6,2,5,1
ee53334b-ab0b-4f97-b3cb-660c19435164,2025-09-16 16:18:21.304102+00:00,openai,gpt-3.5-turbo,0,3170,216,dis,1,7,7,1,7,6,6,3,4,7,2,6,4,6,4,6,4,6,3,4,4,5,5,7,6,5,6,4,5,1
1ed5855b-5508-4985-9b3d-b57f21d73363,2025-09-16 16:18:26.934704+00:00,openai,gpt-3.5-turbo,0,3170,214,dis,2,7,7,1,7,7,7,2,3,7,2,6,5,6,4,7,6,6,4,5,3,5,6,7,5,6,6,4,4,2
ffd5ba98-0974-44aa-b2ea-5a869558dae0,2025-09-16 16:23:30.100605+00:00,openai,gpt-3.5-turbo,0,3152,214,eld,1,7,7,1,7,7,7,1,1,7,1,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,1,1,1
8f5a4ff0-d5fc-40a5-bba7-8064f01983c6,2025-09-16 16:23:36.030353+00:00,openai,gpt-3.5-turbo,0,3152,216,eld,1,7,6,1,7,7,6,1,2,7,2,6,3,5,3,7,4,7,2,4,2,1,5,6,3,5,6,1,5,1
63f399c1-eb69-42c0-b5a5-233360764e37,2025-09-16 16:23:40.754357+00:00,openai,gpt-3.5-turbo,0,3152,218,eld,1,7,7,1,7,7,7,1,2,7,1,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,1,1,1
8a5a5b7c-5cfa-4915-a7ec-0462794fc956,2025-09-16 16:23:45.769684+00:00,openai,gpt-3.5-turbo,0,3152,213,eld,1,7,7,1,7,7,7,1,1,7,1,7,6,7,6,7,6,7,1,6,1,6,6,7,6,6,6,1,6,1
2392eb18-3c20-4d0e-a48c-027cafe3da80,2025-09-16 16:23:50.171015+00:00,openai,gpt-3.5-turbo,0,3152,204,eld,1,7,7,1,7,7,7,1,7,7,1,7,7,6,7,7,7,7,7,7,7,1,7,7,6,7,7,7,1,1
1a997e51-61fe-4805-9591-8568164f070f,2025-09-16 16:28:41.808368+00:00,openai,gpt-3.5-turbo,0,3149,213,far,1,7,7,1,7,7,7,1,1,7,1,7,7,7,7,7,1,7,7,7,1,7,7,7,7,7,7,1,1,1
f5192442-b558-4b43-bd3c-c7d47050d2ae,2025-09-16 16:28:46.818641+00:00,openai,gpt-3.5-turbo,0,3149,218,far,1,7,7,1,7,7,7,1,1,7,1,7,1,1,1,7,6,7,1,1,1,7,7,7,5,7,7,1,7,1
a474a856-1de8-439c-b57e-da69a248e9a3,2025-09-16 16:28:52.216323+00:00,openai,gpt-3.5-turbo,0,3149,202,far,1,7,7,1,7,7,7,1,2,7,1,7,7,7,7,7,1,7,7,7,2,7,7,7,7,7,7,1,7,1
13ac69d9-f9f4-49af-be57-7183e7440875,2025-09-16 16:28:57.069870+00:00,openai,gpt-3.5-turbo,0,3149,191,far,1,7,7,1,7,7,7,2,2,7,1,7,6,6,7,7,1,7,2,7,2,7,7,7,7,7,6,1,1,1
3a3afd4b-ac76-4fb6-831f-1553ca497929,2025-09-16 16:29:01.141836+00:00,openai,gpt-3.5-turbo,0,3149,218,far,1,7,7,1,7,7,7,1,7,7,1,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,1,1,1
3b93bd6a-1881-497f-88b3-8589fcad5539,2025-09-16 16:34:24.843102+00:00,openai,gpt-3.5-turbo,0,3158,215,fis,1,7,7,1,7,7,7,2,3,7,1,6,5,6,5,7,4,7,6,5,3,4,6,7,6,5,6,1,3,1
74aeaece-1d43-4608-9d28-e8068183aaa8,2025-09-16 16:34:30.779632+00:00,openai,gpt-3.5-turbo,0,3158,194,fis,1,7,6,1,7,7,6,2,3,7,2,6,4,6,3,7,3,5,3,2,2,2,5,7,4,5,6,1,4,1
3b94cc95-b4e0-4672-973c-002687c5776a,2025-09-16 16:34:36.213202+00:00,openai,gpt-3.5-turbo,0,3158,198,fis,2,7,6,1,7,7,6,2,3,5,2,7,4,5,4,6,4,5,6,5,4,4,6,7,5,6,6,3,3,1
7626ebc0-3d3d-434c-a03f-24038f555437,2025-09-16 16:34:40.788276+00:00,openai,gpt-3.5-turbo,0,3158,217,fis,1,7,7,1,7,7,7,2,2,7,1,7,2,7,2,7,1,7,2,2,2,2,6,7,6,6,6,1,1,1
5a428b4a-6ffc-4135-be4e-00321f051f06,2025-09-16 16:34:46.653644+00:00,openai,gpt-3.5-turbo,0,3158,205,fis,2,7,7,2,7,7,7,1,4,7,1,6,6,6,5,7,7,6,4,6,4,4,6,7,6,6,6,4,4,1
1b133057-db26-4556-bf9a-fc72ac8e46a4,2025-09-16 16:39:35.225164+00:00,openai,gpt-3.5-turbo,0,3161,214,lan,1,7,7,1,7,7,7,1,4,7,1,7,6,6,6,7,1,7,6,6,4,4,6,7,4,4,7,1,1,1
7420c924-b3c6-4208-b3bf-9a867442e232,2025-09-16 16:39:40.853751+00:00,openai,gpt-3.5-turbo,0,3161,215,lan,1,7,6,1,7,6,6,2,3,6,1,7,4,5,4,6,3,6,3,2,4,2,5,7,2,2,6,2,3,2
246101f4-aa57-4328-8369-50403fde1c88,2025-09-16 16:39:45.616776+00:00,openai,gpt-3.5-turbo,0,3161,199,lan,1,7,7,1,7,7,6,1,4,6,1,7,4,4,4,7,4,7,7,4,4,4,7,7,7,7,7,1,1,1
4b64a697-c15e-48ea-b7dc-8886b280af36,2025-09-16 16:39:51.592883+00:00,openai,gpt-3.5-turbo,0,3161,216,lan,1,7,7,1,7,7,7,2,2,7,1,7,2,6,2,7,6,7,2,2,2,1,6,7,6,6,6,1,1,1
2414cf8c-c493-4fe3-b981-2cbfc3430faa,2025-09-16 16:39:58.762939+00:00,openai,gpt-3.5-turbo,0,3161,205,lan,2,7,7,2,7,6,6,2,3,7,2,7,6,5,4,7,6,6,3,4,3,4,6,7,5,5,6,3,4,2
057510ca-49e3-40c6-8673-5f30b2d2b946,2025-09-16 16:44:49.068035+00:00,openai,gpt-3.5-turbo,0,3167,194,par,1,7,7,1,7,7,7,1,1,7,1,7,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,1,1,1
e52eba63-296d-4d50-aa28-e6dadb40cc8e,2025-09-16 16:44:53.738608+00:00,openai,gpt-3.5-turbo,0,3167,194,par,1,7,7,1,7,7,7,1,2,7,1,7,2,6,2,7,4,7,2,2,2,1,6,7,6,7,7,1,7,1
f24527f3-a0d4-4492-b11f-dcf8b4f60ecb,2025-09-16 16:45:00.535025+00:00,openai,gpt-3.5-turbo,0,3167,195,par,1,7,7,1,7,7,7,1,4,7,1,7,4,7,4,7,4,7,7,4,4,7,7,7,7,7,7,1,7,1
7059396c-f585-4632-92a6-81ab49d2b797,2025-09-16 16:45:06.546044+00:00,openai,gpt-3.5-turbo,0,3167,196,par,1,7,7,1,7,7,7,1,5,7,1,7,6,7,6,7,5,7,5,6,5,6,6,7,6,6,6,5,7,1
32babd44-522f-41ac-87a0-8e6abef6437e,2025-09-16 16:45:11.664610+00:00,openai,gpt-3.5-turbo,0,3167,191,par,1,7,7,1,7,7,7,1,4,7,1,7,6,6,7,7,7,7,4,7,4,4,6,7,6,6,6,4,4,1
e075c746-9240-4a8a-9ac4-e392eb9bc2bc,2025-09-16 16:50:29.131984+00:00,openai,gpt-3.5-turbo,0,3152,202,sub,1,7,7,1,7,7,7,1,1,7,1,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,1,1,1
